,Foreground,Mouth,Eyes,Outfit,Decoration,Creature,Background,Overlay,Rarity score,Token Id
264,Blush,Thermal Smirking,Clementine,None,None,Thermal,Mint,Cream Flower,86.34570340457928,264
265,Pile Skyline,Happy,Third Eye,Cape,Olive Polkadots,Meadow,Pile Skyline,None,16.423726186618556,265
266,Crush,Smirking,Moss,Frux,Blood Orange Tranteum,Feather,Ercon,None,52.93949160409698,266
267,Pile Skyline,Singing,Blood Orange,None,Gold Stripes,Violet,Pile Skyline,None,41.02050806155567,267
268,Crush,Happy,Closed,Arcith,Clementine Arneum,Mint,Aqua,Meadow Flower,53.996108934693375,268
269,Telescope,Happy,Black,None,Tulip Polkadots,Aqua,Gold,Terracotta Flower,50.76735790865611,269
270,Telescope,Happy,Earth,Wet,Tulip Polkadots,Gold,Creature Friends,None,22.260925918826054,270
271,Rain,Singing,Aqua Third Eye,Swulu,Tulip Arneum,Tulip,Field,None,55.192013610681414,271
272,Telescope,Happy,Third Eye,Vines,Olive Stripes,Olive,Meadow,Cubes,56.36132154155431,272
273,None,Happy,Clementine,Frux,Moss Polkadots,Clementine,Aqua,Striped Rocks,50.75658940197815,273
274,Rain,Happy,Sacred,Swulu,Olive Balseum,Cream,Hill Huts,None,21.220398589061222,274
275,Pile Skyline,Happy,Blood Orange,Arcith,Blood Orange Arneum,Clementine,Pile Skyline,None,7.219481031817367,275
276,Crush,Happy,Violet,Swulu,Moss Polkadots,Blood Orange,Gomba,None,20.81812502022661,276
277,Pile Skyline,Happy,Aqua,None,Violet Arneum,Aqua,Pile Skyline,None,4.028026027536445,277
278,Rain,Singing,Dilated,Oxoto,None,Gold,Mint,Mint Flower,83.1979135320925,278
279,Pile Skyline,Happy,Terracotta,Swirl,Olive Arneum,Gold,Pile Skyline,None,13.661454759724059,279
280,None,Happy,Scarlet,Cloud Suit,Sand Stripes,Sand,Field,None,25.902923388376024,280
281,Blush,Singing,Black,Oxoto,Gold Arneum,Clementine,Stripe Room,None,49.6946033755203,281
282,Rain,Happy,Clementine,Swulu,Gold Arneum,Clementine,Fungisland,None,15.599140338941908,282
283,Pile Skyline,Happy,Tulip,None,Tulip Arneum,Aura,Pile Skyline,None,10.23404476065993,283
284,Pile Skyline,Happy,Dilated,Arcith,Gold Balseum,Tulip,Pile Skyline,None,7.836305607466361,284
285,Blush,Happy,Clementine,Arcith,Violet Balseum,Aqua,Violet,Distance,51.95261422975973,285
286,Blush,Smirking,Closed,Swulu,Gold Arneum,Violet,Field,None,50.531253254001605,286
287,Pile Skyline,Happy,Aqua,Oxoto,Olive Stripes,Gold,Pile Skyline,None,5.460123324678827,287
288,Blush,Sacred,Earth,Cloud Suit,Terracotta Polkadots,Gold,Aura,Cream Flower with Stripes,92.1219452734769,288
289,Crush,Happy,Meadow,None,Tulip Tranteum,Meadow,Creature Friends,None,18.565351976781603,289
290,Blush,Happy,Aqua Third Eye,Oxoto,Gold Tranteum,Tulip,Earth,None,20.27107580571958,290
291,Blush,Happy,Aqua,Vines,Terracotta Polkadots,Terracotta,Earth,None,18.543926006445673,291
292,Crush,Happy,Tulip,Vines,Terracotta Polkadots,Aqua,Tulip,Void,54.23746052129934,292
293,Telescope,Sacred,Third Eye,Frux,Mint Arneum,Gold,Field,None,52.655221017942125,293
294,Pile Skyline,Happy,Closed,None,Blood Orange Tranteum,Moss,Pile Skyline,None,6.414984862819306,294
295,Pile Skyline,Happy,Scarlet,Swulu,Ocean Arneum,Feather,Pile Skyline,None,10.35190772258883,295
296,Clouds,Happy,Aqua,Swirl,Scarlet Tranteum,Violet,Uuary,None,30.18298742140265,296
297,Crush,Happy,Clementine,Swulu,Olive Balseum,Tulip,Rainbow,None,19.155363111190802,297
298,None,Happy,Closed,Frux,Sand Stripes,Moss,Marius,None,18.474206971740756,298
299,Crush,Happy,Closed,None,Mint Arneum,White,Stripe Room,None,18.63514504084126,299
300,Telescope,Thermal,Terracotta,Arcith,None,Thermal,Meadow,Tulip Flower,89.01084427032421,300
301,None,None,None,None,None,Quarter,None,None,56.64537645608042,301
302,Telescope,Happy,Sand,Frux,Sand Polkadots,Violet,Aqua,Void,55.63185249747431,302
303,Blush,Smirking,Clementine,Arcith,Terracotta Arneum,Terracotta,Earth,None,50.322077374963506,303
304,Rain,Happy,Black,Vines,Violet Polkadots,Sand,Uuary,None,18.946185081473363,304
305,Pile Skyline,Happy,Scarlet,Frux,Sand Polkadots,Scarlet,Pile Skyline,None,10.18024566034765,305
306,Rain,Happy,Aqua Third Eye,Arcith,Aqua Stripes,Terracotta,Inciu,None,20.426599043183764,306
307,None,Happy,Moss,Vines,Sand Tranteum,Gold,Aqua,Emanating,51.861482087357814,307
308,Crush,Thermal Screaming,Olive,Vines,None,Thermal,Earth,None,54.29613104390341,308
309,None,Happy,Olive,Vines,Clementine Balseum,Gold,SS Creature,None,16.94020366549025,309
310,None,Thermal,Third Eye,Frux,None,Thermal,Terracotta,Tulip Flower with Stripes,88.77485923187717,310
311,Pile Skyline,Happy,Meadow,Oxoto,Clementine Stripes,Cream,Pile Skyline,None,10.582559997784557,311
312,Rain,Happy,Scarlet,Vines,Gold Balseum,Gold,Ercon,None,16.97233216253893,312
313,None,Thermal Screaming,Clementine,Vines,None,Thermal,Clementine,Liquify,86.61387541099963,313
314,Pile Skyline,Happy,Mint,Arcith,Tulip Balseum,Meadow,Pile Skyline,None,10.180280531192327,314
315,Telescope,Happy,Closed,Wet,Moss Arneum,Ocean,Violet,Width,61.10250238109719,315
316,None,Happy,Earth,Swulu,Sand Balseum,Aqua,Ocean,Bullseye,52.18862715619026,316
317,Crush,Sacred,Gold,None,Scarlet Balseum,Violet,Uuary,None,51.148075153625385,317
318,Pile Skyline,Happy,Dilated,Oxoto,Aqua Polkadots,Mint,Pile Skyline,None,8.431663446915788,318
319,Telescope,Happy,Gold Third Eye,Frux,Aqua Balseum,Cream,Field,None,20.968295664895003,319
320,Pile Skyline,Happy,Ocean,Frux,None,Ocean,Pile Skyline,None,7.176768020005689,320
321,Clouds,Sacred,Earth,Swulu,Ocean Stripes,Blood Orange,Aqua,Clouds,94.33140722085797,321
322,Blush,Happy,Blue Sacred,Vines,Clementine Polkadots,Violet,Aura,Distance,54.81666613822305,322
323,Crush,Smirking,Scarlet,Arcith,Scarlet Stripes,Sand,Scarlet,Curved Stripe,87.62239814139689,323
324,None,Smirking,Clementine,Arcith,Gold Balseum,Ocean,Ocean,Striped Rocks,85.03740474190691,324
325,Telescope,Happy,Dilated,Frux,Aqua Balseum,Clementine,Rainbow,None,16.30717376451606,325
326,Rain,Happy,Moss,Oxoto,Aqua Balseum,Aqua,Ocean,Void,54.162301987397235,326
327,None,Thermal,Closed,Raincoat,None,Thermal,Ascension,None,56.795105637319786,327
328,Rain,Happy,Terracotta,Oxoto,Tulip Tranteum,Terracotta,Uuary,None,21.23649716796221,328
329,Rain,Thermal,Earth,None,None,Thermal,Clementine,Mint Flower with Stripes,84.44689583692131,329
330,Blush,Singing,Moss,Swulu,Ocean Polkadots,Feather,Gold,Emanating,89.45117019442,330
331,Pile Skyline,Singing,Violet,Cape,Ocean Balseum,Sand,Pile Skyline,None,50.191966520937015,331
332,Rain,Happy,Aqua Third Eye,Frux,Terracotta Stripes,Aqua,Tulip,Liquify,54.65041086477762,332
333,Crush,Happy,Olive,None,Gold Tranteum,Cream,Gold,Tulip Flower with Stripes,53.89421043438769,333
334,Pile Skyline,Happy,Dilated,Swulu,None,Clementine,Pile Skyline,None,2.6657346564972926,334
335,Telescope,Happy,Violet,Swulu,Ocean Polkadots,Feather,Greenery,None,20.630346687835804,335
336,Telescope,Happy,Blue Sacred,Oxoto,Ocean Polkadots,Gold,SS Creature,None,17.65348723700858,336
337,Pile Skyline,Happy,Earth,Arcith,Terracotta Tranteum,Tulip,Pile Skyline,None,8.09914324744934,337
338,Blush,Singing,Aqua Third Eye,Vines,Clementine Tranteum,Gold,Ercon,None,51.42161692600769,338
339,Blush,Singing,Blue Sacred,Swulu,Sand Tranteum,Feather,Fungisland,None,54.22129006527088,339
340,Crush,Happy,Moss,Frux,Scarlet Tranteum,Scarlet,Inciu,None,20.608952362682768,340
341,Blush,Happy,Violet,Oxoto,Terracotta Stripes,Gold,Aura,Distance,52.317304770335895,341
342,Rain,Happy,Dilated,Oxoto,Tulip Balseum,Mint,Creature Friends,None,19.20364062070185,342
343,Rain,Screaming,Violet,None,Violet Arneum,Scarlet,Aura,Cosmic Punch,87.68140177377126,343
344,None,Happy,Clementine,Cape,Olive Arneum,Rainbow,Earth,None,25.420182135089586,344
345,Blush,Happy,Blue Sacred,Swirl,Gold Polkadots,Violet,Earth,None,25.51134699051251,345
346,Rain,Smirking,Sacred,Arcith,Tulip Balseum,Olive,Cream,Bullseye,88.51264112495171,346
347,None,Happy,Black,Oxoto,Aqua Stripes,Moss,Uuary,None,17.851977218102675,347
348,Pile Skyline,Happy,Mint,None,Terracotta Polkadots,Olive,Pile Skyline,None,8.104566131213847,348
349,Pile Skyline,Singing,Terracotta,Arcith,Terracotta Polkadots,Tulip,Pile Skyline,None,44.02402647669167,349
350,None,Happy,Tulip,Frux,Olive Tranteum,Olive,Cream,Cream Flower with Stripes,56.731403837841995,350
351,Telescope,Singing,Moss,Oxoto,Sand Arneum,Moss,Moss,None,55.00979814148798,351
352,None,Happy,Aqua,None,Clementine Balseum,Gold,Ascension,None,12.686742267953921,352
353,Clouds,Happy,Violet,Cloud Suit,Blood Orange Balseum,Clementine,Hill Huts,None,29.614452685532513,353
354,None,Sacred,Sand,Oxoto,Terracotta Balseum,Gold,Blood Orange,Polkadot,87.37566605924671,354
355,Rain,Happy,Violet,Swirl,Violet Stripes,Violet,Gomba,None,26.573349111700978,355
356,Pile Skyline,Happy,Violet,Oxoto,Ocean Arneum,Gold,Pile Skyline,None,7.471588248888141,356
357,Rain,Singing,Clementine,Wet,Ocean Polkadots,Violet,Scarlet,Void,94.52991221681827,357
358,None,None,None,None,None,Sacred,None,None,56.66147611353601,358
359,Pile Skyline,Happy,Gold,Oxoto,Sand Balseum,Gold,Pile Skyline,None,5.840983795104066,359
360,None,Screaming,Gold,Arcith,Ocean Balseum,Scarlet,Gomba,None,52.365563500637,360
361,Pile Skyline,Screaming,Closed,Vines,Violet Tranteum,Moss,Pile Skyline,None,43.11224272770161,361
362,None,Happy,Earth,Arcith,Terracotta Polkadots,Aura,Olive,Aqua Flower Stripe,56.12539443594531,362
363,Crush,Happy,Black,Vines,Olive Stripes,Terracotta,Mint,Cosmic Pinch,55.68557379182371,363
364,Pile Skyline,Happy,Moss,Swulu,Moss Tranteum,Clementine,Pile Skyline,None,7.820207029160731,364
365,Crush,Happy,Gold Third Eye,Oxoto,Gold Polkadots,Meadow,Ercon,None,20.045742333768242,365
366,Blush,Happy,Scarlet,Swulu,Moss Balseum,Clementine,Stripe Room,None,18.10943060415132,366
367,Pile Skyline,Happy,Violet,Vines,Sand Polkadots,Aqua,Pile Skyline,None,8.201067492917934,367
368,None,Thermal,Meadow,None,None,Thermal,Creature Friends,None,49.87629257495705,368
369,Crush,Happy,Sand,None,Olive Balseum,Gold,Gomba,None,15.352553090553855,369
370,Telescope,Happy,Closed,None,Aqua Stripes,Aura,Uuary,None,18.21138220773278,370
371,Rain,Happy,Blood Orange,Frux,Gold Balseum,Moss,Ocean,Curved Stripe,55.6157812740666,371
372,Telescope,Happy,Blue Sacred,Oxoto,Ocean Arneum,Ocean,SS Creature,None,20.608904083730103,372
373,None,Happy,Black,Vines,Tulip Tranteum,Cream,Creature Friends,None,18.76921655911538,373
374,Rain,Happy,Clementine,Arcith,Tulip Tranteum,Olive,Marius,None,18.720910089615202,374
375,Crush,Happy,Olive,Vines,Aqua Tranteum,Tulip,Aura,Terracotta with Stripes,56.23796702879679,375
376,Rain,Happy,Aqua,Oxoto,Moss Polkadots,Aqua,Aura,Curved Stripe,51.915005462053834,376
377,Pile Skyline,Happy,Blue Sacred,Frux,Scarlet Balseum,Sand,Pile Skyline,None,10.228564477738301,377
378,Rain,Happy,Clementine,Swulu,Violet Tranteum,Ocean,Sand,Striped Rocks,54.97219313324386,378
379,Rain,Happy,Earth,None,Gold Stripes,Scarlet,Clementine,Bullseye,50.81030318609625,379
380,Rain,Smirking,Ocean,Swulu,Aqua Balseum,Clementine,Greenery,None,49.9412517797886,380
381,Pile Skyline,Happy,Closed,Swulu,Mint Arneum,Clementine,Pile Skyline,None,6.093050245358624,381
382,Crush,Screaming,Terracotta,Vines,Terracotta Tranteum,Gold,Clementine,Liquify,87.35425939132331,382
383,Rain,Happy,Aqua Third Eye,Oxoto,Aqua Balseum,Clementine,Clementine,Cream Flower,53.5884318116552,383
384,Blush,Screaming,Gold,Frux,Ocean Stripes,Scarlet,Hill Huts,None,53.454285733084085,384
385,Crush,Happy,Dilated,Swulu,Aqua Stripes,Cream,Gold,Liquify,54.08724965706987,385
386,Telescope,Happy,Tulip,None,Aqua Stripes,Gold,Creature Friends,None,15.331052018024039,386
387,Blush,Smirking,Scarlet,Arcith,Violet Stripes,Feather,Violet,Stripes,87.96559405088382,387
388,Blush,Screaming,Dilated,None,Terracotta Stripes,Mint,Aqua,Mint Flower with Stripes,86.75895143972807,388
389,None,Happy,Terracotta,Vines,Mint Balseum,Tulip,Aura,Clementine Flower Stripe,56.12003753857589,389
390,Rain,Happy,Sand,Oxoto,Moss Tranteum,Clementine,Ascension,None,18.20600010257262,390
391,Pile Skyline,Happy,Dilated,Oxoto,Olive Tranteum,Scarlet,Pile Skyline,None,8.335129891463886,391
392,Rain,Happy,Blood Orange,Arcith,Gold Stripes,Feather,Violet,Cosmic Punch,55.390547578180836,392
393,Crush,Happy,Ocean,Frux,Ocean Polkadots,Moss,Rainbow,None,20.732299898175484,393
394,Telescope,Happy,Earth,Vines,Gold Arneum,Tulip,Terracotta,Cream Flower with Stripes,54.9454006084382,394
395,Crush,Sacred,Earth,Swirl,Blood Orange Polkadots,Scarlet,Gold,Liquify,94.5138334822267,395
396,None,Screaming,Blood Orange,Vines,Moss Stripes,Blood Orange,Uuary,None,54.441213526694064,396
397,Crush,Happy,Clementine,Vines,Aqua Tranteum,Clementine,Aqua,Clementine Flower,51.271482229309726,397
398,Clouds,Smirking,Closed,Arcith,Scarlet Polkadots,Clementine,Marius,None,53.615101504831806,398
399,Blush,Happy,Sacred,Swirl,Tulip Balseum,Terracotta,Rainbow,None,27.072184653127152,399
400,Telescope,Singing,Violet,Oxoto,Scarlet Stripes,Ocean,Aura,None,54.36092712967376,400
401,Rain,Happy,Gold,None,Violet Arneum,Scarlet,Fungisland,None,16.28043648949798,401
402,Clouds,Singing,Closed,Cape,Gold Polkadots,Sand,Pile Skyline,None,55.23998271465721,402
403,None,Singing,Earth,Oxoto,Blood Orange Arneum,Sand,SS Creature,None,52.25297052276995,403
404,Crush,Happy,Blood Orange,Arcith,Ocean Balseum,Violet,Feather,Distance,55.7606121729797,404
405,None,Happy,Meadow,Frux,Aqua Arneum,Mint,Inciu,None,20.2871577606147,405
406,Crush,Happy,Aqua,Vines,Mint Arneum,Cream,Olive,Distance,54.720127218813516,406
407,Rain,Happy,Black,Vines,Scarlet Polkadots,Clementine,Greenery,None,16.45739535463656,407
408,Blush,Happy,Dilated,Arcith,Gold Stripes,Olive,Tulip,Terracotta with Stripes,54.44125858498596,408
409,Rain,Happy,Blood Orange,Cape,Ocean Polkadots,Aqua,SS Creature,None,24.89990344920875,409
410,Rain,Happy,Aqua,None,Clementine Balseum,Clementine,Gomba,None,13.416160892999335,410
411,Clouds,Singing,Blue Sacred,Frux,Gold Tranteum,Aqua,SS Creature,None,57.49288553877601,411
412,Rain,Smirking,Scarlet,Swulu,Moss Tranteum,Moss,Moss,Stripes,88.86122128456269,412
413,None,Happy,Tulip,Arcith,Mint Balseum,Aura,Earth,None,21.77829409453799,413
414,Rain,Happy,Sand,Vines,Scarlet Arneum,Feather,Blood Orange,Striped Rocks,56.30231307675992,414
415,Crush,Happy,Black,Vines,Ocean Arneum,Moss,Scarlet,Stripes,54.9400351285937,415
416,None,Smirking,Gold Third Eye,Swulu,Aqua Arneum,Aqua,SS Creature,None,50.247022902172766,416
417,Telescope,Screaming,Blood Orange,Oxoto,Sand Tranteum,Sand,Scarlet,Liquify,90.79191436132199,417
418,Blush,Happy,Scarlet,None,Violet Balseum,Moss,Sand,Cosmic Punch,53.9103637270139,418
419,Telescope,Screaming,Gold,Frux,Clementine Tranteum,Aqua,Violet,Stripes,87.48830623882161,419
420,Crush,Happy,Dilated,Frux,Violet Stripes,Feather,Earth,None,19.17143808894019,420
421,Crush,Sacred,Sand,Swirl,Ocean Tranteum,Scarlet,Aqua,Bullseye,95.89210542486089,421
422,Pile Skyline,Happy,Black,Vines,Blood Orange Polkadots,Scarlet,Pile Skyline,None,8.769619931467622,422
423,Rain,Happy,Closed,Oxoto,Gold Polkadots,Feather,Sand,None,19.17693499431975,423
424,Blush,Happy,Violet,Frux,Moss Stripes,Scarlet,Hill Huts,None,20.58211745942072,424
425,Pile Skyline,Happy,Mint,Frux,None,Meadow,Pile Skyline,None,7.310838462940144,425
426,Blush,Screaming,Earth,Vines,Olive Stripes,Clementine,Uuary,None,50.3596384031131,426
427,Blush,Happy,Dilated,None,Gold Arneum,Feather,Feather,Liquify,51.76500163613426,427
428,Blush,Happy,Clementine,Swulu,Blood Orange Arneum,Violet,SS Creature,None,19.04274546111907,428
429,None,Happy,Scarlet,Vines,Ocean Balseum,Violet,Field,None,19.702507273034637,429
430,Pile Skyline,Happy,Closed,Vines,Sand Polkadots,Aqua,Pile Skyline,None,6.6884719159990755,430
431,Telescope,Happy,Terracotta,Arcith,Olive Arneum,Cream,Tulip,Striped Rocks,56.39347525603857,431
432,Crush,Happy,Aqua,Frux,Terracotta Polkadots,Sand,Night,Distance,54.27493894869282,432
433,Rain,Smirking,Blood Orange,Swulu,Moss Polkadots,Moss,Aura,Curved Stripe,87.68136208265193,433
434,Blush,Happy,Closed,None,Gold Polkadots,Meadow,Olive,Liquify,51.74891271076143,434
435,None,Happy,Closed,Arcith,Ocean Tranteum,Gold,Moss,Void,50.91217593766687,435
436,Pile Skyline,Happy,Aqua,Raincoat,Olive Stripes,Rainbow,Pile Skyline,None,15.80153076692929,436
437,None,Happy,Meadow,Vines,None,Meadow,Gomba,None,16.736542392248886,437
438,Pile Skyline,Happy,Terracotta,Oxoto,Aqua Stripes,Gold,Pile Skyline,None,7.482327254156365,438
439,None,Happy,Earth,Swulu,Ocean Stripes,Aqua,Scarlet,Cubes,52.3280759537535,439
440,Blush,Happy,Aqua,Arcith,Gold Arneum,Moss,Rainbow,None,17.573061919939434,440
441,Telescope,Happy,Gold,Frux,Clementine Arneum,Aura,Olive,Cream Flower,57.47689584209456,441
442,Telescope,Happy,Scarlet,None,Ocean Arneum,Gold,Creature Friends,None,15.400787145316272,442
443,Blush,Happy,Sand,Oxoto,Clementine Balseum,Violet,Aqua,Cosmic Punch,55.21891019683659,443
444,Pile Skyline,Thermal Happy,Black,Swulu,None,Thermal,Pile Skyline,None,42.586355030703196,444
445,Blush,Happy,Moss,Arcith,Gold Arneum,Feather,Field,None,19.369952213916285,445
446,Crush,Happy,Clementine,None,Terracotta Arneum,Feather,Gold,Emanating,51.142792807860715,446
447,Telescope,Smirking,Sand,Arcith,Clementine Stripes,Sand,Hill Huts,None,51.82385615863112,447
448,Pile Skyline,Happy,Third Eye,Swirl,Terracotta Polkadots,Terracotta,Pile Skyline,None,16.187772803713667,448
449,Rain,Happy,Dilated,Frux,Clementine Stripes,Olive,Marius,None,19.305536968303983,449
450,Blush,Happy,Tulip,Frux,Clementine Arneum,Meadow,Inciu,None,20.893211680335266,450
451,Rain,Happy,Olive,None,Tulip Polkadots,Meadow,Creature Friends,None,18.67803722238809,451
452,Pile Skyline,Happy,Dilated,Frux,Clementine Polkadots,Rainbow,Pile Skyline,None,9.997898788123768,452
453,Blush,Screaming,Blood Orange,Frux,Gold Balseum,Moss,Stripe Room,None,54.510916473098256,453
454,Blush,Happy,Black,None,Scarlet Tranteum,Aqua,Uuary,None,14.719622958262773,454
455,Blush,Happy,Blood Orange,Vines,Scarlet Arneum,Violet,Rainbow,None,20.383679507810655,455
456,Blush,Happy,Black,Swulu,Violet Tranteum,Gold,Greenery,None,16.452068503550578,456
457,Crush,Happy,Third Eye,Oxoto,Clementine Polkadots,Mint,Uuary,None,20.287126105906047,457
458,Pile Skyline,Thermal,Gold Third Eye,Oxoto,None,Thermal,Pile Skyline,None,42.53785005976361,458
459,Pile Skyline,Smirking,Clementine,Arcith,Clementine Stripes,Gold,Pile Skyline,None,37.11050217462391,459
460,None,Happy,Gold Third Eye,Frux,Olive Tranteum,Olive,Aura,Cosmic Pinch,55.9537398921514,460
461,Blush,Happy,Black,None,Terracotta Arneum,Mint,Marius,None,16.559392018296005,461
462,Blush,Happy,Mint,None,Mint Arneum,Tulip,Mint,Clementine Flower,55.14932847268364,462
463,Crush,Happy,Sand,Cape,Blood Orange Balseum,Feather,Hill Huts,None,26.793267211905185,463
464,Clouds,Happy,Sand,Frux,Ocean Balseum,Moss,Sand,Clouds,62.1321394477756,464
465,Blush,Happy,Earth,None,Terracotta Stripes,Aqua,Creature Friends,None,14.381695438701097,465
466,Crush,Happy,Violet,Vines,Violet Polkadots,Scarlet,Ascension,None,20.319333459133084,466
467,Telescope,Thermal Smirking,Aqua,Arcith,None,Thermal,Clementine,None,51.802273536155994,467
468,None,Smirking,Closed,Swulu,Olive Balseum,Gold,Cream,Olive Flower with Stripes,84.09885421756069,468
469,Crush,Happy,Clementine,None,Olive Balseum,Meadow,Inciu,None,16.505702899119193,469
470,Rain,Smirking,Terracotta,Raincoat,Clementine Arneum,Meadow,Fungisland,None,59.15554176910667,470
471,Rain,Smirking,Moss,None,Moss Stripes,Aqua,Aqua,Curved Stripe,83.45531006099998,471
472,None,Happy,Dilated,Arcith,Clementine Stripes,Blood Orange,Greenery,None,17.599948320909753,472
473,Crush,Sacred,Gold Third Eye,Oxoto,Mint Arneum,Cream,Rainbow,None,55.78737573208077,473
474,Blush,Singing,Black,Swulu,None,Olive,Terracotta,Polkadot,85.61125668057403,474
475,Rain,Happy,Scarlet,Vines,Blood Orange Tranteum,Feather,Hill Huts,None,20.651869214767267,475
476,Telescope,Happy,Moss,None,Gold Balseum,Clementine,Greenery,None,14.77322142253105,476
477,None,Happy,Sacred,None,Mint Stripes,Gold,Creature Friends,None,14.993179219808193,477
478,None,Happy,Aqua,Frux,Gold Tranteum,Blood Orange,Ercon,None,17.46042066300064,478
479,Rain,Happy,Aqua,Oxoto,None,Aqua,Moss,Liquify,49.195972188639125,479
480,Pile Skyline,Happy,Olive,Vines,Tulip Tranteum,Cream,Pile Skyline,None,10.802498487171867,480
481,Blush,Happy,Violet,Swulu,Violet Polkadots,Feather,Earth,None,20.51238018442595,481
482,Blush,Happy,Clementine,None,Clementine Balseum,Terracotta,Fungisland,None,16.12491538985335,482
483,Rain,Screaming,Mint,Swulu,Terracotta Arneum,Gold,Mint,Polkadot,88.45900940683717,483
484,None,Thermal,Olive,None,None,Thermal,SS Creature,None,49.90846881299088,484
485,Clouds,Smirking,Gold,Oxoto,Aqua Stripes,Gold,Pile Skyline,None,44.877919644402134,485
486,Blush,Happy,Sacred,Vines,Mint Arneum,Olive,Meadow,Striped Rocks,56.67241415487714,486
487,None,Smirking,Black,None,Ocean Tranteum,Blood Orange,SS Creature,None,48.25180998905731,487
488,Rain,Happy,Sacred,Oxoto,Clementine Arneum,Mint,Clementine,Mint Flower with Stripes,56.42030103695287,488
489,Blush,Happy,Gold,Vines,Scarlet Stripes,Ocean,Gold,Liquify,53.87810113221525,489
490,Telescope,Happy,Gold,None,Gold Tranteum,Clementine,Fungisland,None,13.110388696466224,490
