,Background,Pattern,Skin,Clothes,Nose,Eyes,Hat,Type,Tattoo,Mouth,Skeleton,Goldchain,Rarity score,Token Id
184,Grey,Aztec Patterns,Red,Shaolin Outfit,Normal,Aviator Glasses,Party Hat,Skeleton,None,None,Painted Skeleton,None,29.311260533279327,184
185,Beige,Flower Pattern,Aquamarine,Bathrobe Pink,Normal,Exasperated Eyes,Knitted Beanie Red,Skeleton,None,None,None,None,15.84562797866885,185
186,Green,None,Yellow,Dress Pink,Normal,Retro Cartoon Eyes,Savage Hair Red,Skeleton,None,None,None,None,10.374513619966129,186
187,Beige,None,None,Sweater Pink CM,Normal,Exasperated Eyes,None,Robot,Big Tattoos,None,None,Gold Chain Skull,58.264521131419656,187
188,Light Red,None,Blue,Galactical Emperor Suit,Normal,Heart Eyes,Pharaoh,Skeleton,Small Tattoos,Tongue,None,None,46.59684988947796,188
189,Blue,None,Yellow,Bathrobe Pink,Normal,Pirate Patch Evil Morty,Knitted Beanie Orange,Skeleton,None,None,None,None,13.43478522412459,189
190,Light Orange,Flower Pattern,Yellow,T Pink B&B,Normal,Regular Glasses,Sport Headband,Skeleton,Big Tattoos,None,None,None,25.82365251524243,190
191,Light Orange,None,Black,Tank Top Grey POM,Normal,Happy Eyes,None,Skeleton,None,None,None,None,9.876628338359867,191
192,Light Orange,Aztec Patterns,None,DBZ Outfit,Normal,Hero Mask,Dread Short Dark,Devil,None,None,Painted Skeleton,None,45.42622170499204,192
193,Light Orange,Flower Pattern,None,Sweater Pink CM,Normal,Bored Eyes,Papal Tiara,Zombie,Small Tattoos,None,None,None,38.32217832129107,193
194,Grey,Flower Pattern,Red,Bathrobe Pink,Normal,Bloodshot,None,Skeleton,None,None,None,None,10.383092133332907,194
195,Purple,Flower Pattern,None,Suit Blue,Normal,Cyclop Eye,Savage Hair Dark,Zombie,Small Tattoos,None,None,None,38.898639410667535,195
196,Light Orange,Flower Pattern,Blue,Hoodie Grey CM,Normal,Heart Eyes,Knitted Beanie Red,Skeleton,None,None,None,None,14.427517746735996,196
197,Beige,Aztec Patterns,Black,Hoodie Black POM,Normal,Happy Eyes,Bandana Blue,Skeleton,None,None,None,None,15.848564953738665,197
198,Purple,Aztec Patterns,Red,DBZ Outfit,Normal,Cute Spider Eyes,Arrow,Skeleton,None,Cigarette,None,None,37.37636399648955,198
199,Light Red,None,Yellow,Synthetic Cool Cat Fur Coat,Normal,Heart Eyes,Bandana Dark,Skeleton,None,None,None,None,12.526328872848902,199
200,Purple,None,None,None,Normal,Cute Eyes,Dread Long Brown,Skeleton,None,None,Painted Skeleton,Gold Chain Skull,46.180476510192,200
201,Light Red,None,None,Roman Soldier Armor,Normal,Happy Eyes,Astro White,Skeleton,None,None,None,None,4.9851639918269175,201
202,Purple,None,Blue,DBZ Outfit,Normal,Dead Eyes,Pirate Hat CM,Skeleton,None,None,None,None,14.276283499608894,202
203,Beige,None,None,T Pink B&B,Normal,Exasperated Eyes,Musician Hat,Skeleton,Big Tattoos,None,None,None,16.32917757311845,203
204,Grey,None,Red,Butler Outfit,Normal,Dead Eyes,Sport Headband,Skeleton,None,None,None,None,12.342870871183148,204
205,Blue,None,None,Rick Outfit,Normal,Happy Eyes,Biker Helmet Green Goggles,Robot,Small Tattoos,Tongue,None,None,59.700035334348556,205
206,Blue,None,None,Dress Blue,Normal,Pirate Patch Evil Morty,Pirate Hat CM,Skeleton,Big Tattoos,Cigarette,None,None,39.67672433458097,206
207,Green,Flower Pattern,Aquamarine,DBZ Outfit,Normal,John Glasses,Halo,Skeleton,Small Tattoos,None,None,None,29.233183006358736,207
208,Light Red,None,None,Hoodie Grey CM,Normal,Cute Eyes,Knitted Beanie Red,Devil,Small Tattoos,None,None,None,37.60025586597119,208
209,Green,Aztec Patterns,Aquamarine,Tank Top Grey POM,Normal,Bored Eyes,Cool Cat Costume,Skeleton,None,None,None,None,17.68875097154582,209
210,Purple,Aztec Patterns,None,Armor Black,Normal,Cute Eyes,Flower Hat,Skeleton,None,None,None,None,10.15941991142126,210
211,Light Red,Flower Pattern,None,Work Outfit Blue,Normal,Retro Cartoon Eyes,None,Zombie,Small Tattoos,Cigarette,None,None,53.57729139602644,211
212,Purple,None,None,Hoodie Red CM,Normal,Regular Glasses,Sangoku,Skeleton,None,None,None,None,7.75430840770661,212
213,Light Orange,None,None,T Grey POM,Normal,Rick Eyes,None,Skeleton,None,None,Painted Skeleton,None,17.44698824071058,213
214,Blue,Aztec Patterns,None,Bear Fur,Normal,Pirate Patch Bloodshot,None,Skeleton,Small Tattoos,None,None,None,16.087462617472045,214
215,Blue,Flower Pattern,Blue,Denim Overalls,Normal,Cute Eyes,Pirate Hat CM,Skeleton,None,None,None,None,15.490327952415242,215
216,Light Orange,Aztec Patterns,Yellow,Suit Blue,Normal,Cute Eyes,None,Skeleton,None,Cigarette,None,None,32.35973352660247,216
217,Beige,None,None,T Grey POM,Normal,Happy Eyes,Pirate Hat CM,Robot,Small Tattoos,Cigarette,None,None,57.16716759752845,217
218,Light Orange,None,None,Dress Blue,Normal,Bloodshot,Mummy,Zombie,None,Special Cigarette,None,None,48.64573708377944,218
219,Beige,Aztec Patterns,Red,Galactical Emperor Suit,Normal,Pirate Patch Peaceful,Bucket Hat CM+B&B,Skeleton,None,Cigarette,None,None,36.49999566512271,219
220,Light Orange,Flower Pattern,Red,Armor Blue,Normal,Spider Eyes,Rick Hair,Skeleton,None,None,None,None,16.008633151533118,220
221,Beige,Flower Pattern,None,T Pink B&B,Normal,Heart Eyes,Bowler Hat,Zombie,None,None,None,None,27.00808811331265,221
222,Blue,Flower Pattern,Blue,Clown Outfit,Normal,Hero Mask,None,Skeleton,Big Tattoos,Cigarette,Painted Skeleton,None,58.791616859312725,222
223,Aquamarine,Aztec Patterns,Blue,Samurai Black,Normal,Bored Eyes,Clown Hair Blue,Skeleton,Small Tattoos,None,None,None,26.68256120178719,223
224,Aquamarine,Aztec Patterns,Blue,Samurai Black,Normal,Happy Eyes,Feather,Skeleton,Small Tattoos,None,None,None,24.522122005579806,224
225,Grey,Aztec Patterns,Blue,Dress Pink,Normal,Pirate Patch Peaceful,Manga Hair  Dark,Skeleton,Big Tattoos,None,None,None,26.02164919238547,225
226,Light Orange,Flower Pattern,Aquamarine,Hoodie Grey CM,Normal,Cool Shades,Top Hat,Skeleton,None,None,None,None,17.81107067340223,226
227,Aquamarine,None,None,Samurai Blue,Normal,Retro Skull Eyes,Dread Short Brown,Skeleton,Small Tattoos,None,None,Gold Chain Skull,43.01890272292573,227
228,Light Orange,Aztec Patterns,None,Shaolin Outfit,Normal,Spider Eyes,None,Devil,Big Tattoos,None,Painted Skeleton,None,52.29679552804487,228
229,Aquamarine,None,None,Samurai Black,Normal,Cool Shades,Flower Crown Pink,Devil,Small Tattoos,None,None,None,39.262738714806886,229
230,Green,Flower Pattern,Red,Armor Black,Normal,Heart Eyes,Beanie Cap,Skeleton,Big Tattoos,None,Painted Skeleton,None,41.02114839569327,230
231,Grey,None,None,Badass Leather Jacket,Normal,Cute Spider Eyes,Laurel Wreath,Skeleton,Small Tattoos,None,None,None,17.223065828302524,231
232,Purple,None,None,T Pink B&B,Normal,Angry Eyes,Bucket Hat CM+B&B,Skeleton,None,None,Painted Skeleton,Gold Chain Skull,45.95045617217167,232
233,Light Red,Aztec Patterns,None,Work Outfit Blue,Normal,Exasperated Eyes,Musician Hat,Zombie,Big Tattoos,Cigarette,None,None,59.763884641778716,233
234,Green,None,Yellow,Bandana Blue,Normal,Angry Eyes,Knitted Beanie Orange,Skeleton,Small Tattoos,None,None,None,22.786892746961545,234
235,Grey,Aztec Patterns,Red,Admirals Coat Red,Normal,Strider Glasses,Pyramid Hat,Skeleton,None,Cigarette,Painted Skeleton,None,51.61257297001026,235
236,Green,Flower Pattern,Aquamarine,Denim Overalls,Normal,Cool Shades,Headband Red,Skeleton,Small Tattoos,Special Cigarette,None,None,51.170567608968796,236
237,Light Red,None,None,Rick Outfit,Normal,Strider Glasses,Flower Blue,Robot,None,None,None,None,28.589240209554045,237
238,Aquamarine,Aztec Patterns,Blue,Suit Black,Normal,Cute Eyes,Flower Hat,Skeleton,Small Tattoos,None,None,None,26.93879561022291,238
239,Aquamarine,None,None,Pope Robe,Normal,Bored Eyes,Super Saiyan,Robot,None,None,None,None,29.328808988015737,239
240,Light Red,Flower Pattern,Red,Dress Pink,Normal,Pirate Patch Exasperated,Viking Helmet,Skeleton,Small Tattoos,None,None,None,25.73917305053483,240
241,Green,Aztec Patterns,None,Tank Top Blue B&B,Normal,Angry Eyes,Headband Red,Zombie,None,None,None,None,27.348703547816,241
242,Grey,None,Blue,Sweater Green CM,Normal,Visor Cute Eyes,None,Skeleton,Small Tattoos,None,None,None,19.84316067759038,242
243,Beige,Flower Pattern,Yellow,Armor Blue,Normal,Retro Cartoon Eyes 2,Dread Short Dark,Skeleton,Small Tattoos,None,None,None,25.82074466394189,243
244,Aquamarine,None,Aquamarine,Armor Black,Normal,Cute Spider Eyes,Dread Short Red,Skeleton,None,None,None,None,16.171867247696824,244
245,Aquamarine,None,None,Hoodie Blue B&B,Normal,Happy Eyes,Beret French,Robot,Big Tattoos,None,None,None,37.748720601672595,245
246,Grey,Aztec Patterns,None,Suit Blue,Normal,Rick Eyes,None,Devil,3,None,Painted Skeleton,None,57.90117544243287,246
247,Beige,None,None,Dress Pink,Normal,Laser Eyes,None,Zombie,None,Cigarette,None,None,42.85484715272692,247
248,Green,Aztec Patterns,Yellow,Leather Jacket,Normal,Bloodshot,Flower Blue,Skeleton,None,None,None,None,14.194591305725218,248
249,Purple,Flower Pattern,None,Hoodie Black POM,Normal,Bored Eyes,Kitty Red Bow,Devil,None,None,Painted Skeleton,None,44.99537255152756,249
250,Green,None,None,Work Outfit Red,Normal,Retro Cartoon Eyes,Dread Long Brown,Devil,None,None,None,None,25.95425544006896,250
251,Purple,None,None,Caesar Outfit,Normal,Retro Cartoon Eyes,Unicorn Horn,Zombie,Big Tattoos,None,None,None,36.53151405443001,251
252,Purple,Flower Pattern,Yellow,Leather Jacket,Normal,Angry Eyes,Knitted Beanie Orange,Skeleton,Small Tattoos,None,None,None,25.637289867479012,252
253,Light Orange,Aztec Patterns,Blue,Bandana Red,Normal,Cute Spider Eyes,Flower Blue,Skeleton,Small Tattoos,Tongue,None,None,48.002952138858525,253
254,Light Red,Aztec Patterns,None,Hoodie Black POM,Normal,Pirate Patch Peaceful,Mohawk,Skeleton,Big Tattoos,Cigarette,None,None,41.50798525232625,254
255,Blue,None,None,Sweater Green CM,Normal,Cyclop Eye,Sport Headband,Robot,Small Tattoos,Cigarette,None,None,59.19637278453248,255
256,Beige,Flower Pattern,Red,Tank Top Grey POM,Normal,Cute Eyes,Manga Hair  Purple,Skeleton,Big Tattoos,None,Painted Skeleton,None,40.12150617767299,256
257,Light Red,Aztec Patterns,Blue,Clown Outfit,Normal,Happy Eyes,Flower Crown Blue,Skeleton,None,Tongue,None,None,35.78957443675371,257
258,Aquamarine,Flower Pattern,Yellow,Work Outfit Red,Clown,Bored Eyes,Vietnam Era Helmet,Skeleton,Big Tattoos,None,None,None,54.64928233375558,258
259,Green,Aztec Patterns,None,Pope Robe,Normal,Cyclop Eye,Cap B&B Purple,Skeleton,Small Tattoos,None,None,None,19.517449142075787,259
260,Beige,Flower Pattern,Red,T Pink B&B,Normal,Exasperated Eyes,Bucket Hat Flower,Skeleton,None,Special Cigarette,None,None,36.62225450030313,260
261,Grey,Aztec Patterns,Blue,Hoodie Black POM,Normal,Heart Eyes,Pirate Hat POM,Skeleton,Big Tattoos,None,Painted Skeleton,None,40.85813273426071,261
262,Blue,Flower Pattern,None,Tank Top Pink CM,Normal,Cool Shades,None,Skeleton,None,None,Painted Skeleton,None,19.377382630051653,262
263,Green,Aztec Patterns,None,Bandana Blue,Normal,Bloodshot,Knitted Beanie Orange,Skeleton,None,None,None,None,7.844498721058763,263
264,Beige,None,Yellow,Sweater Green CM,Normal,Spider Eyes,Dread Short Red,Skeleton,None,None,None,None,12.76217802046527,264
265,Grey,Flower Pattern,Yellow,Hoodie Black POM,Normal,Logo Eyes,Dread Short Dark,Skeleton,Small Tattoos,None,None,None,25.759604616727067,265
266,Blue,None,Yellow,Pharaoh Neckless,Normal,Exasperated Eyes,Laurel Wreath,Skeleton,None,None,None,None,12.581607772449333,266
267,Green,Aztec Patterns,Aquamarine,Denim Overalls,Normal,Retro Cartoon Eyes,Dread Short Red,Skeleton,None,None,None,None,15.726244088539124,267
268,Beige,Flower Pattern,Black,Tank Top Pink CM,Normal,Happy Eyes,Dread Short Dark,Skeleton,None,None,Painted Skeleton,Gold Chain Skull,54.520899132042224,268
269,Aquamarine,Aztec Patterns,Aquamarine,None,Normal,Pirate Patch Exasperated,Chef's Hat,Skeleton,Big Tattoos,None,None,Gold Chain Skull,53.77607547586699,269
270,Purple,Aztec Patterns,None,Sweater Pink CM,Normal,Bored Eyes,Flower Blue,Zombie,None,None,None,None,28.047517536199113,270
271,Beige,Aztec Patterns,Yellow,Hoodie Blue B&B,Clown,Cyclop Eye,Viking Helmet,Skeleton,Big Tattoos,None,None,None,53.31004788302076,271
272,Light Orange,Flower Pattern,None,Work Outfit Red,Normal,Exasperated Eyes,Beret French,Zombie,None,Special Cigarette,None,Gold Chain Skull,75.01226132268198,272
273,Light Red,None,Blue,Hoodie Blue B&B,Normal,Bloodshot,Dread Short Red,Skeleton,Small Tattoos,None,None,Gold Chain Skull,47.50207281659638,273
274,Green,Aztec Patterns,Yellow,Denim Overalls,Normal,Sad Eyes,Savage Hair Dark,Skeleton,None,None,Painted Skeleton,None,29.33160618712422,274
275,Purple,None,Red,Tank Top Blue B&B,Normal,Cute Spider Eyes,Dread Long Brown,Skeleton,None,None,None,None,13.565806057613342,275
276,Green,Flower Pattern,None,Armor Black,Normal,Happy Eyes,None,Skeleton,None,None,None,None,2.705058661478459,276
277,Purple,None,None,Bandana Blue,Normal,Sad Eyes,Native Americain Headdress Small,Zombie,None,None,None,None,26.411183813327966,277
278,Blue,Aztec Patterns,Blue,Butler Outfit,Normal,Happy Eyes,Top Hat,Skeleton,None,Tongue,None,None,36.10400259618007,278
279,Purple,None,Aquamarine,Pharaoh Neckless,Normal,Angry Eyes,None,Skeleton,Small Tattoos,Tongue,None,None,45.272144215465296,279
280,Light Orange,Flower Pattern,Yellow,Bandana Red,Normal,Exasperated Eyes,Bandana Blue,Skeleton,Small Tattoos,None,None,None,24.472668710566378,280
281,Aquamarine,Aztec Patterns,None,Fake Shaolin Outfit,Normal,Bloodshot,Dread Long Red,Skeleton,None,None,None,None,8.895688580532559,281
282,Light Orange,None,None,Badass Leather Jacket,Normal,Cyclop Eye,Biker Helmet Green Goggles,Skeleton,Big Tattoos,Cigarette,None,None,38.58490987678457,282
283,Beige,Flower Pattern,Aquamarine,Galactical Emperor Suit,Normal,Happy Eyes,Shell Green,Skeleton,None,None,Painted Skeleton,Gold Chain GM,55.50200696025615,283
284,Light Orange,Aztec Patterns,Blue,Admirals Coat White ,Normal,Visor Retro Cartoon Eyes,Workers Hard Hat,Skeleton,None,None,None,None,16.791916705933314,284
285,Light Orange,Aztec Patterns,None,Dress Blue,Normal,Angry Eyes,Manga Hair  Dark,Zombie,None,Tongue,None,None,49.696758018063996,285
286,Blue,Aztec Patterns,None,Sweater Green CM,Normal,Happy Eyes,Bandana Blue,Zombie,None,None,None,None,25.552264924075274,286
287,Light Red,Flower Pattern,Black,Shaolin Outfit,Normal,Sad Eyes,Knitted Beanie Orange,Skeleton,None,None,None,None,17.889671813673388,287
288,Blue,None,Yellow,Admirals Coat White ,Normal,Pirate Patch Evil Morty,Headphones,Skeleton,None,None,None,Gold Chain Skull,38.61077100586255,288
289,Grey,None,None,Hoodie Blue B&B,Normal,Cool Shades,None,Robot,Small Tattoos,None,None,None,34.927406961565886,289
290,Grey,None,None,Suit Blue,Normal,Cyclop Eye,Knitted Beanie Orange,Zombie,None,None,None,None,24.900022008944912,290
291,Green,Aztec Patterns,Blue,Badass Leather Jacket,Normal,Crazy Eyes,Metal Spikes Mohawk,Skeleton,None,None,None,None,15.571906848412329,291
292,Beige,Aztec Patterns,Aquamarine,Bandana Blue,Normal,Cute Eyes,Party Hat,Skeleton,None,None,Painted Skeleton,None,30.994207269913215,292
293,Light Red,Aztec Patterns,Red,Leather Jacket,Normal,Retro Skull Eyes,Laurel Wreath,Skeleton,None,None,None,None,15.828149700002713,293
294,Green,Aztec Patterns,Red,Suit Blue,Normal,Angry Eyes,Cowboy Hat,Skeleton,Big Tattoos,None,Painted Skeleton,None,41.2657234320391,294
295,Beige,Aztec Patterns,Blue,Dress Blue,Normal,Monocle,Arrow,Skeleton,Small Tattoos,None,None,None,25.823633291455987,295
296,Beige,None,Black,Roman Soldier Armor,Normal,Angry Eyes,Party Hat,Skeleton,Small Tattoos,None,Painted Skeleton,None,40.85252873542598,296
297,Grey,None,None,Clown Outfit,Normal,Pirate Patch Exasperated,Knitted Beanie Red,Skeleton,Small Tattoos,Tongue,None,None,39.56315964574023,297
298,Green,None,Aquamarine,Badass Leather Jacket,Normal,Crazy Eyes,Rat Ears,Skeleton,Small Tattoos,None,Painted Skeleton,None,40.65160352598009,298
299,Beige,Aztec Patterns,Yellow,Shaolin Outfit,Normal,Dead Eyes,Rat Ears,Skeleton,Small Tattoos,None,Painted Skeleton,None,39.64981137214657,299
300,Green,Aztec Patterns,None,Sheriff Outfit,Normal,Retro Cartoon Eyes,None,Zombie,None,None,None,None,22.387253242690477,300
301,Light Red,Aztec Patterns,Rainbow,Work Outfit Red,Normal,Cute Eyes,Deer Horns,Skeleton,None,None,None,None,19.62509824292739,301
302,Light Orange,None,Blue,Dress Pink,Normal,Aviator Glasses,Pot Hat,Skeleton,None,None,None,None,13.437709680267984,302
303,Light Orange,None,None,Bandana Red,Normal,Sad Eyes,Manga Hair  Dark,Skeleton,Small Tattoos,None,None,None,16.32046741304139,303
304,Green,None,None,Fake Shaolin Outfit,Normal,Retro Skull Eyes,Cocktail ,OpenSkull,Small Tattoos,None,None,None,40.87872562843776,304
305,Green,Flower Pattern,None,T Pink B&B,Normal,Sad Eyes,Flower Crown Blue,Zombie,None,None,None,None,27.590369858673935,305
306,Grey,None,Yellow,Sweater Green CM,Clown,Bored Eyes,Native Americain Headdress Small,Skeleton,None,None,None,None,40.22068914976448,306
307,Grey,Aztec Patterns,Blue,Work Outfit Red,Normal,Pirate Patch Exasperated,Headphones,Skeleton,None,None,None,None,15.89509525887077,307
308,Purple,Aztec Patterns,Aquamarine,Hoodie Green B&B,Normal,Happy Eyes,Biker Helmet Blue Spikes CM,Skeleton,None,None,None,None,16.308597768425468,308
309,Light Orange,None,Yellow,Hoodie Grey CM,Normal,Pirate Patch Exasperated,Devil Horns,Skeleton,Small Tattoos,None,None,None,24.00400058120541,309
310,Grey,Aztec Patterns,None,Suit Black,Normal,John Glasses,Dread Long Red,Skeleton,None,None,Painted Skeleton,None,24.36220087919525,310
311,Aquamarine,None,Red,None,Normal,Retro Cartoon Eyes,None,Skeleton,Small Tattoos,None,None,None,17.39728942388721,311
312,Green,Flower Pattern,Red,Dress Pink,Normal,Cute Spider Eyes,None,Skeleton,None,None,None,Gold Chain Skull,35.172102869288736,312
313,Aquamarine,Aztec Patterns,None,Clown Outfit,Normal,Retro Cartoon Eyes,Savage Hair Dark,Zombie,Big Tattoos,Tongue,None,None,60.212245561184574,313
314,Purple,None,None,Bathrobe Pink,Normal,Angry Eyes,Cap B&B Purple,Devil,Small Tattoos,Cigarette,None,None,60.241541916781784,314
315,Blue,None,Yellow,T Grey POM,Normal,Bored Eyes,Manga Hair  Dark,Skeleton,None,None,None,None,12.002169810515898,315
316,Blue,None,Aquamarine,Badass Leather Jacket,Clown,3D Glasses,Flower Blue,Skeleton,Small Tattoos,None,None,None,54.08752648818379,316
317,Green,None,Red,Bear Fur,Normal,Cute Eyes,Flower Blue,Skeleton,None,None,None,None,12.718526163013333,317
318,Aquamarine,None,Yellow,Hoodie Grey CM,Normal,Exasperated Eyes,Dread Short Brown,Skeleton,Big Tattoos,None,Painted Skeleton,None,38.159297797373576,318
319,Aquamarine,Aztec Patterns,Blue,Bandana Blue,Normal,Bloodshot,Headband Red,Skeleton,Small Tattoos,None,None,Gold Chain Skull,49.595256882216276,319
320,Green,Flower Pattern,Aquamarine,Dress Pink,Normal,Cyclop Eye,Bandana Blue,Skeleton,None,None,None,None,16.7424141871091,320
321,Beige,Aztec Patterns,Red,Italian Plumber Oufit,Clown,Bloodshot,Manga Hair  Purple,Skeleton,None,None,None,None,42.57304838259818,321
322,Light Red,Aztec Patterns,Red,Bandana Blue,Normal,Happy Eyes,None,Skeleton,Small Tattoos,None,None,None,19.112228368810538,322
323,Grey,Aztec Patterns,None,Tank Top Grey POM,Normal,Aviator Glasses,Knitted Beanie Orange,Skeleton,None,None,None,None,8.292942943108438,323
324,Grey,Aztec Patterns,None,Bathrobe Pink,Clown,Heart Glasses,Flower Blue,Zombie,None,Cigarette,None,None,77.29150523802173,324
325,Light Orange,Flower Pattern,Black,Dress Blue,Normal,Pirate Patch Bloodshot,None,Skeleton,Small Tattoos,None,Painted Skeleton,None,39.853781588812254,325
326,Grey,None,Aquamarine,Sweater Pink CM,Normal,Sad Eyes,Rat Ears,Skeleton,Small Tattoos,Special Cigarette,Painted Skeleton,None,63.15877478831011,326
327,Light Orange,Aztec Patterns,Blue,Armor Blue,Normal,Regular Glasses,None,Skeleton,Big Tattoos,None,None,None,22.961492634036002,327
328,Grey,Aztec Patterns,Yellow,Badass Leather Jacket,Normal,Cyclop Eye,None,Skeleton,None,None,Painted Skeleton,None,24.847721733636195,328
329,Light Red,Aztec Patterns,None,T Pink B&B,Normal,Fantasia Eyes,Knitted Beanie Orange,Skeleton,None,Cigarette,None,None,29.766020473391237,329
330,Beige,Aztec Patterns,Yellow,Tank Top Grey POM,Normal,Pirate Patch Bloodshot,Savage Hair Dark,Skeleton,None,Cigarette,Painted Skeleton,None,50.197569514591514,330
331,Blue,None,Blue,Fake Shaolin Outfit,Normal,Angry Eyes,Pirate Hat POM,Skeleton,None,Cigarette,None,None,34.363030144825004,331
