,Mouth Accessory,Eye Accessory,Head Below,Ear Accessory,Eyes,Nose,Mouth,Face,Race,Background,Head Above,Face Accessory,Mask,Rarity score,Token Id
151,None,None,None,None,Bot Beady,Upturned Septum Piercing,Teeth Smile,Thin Curled Mustache Brown,Bot,Dark Purple Solid,Chain Headband,None,None,53.85697884597235,152
152,None,None,Bleached Vertical Spikes,Chain Earring,Robo-Eyes Variant 1,Upturned,Smile,None,Human,Pink Diag,None,Oni Mask Purple,None,53.84888644723219,153
153,Cig,Aviators,None,Gold Stud Earrings,Masc Shade Eyes,Prominent,Teeth Smile,Thick Curled Mustache Black,Alien,Purple Orange Diag,Classic Top Hat,None,None,85.85555838760315,154
154,Pipe,Chainspace Deck Elite I,None,Small Hoop Earrings,Femme Furrowed,Upturned Septum Piercing,Idle,Mutton Chop Winged Mustache Black,Bot,Dark Purple Solid,Straight Long Purple Hair,None,None,88.39489498241625,155
155,None,None,Bald Unkempt,Gold Stud Earrings,Femme Wide,Droopy Stud Piercing,Teethy Grin,None,Human,Green Blue Vert,None,Oxygen Mask,None,51.39462783236337,156
156,Cig,None,Slicked Blonde Hair,Silver Stud Earrings,Femme Wide,Prominent,Lipstick Purple,Clown Facepaint,Human,Yellow Pink Diag,None,None,None,41.44503335475287,157
157,None,None,Double Pigtail Hair Pink,Chain Earring,Masc Idle,Downturned,Lipstick Green,Fu Manchu Mustache Black,Human,Green Black Diag,None,None,None,36.47031436930789,158
158,None,Goggles,None,Silver Stud Cross Combo,Femme Idle,Droopy,Open Teeth,None,Human,Sun,Chain Headband,None,None,37.838385397740396,159
159,Cig,None,Cornrows Light Hair,Silver Stud Cross Combo,Draag Alien Variant 2,Upturned Septum Piercing,Teethy Grin,Goatee Black,Human,Triple Green,None,None,None,39.595169756132435,160
160,None,Eye Patch Sight,None,None,Beady Variant 5,Downturned,Lipstick Green,None,Human,Peach Solid,Backwards Hat 1,Viral Mask,None,67.8394101186226,161
161,Cig,Chainspace Deck Elite I,Punker Spike Neon Green,Large Hoop Earrings,Femme Furrowed,Bot Nose 1,Smile Double Monroe Piercing,Fu Manchu Mustache Brown,Bot,Peach Solid,None,None,None,87.72747640752834,162
162,Joint,Sniper Goggles,Bleached Vertical Spikes,Silver Stud Earrings,Masc Wide Variant 4,Downturned,Teeth Smile,Beard Neon Green,Human,Orange Solid,None,None,None,64.78934876537689,163
163,Cig,Lennon Glasses,Double Spike,Gold Stud Earrings,Masc Furrowed Variant 1,Downturned,Teeth Smile,Basic Mustache Black,Human,Green Solid,None,None,None,59.63260020270897,164
164,None,Eye Patch Monocle,Rough Punk Hair Black,None,Bot Busted Eye,Upturned Septum Piercing,Lipstick Blue,Thin Curled Mustache Brown,Bot,Light Blue Solid,None,None,None,72.81501079943253,165
165,None,Glasses,Cornrows Dark Topknot Hair,None,Femme Star Liner,Bot Nose 1,Lipstick Black,Jet Black,Bot,Peach Solid,None,None,None,77.270803632764,166
166,Cig,Chainspace Deck Basic,Double Pigtail Hair Pink,Earpiece,Closed,Droopy Stud Piercing,Lipstick Blue,None,Human,Triple Blue,None,None,None,48.6190219874835,167
167,Pipe,Mad-Eye Monocle,Widows Peak Hair,None,Femme Star Liner,Bot Nose 1,Lipstick Green,None,Bot,Yellow Diag,None,None,None,77.59699985794906,168
168,Tongue Out,Chainspace Deck Elite II,None,None,Femme Wide,Prominent Stud Piercing,Idle,Thick Curled Mustache Brown,Human,Dark Purple Solid,Classic Top Hat,None,None,63.054477916536264,169
169,Tongue Out,Lennon Glasses,None,Candy Raver Earrings,Femme Idle Variant 1,Prominent Stud Piercing,Idle,Mutton Chop Winged Mustache Brown,Human,Blue Orange Diag,Horns,None,None,66.91723278439865,170
170,None,Scouter Red,Slicked Blonde Hair,Silver Stud Cross Combo,Masc Furrowed,Prominent Stud Piercing,Idle,Joker Facepaint,Human,Red Solid,None,None,None,50.13535222847113,171
171,Blunt,Kaneda Goggles,Double Pigtail Hair Pink,Gold Stud Earrings,Masc Wide Variant 2,Prominent,Open Teeth,None,Human,Pink Diag,None,None,None,51.34015902801309,172
172,Cig,None,None,Chain Earring,Beady,Bot Nose 1,Lipstick Red,Furies Facepaint,Bot,Green Double Stripe,Beanie Hair Green,None,None,71.17628692668426,173
173,Blunt,Eye Patch Sight,None,Large Hoop Earrings,Masc Wide,Downturned,Smile,Soul Patch Long,Human,Orange Solid,Goggles Forehead,None,None,65.51591086569512,174
174,None,None,Slicked Blonde Hair,Large Hoop Earrings,Robo-Eyes Variant 2,Upturned,Teeth Smile,None,Human,Yellow Solid,None,None,None,19.160168159580905,175
175,None,Single Eye Reader,None,Silver Stud Cross Combo,Bot Idle,Bot Nose 2,Smile,Beard Brown,Bot,Light Blue Solid,Beanie Hair Blonde,None,None,78.6312201296834,176
176,Pipe,None,Ruby Rhod Hair,Gold Stud Earrings,Femme Idle Variant 2,Upturned Septum Piercing,Teeth Smile,None,Human,Purple Green Diag,None,None,None,34.505446141543324,177
177,Cig,Thin Glasses,Well Combed Hair Brwn,Candy Raver Earrings,Femme Idle Variant 2,Delicate,Lipstick Green,Winged Mustache Brown,Alien,Light Blue Solid,None,None,None,86.19657089621064,178
178,None,None,Cropped Cut Dark,Large Hoop Earrings,Look Right Variant 4,Prominent,Open Teeth,None,Human,Purple Stripe,None,Oxygen Mask,None,51.87657502789664,179
179,None,Thin Glasses,Double Pigtail Hair Brown,Earpiece,Masc Shade Eyes Variant 1,Upturned,Smile,None,Human,Black Orange Diag,None,Oni Mask Green,None,73.35576117439516,180
180,Cig,Eye Patch Monocle,None,Gold Stud Earrings,Masc Shade Eyes Variant 1,Prominent,Lipstick Purple,None,Human,Yellow Diag,Green Short Hair,None,None,47.3399743301838,181
181,None,None,None,Candy Raver Earrings,Uninterested,Bot Nose 2,Lipstick Red,Beard Brown,Bot,Orange Tie Dye,Dreadlocks,None,None,62.023960847089995,182
182,Blunt,None,None,None,Closed,Droopy Stud Piercing,Lipstick Green,Joker Facepaint,Human,Candy Stripe,Backwards Hat 2,None,None,46.57980688307381,183
183,None,None,None,Large Hoop Earrings,Femme Furrowed Variant 5,Downturned,Open Teeth,None,Alien,Double Yellow,Dreadlocks,None,None,45.41935212266568,184
184,Tongue Out,Chainspace Deck SE,Double Pigtail Hair Pink,Large Hoop Earrings,Masc Wide Variant 1,Delicate,Teethy Grin,Basic Mustache Black,Human,Grey Solid,None,None,None,67.28055814425588,185
185,None,Goggles,Messy Bun,None,Beady,Delicate,Lipstick Blue,None,Human,Dark Purple Solid,None,None,None,35.02452024487192,186
186,Joint,None,None,Small Hoop Earrings,Robo-Eyes,Upturned,Idle,None,Human,Yellow Solid,E-Girl Hair,None,None,30.771875116972325,187
187,Joint,Sun Glasses,None,None,Masc Shade Eyes Variant 2,Downturned,Lipstick Red,Thick Curled Mustache Black,Human,Green Black Diag,Funky Bandana Bald,None,None,63.06924376955829,188
188,Cigar,None,None,Candy Raver Earrings,Femme Furrowed Variant 1,Droopy Stud Piercing,Lipstick Green,None,Alien,Triple Green,Dreadlocks,None,None,61.493806333717615,189
189,Cig,Eye Patch,None,Silver Stud Cross Combo,Femme Wide Variant 1,Prominent,Teeth Smile,None,Alien,Blue Solid,Cowboy Hat White,None,None,70.01614695741725,190
190,Cig,Kaneda Goggles,Cornrows Dark Topknot Hair,Gold Stud Cross Combo,Villian Eyes,Upturned Septum Piercing,Smile Double Monroe Piercing,Winged Mustache Black,Human,Green Black Diag,None,None,None,60.9301762587394,191
191,None,None,None,Small Hoop Earrings,Robo-Eyes Variant 2,Upturned,Teethy Grin,None,Alien,Yellow Pink Diag,Silly Copter Hat,Gas Mask,None,78.08165854887206,192
192,None,None,Rough Punk Hair Black,Candy Raver Earrings,Draag Alien Variant 1,Droopy Stud Piercing,Teeth Smile,None,Human,Orange Solid,None,None,Gas Tank Mask,53.47432342637104,193
193,Cig,Night Vision Goggles,Slicked Dark Hair,Candy Raver Earrings,Femme Star Liner,Upturned,Lipstick Red,Beard Neon Green,Human,Blue Solid,None,None,None,60.11457446527846,194
194,Cig,None,Blue Vertical Spikes,Large Hoop Earrings,Masc Idle Variant 1,Prominent Stud Piercing,Teethy Grin,None,Human,Purple Orange Diag,None,None,None,27.175606367679528,195
195,None,None,Well Combed Hair Blk,Gold Stud Earrings,Robo-Eyes,Upturned Septum Piercing,Smile,None,Alien,Double Yellow,None,Viral Mask,None,74.54505799756419,196
196,Joint,None,None,Silver Stud Cross Combo,Villian Eyes Variant 2,Prominent,Lipstick Blue,None,Human,Dark Purple Solid,Half Buzz Half Long Hair,None,None,33.3930511325093,197
197,None,Chainspace Deck Elite II,Cornrows Dark Hair,Silver Stud Cross Combo,Villian Eyes,Delicate,Teeth Smile,Beard Neon Green,Human,Dark Purple Solid,None,None,None,51.425505874947575,198
198,None,None,Punker Spike Neon Green,Small Hoop Earrings,Masc Idle,Bot Nose 1,Lipstick Blue,None,Bot,Green Diag,None,None,None,45.905076716527724,199
199,None,None,Messy Hair Dark,None,Masc Wide Variant 4,Downturned,Smile,None,Human,Candy Stripe,None,None,None,16.44255782851448,200
200,Joint,Glass Visor,None,Earpiece,Masc Wide Variant 4,Delicate,Smile,Basic Mustache Black,Human,Peach Solid,Eye Hat,None,None,68.47415846359505,201
201,None,None,None,Gold Stud Earrings,Beady Variant 2,Droopy,Idle,None,Human,Double Pink,Pyramid Hat,Viral Mask,None,51.175807274233044,202
202,Cigar,Hunter Eyes,None,None,Femme Wide,Prominent,Idle,Thin Curled Mustache Black,Alien,Double Purple,Half Buzz Half Long Hair,None,None,88.09465404370728,203
203,Tongue Out,None,Mohawk Hair Neon Pink,Silver Stud Cross Combo,Masc Wide Variant 4,Downturned,Open Teeth,Mutton Chop Winged Mustache Black,Human,Peach Solid,None,None,None,46.86154648202465,204
204,None,Rodman Wrap Arounds,Blue Vertical Spikes,None,Villian Eyes,Droopy,Lipstick Black,Rough Mustache Black,Alien,Light Blue Solid,None,None,None,76.60366423799502,205
205,None,Scouter Red,Widows Peak Hair,None,Masc Idle Variant 2,Droopy Stud Piercing,Missing Tooth,Basic Mustache Black,Human,Green Stripe,None,None,None,51.46259199997536,206
206,Tongue Out,None,Widows Peak Hair,Silver Stud Cross Combo,Masc Idle Variant 2,Prominent Stud Piercing,Teethy Grin,Thick Curled Mustache Brown,Human,Purple Solid,None,None,None,47.38052899829642,207
207,None,Chainspace Deck Basic,Double Pigtail Hair Brown,Large Hoop Earrings,Femme Star Liner,Bot Nose 1,Smile,None,Bot,Magenta Solid,None,None,None,63.2731215640143,208
208,None,None,None,Gold Stud Cross Combo,Look Right,Downturned,Buck Teeth,None,Human,Orange Tie Dye,Cowboy Hat Brown,Gas Mask,None,55.77296976934465,209
209,None,None,None,Gold Stud Earrings,Femme Star Liner,Upturned,Lipstick Green,None,Human,Triple Pink,Mystic Top Hat,None,Full Head Bandage,55.72834107194926,210
210,Joint,None,Punker Spike Neon Pink,Small Hoop Earrings,Femme Furrowed,Downturned,Teeth Smile,Mutton Chop Winged Mustache Black,Human,Triple Pink,None,None,None,45.864258082216004,211
211,Tongue Out,Glass Visor,None,Silver Stud Earrings,Femme Shade Eyes Variant 1,Prominent,Open Teeth,Goatee Black,Human,Purple Green Diag,Goggles Forehead,None,None,66.09795629603019,212
212,Cig,Lennon Glasses,Slicked Blonde Hair,Silver Stud Earrings,Femme Wide Variant 3,Droopy Stud Piercing,Smile Double Monroe Piercing,Beard Brown,Human,Double Yellow,None,None,None,59.34341557425677,213
213,Cig,None,None,Small Hoop Earrings,Beady Variant 4,Droopy,Smile Double Monroe Piercing,None,Human,Dark Purple Solid,Classic Top Hat,None,None,27.92457440564476,214
214,None,Target Visor,None,Candy Raver Earrings,Look Right,Droopy Stud Piercing,Lipstick Purple,None,Human,Double Yellow,None,None,None,19.928655104904152,215
215,Joint,Single Eye Reader,Purple Fro Hawk,Silver Stud Earrings,Masc Idle,Upturned Septum Piercing,Lipstick Blue,Winged Mustache Black,Bot,Peach Solid,None,None,None,87.78691393369,216
216,None,Sun Glasses Red,Double Pigtail Hair Brown,Chain Earring,Bot Idle,Bot Nose 2,Lipstick Green,Basic Mustache Black,Bot,Yellow Double Stripe,None,None,None,81.86747108494411,217
217,None,Goggles,Double Pigtail Hair Brown,None,Beady Variant 3,Prominent,Idle,None,Human,Double Green,None,Oxygen Mask,None,65.2853599198643,218
218,None,None,Widows Peak Blue Hair,Silver Stud Cross Combo,Uninterested,Prominent Stud Piercing,Open Teeth,None,Human,Peach Solid,None,None,None,17.354573911576068,219
219,Cig,None,None,Earpiece,Robo-Eyes,Droopy,Lipstick Black,Soul Patch Short,Human,Triple Green,E-Girl Hair,None,None,47.37676236317824,220
220,None,None,Well Combed Hair Blk,Large Hoop Earrings,Masc Furrowed,Downturned,Smile,None,Human,Magenta Solid,None,Gas Mask,None,51.20192349345432,221
221,Cig,Eye Patch,Double Pigtail Hair Brown,Silver Stud Cross Combo,Bot Beady,Bot Nose 2,Idle,None,Bot,Orange Solid,None,None,None,69.31913027443119,222
222,None,None,Double Pigtail Hair Brown,Large Hoop Earrings,Femme Wide Variant 1,Prominent,Missing Tooth,None,Alien,Double Pink,None,None,Squid Mask,82.1890005296621,223
223,None,Target Visor,Well Combed Hair Blk,None,Femme Shade Eyes Variant 3,Prominent,Teethy Grin,Rough Mustache Black,Human,Orange Solid,None,None,None,48.700674862099945,224
224,Blunt,None,None,Gold Stud Earrings,Draag Alien Variant 2,Prominent Stud Piercing,Smile,None,Human,Red Solid,Alien Hat,None,None,33.548750559265535,225
225,None,Lennon Glasses,Punker Spike Neon Green,Small Hoop Earrings,Closed,Upturned,Teethy Grin,Mutton Chop Winged Mustache Black,Human,Black Orange Diag,None,None,None,51.099248841395294,226
226,Pipe,None,None,None,Uninterested Variant 2,Droopy,Lipstick Blue,None,Human,Grey Solid,Mystic Top Hat,None,None,33.682282494190154,227
227,Cig,Geordi Visor,None,Large Hoop Earrings,Femme Shade Eyes Variant 1,Delicate,Lipstick Blue,Beard Brown,Human,Double Purple,Crown Long Hair Grey,None,None,62.67987747930616,228
228,Blunt,None,None,Silver Stud Cross Combo,Masc Shade Eyes Variant 3,Downturned,Lipstick Purple,None,Human,Yellow Solid,Funky Bandana Bald,None,None,33.304039613505516,229
229,Cig,None,None,Gold Stud Cross Combo,Femme Star Liner,Upturned Septum Piercing,Smile,Mutton Chop Winged Mustache Brown,Bot,Peach Solid,Chain Hat,None,None,65.10403482776569,230
230,Cigar,Scouter Red,Bob Hair,Gold Stud Earrings,Look Right Variant 2,Droopy Stud Piercing,Open Teeth,Goatee Black,Human,Yellow Pink Diag,None,None,None,66.81712639159517,231
231,None,None,Bleached Vertical Spikes,None,Femme Idle Variant 3,Prominent,Smile,Winged Mustache Brown,Human,Blue Diag,None,None,None,30.638545288810814,232
232,Tongue Out,Scouter Green,None,Small Hoop Earrings,Masc Idle,Downturned,Teeth Smile,Soul Patch Short,Human,Red Solid,Good Morning Bandana Top Knot,None,None,65.47885328910654,233
233,Joint,None,Well Combed Hair Blk,Chain Earring,Villian Eyes,Downturned,Smile Double Monroe Piercing,Thick Curled Mustache Black,Human,Purple Green Diag,None,None,None,49.742091022603624,234
234,Cig,Thin Glasses,Double Pigtail Hair Brown,Silver Stud Earrings,Villian Eyes Variant 2,Droopy,Buck Teeth,Thin Curled Mustache Black,Human,Triple Green,None,None,None,59.67331503439579,235
235,None,Glass Visor,Bleached Vertical Spikes,Large Hoop Earrings,Masc Wide,Droopy,Smile,None,Human,Yellow Solid,None,Oxygen Mask,None,68.5661820890817,236
236,None,None,None,Open Face Shield,Closed,Bot Nose 3,Missing Tooth,None,Bot,Pink Solid,Horns,None,Hockey Mask,85.81795467975677,237
237,None,Sun Glasses,None,None,Uninterested Variant 2,Upturned,Smile,None,Human,Double Purple,Half Buzz Half Long Hair,Oxygen Mask,None,66.76071616444291,238
238,Blunt,None,None,None,Femme Idle Variant 3,Upturned Septum Piercing,Idle,Mutton Chop Curled Mustache Black,Human,Yellow Double Stripe,Beanie,None,None,42.96524742206217,239
239,Cig,None,None,None,Draag Alien Variant 2,Upturned Septum Piercing,Idle,Jet Black,Human,Orange Solid,Half Buzz Half Long Hair,None,None,36.940695022746766,240
240,Cig,Scouter Green,Mohawk Hair Neon Pink,Silver Stud Cross Combo,Robo-Eyes Variant 1,Upturned Septum Piercing,Lipstick Purple,Mutton Chop Curled Mustache Black,Human,Purple Stripe,None,None,None,59.0469742653712,241
241,Pipe,Chainspace Deck Elite III,Well Combed Hair Blk,Gold Stud Cross Combo,Femme Idle,Bot Nose 2,Lipstick Green,Goatee Black,Bot,Pink Diag,None,None,None,97.3654395424432,242
242,None,Rodman Wrap Arounds,Cornrows Light Hair,Large Hoop Earrings,Masc Shade Eyes Variant 3,Droopy,Smile,None,Human,Double Green,None,None,None,38.2017326414513,243
243,Blunt,None,None,Chain Earring,Masc Wide Variant 1,Droopy,Smile,Goatee Black,Human,Pink Diag,Goggles Forehead,None,None,49.860680213437,244
244,Blunt,Sun Glasses Red,None,Small Hoop Earrings,Look Right Variant 1,Prominent,Lipstick Blue,Soul Patch Long Neon Blue,Human,Blue Solid,Cowboy Hat White,None,None,66.9950652520293,245
245,Cig,Eye Patch Monocle,Blue Vertical Spikes,Gold Stud Cross Combo,Bot Beady,Bot Nose 2,Lipstick Black,Mutton Chop Curled Mustache Brown,Bot,Green Black Diag,None,None,None,90.4594417399998,246
246,None,None,Mohawk Hair Neon Pink,None,Draag Alien,Prominent Stud Piercing,Lipstick Red,None,Human,Green Black Diag,None,None,Gas Tank Mask,49.96358545824641,247
247,Cig,None,Punker Spike Neon Pink,Large Hoop Earrings,Robo-Eyes Variant 2,Prominent Stud Piercing,Teethy Grin,Forehead X Tattoo,Human,Double Pink,None,None,None,42.175354686301056,248
248,None,Chainspace Deck Elite III,Widows Peak Hair,Small Hoop Earrings,Beady Variant 6,Droopy,Buck Teeth,None,Human,Pink Diag,None,Viral Mask,None,70.32697003359239,249
249,None,Scouter Red,Mohawk Hair Neon Blue,Chain Earring,Masc Furrowed Variant 4,Upturned,Teethy Grin,Beard Neon Green,Human,Peach Solid,None,None,None,54.10581018010805,250
250,Cig,None,Punker Spike Neon Green,Silver Stud Earrings,Robo-Eyes Variant 1,Upturned,Buck Teeth,Mutton Chop Curled Mustache Brown,Human,Purple Solid,None,None,None,41.34119110239409,251
251,None,None,Pompadour,Gold Stud Cross Combo,Robo-Eyes Variant 1,Droopy Stud Piercing,Smile Double Monroe Piercing,Winged Mustache Black,Human,Peach Solid,None,None,None,36.385055403865714,252
252,None,Eye Patch Monocle,None,Small Hoop Earrings,Bot Idle,Bot Nose 3,Teeth Smile,None,Bot,Purple Solid,Straw Hat,Ninja,None,96.98651788511432,253
253,None,None,None,Gold Stud Earrings,Femme Furrowed,Upturned Septum Piercing,Lipstick Green,Thin Curled Mustache Black,Human,Light Blue Solid,Long Green Front Braid,None,None,34.005000938256714,254
254,None,Chainspace Deck SE,None,Small Hoop Earrings,Draag Alien,Bot Nose 2,Teethy Grin,None,Bot,Yellow Solid,Beanie Hair Green,Viral Mask,None,95.60745320128,255
255,Blunt,Aviators,Bald Unkempt,None,Bot Beady,Bot Nose 1,Smile Double Monroe Piercing,Thick Curled Mustache Brown,Bot,Double Pink,None,None,None,90.52996969139126,256
256,Joint,None,None,Large Hoop Earrings,Look Right,Prominent,Teeth Smile,Jet Black,Human,Blue Solid,Funky Bandana Bald,None,None,47.82174504194315,257
257,None,None,None,Silver Stud Earrings,Femme Furrowed Variant 3,Downturned,Teeth Smile,None,Human,Orange Solid,None,None,None,0.0,258
258,Blunt,None,Metal Skullcap,None,Look Right Variant 3,Upturned,Lipstick Purple,None,Human,Purple Stripe,None,None,None,31.172319239130065,259
259,Blunt,None,Grey Ceaser,None,Masc Shade Eyes Variant 2,Droopy,Idle,Rough Mustache Brwn,Human,Blue Solid,None,None,None,42.983641977958264,260
260,None,Scouter Green,None,Small Hoop Earrings,Femme Furrowed Variant 3,Delicate,Teethy Grin,None,Human,Yellow Double Stripe,Green Short Hair,None,None,37.94961485041339,261
261,Cig,None,None,None,Masc Shade Eyes Variant 4,Droopy Stud Piercing,Lipstick Green,Soul Patch Short,Human,Green Diag,Eye Hat,None,None,40.11039823299639,262
262,None,Deal With It,Bald Unkempt,Chain Earring,Villian Eyes Variant 2,Downturned,Lipstick Red,Thick Curled Mustache Black,Human,Double Purple,None,None,None,54.08731476489221,263
263,Cig,None,None,Silver Stud Cross Combo,Masc Shade Eyes,Droopy Stud Piercing,Open Teeth,None,Human,Pink Diag,Straight Long Hair,None,None,25.944753804093544,264
264,None,None,Rough Punk Hair Pink,Silver Stud Earrings,Femme Idle Variant 1,Delicate,Lipstick Red,None,Human,Pink Diag,None,Oxygen Mask,None,51.22046636507426,265
265,None,None,None,Silver Stud Earrings,Closed,Bot Nose 1,Lipstick Purple,None,Bot,Orange Solid,Long Pink Pigtails,Viral Mask,None,77.51799543500326,266
