,Animated,Additional Backgrounds,Display Mode,Portrait Background,Purity,Chroma,Generation,Variant,Species,Decorative,Mouth,Face,Device,Element,Dimension,Oni,Horn,Weapon,Eyewear,Zodiac,Emote,Gem,Mythic,Rarity score,Token Id
150,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Pirate,Humans,Coffee,Heart,None,None,None,None,None,None,None,Round Glasses,None,None,None,Halo,34.77506433210619,151
151,No,No,Portrait,Day,Augmented,Aegean Sea,Gamma,Infiltrator,Posthumans,None,None,None,Android Tail,Forest,Houndstooth Rift,None,None,None,None,None,None,None,None,26.860567078110222,152
152,No,No,Portrait,Day,Augmented,Ultra Violet,Kappa,Snake,Demihumans,None,None,None,None,None,None,None,None,None,None,Dog,Anger,Emerald,None,27.112686878562624,153
153,No,No,Portrait,Day,Augmented,Regal Cobalt,Kappa,Broadsword Vanguard,Humans,None,Star,Diamond and Star,None,None,None,None,None,None,Neon Glasses,None,None,None,None,26.08130130519238,154
154,No,No,Portrait,Day,Natural,Polychromatic,Omega,Cat Cosplayer,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.005488185575574421,155
155,No,No,Portrait,Simple 1,Natural,Verdant Teal,Phi,Angler Fish,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.071313558195929,156
156,No,No,Portrait,Day,Augmented,Hunter Green,Rho,DJ,Posthumans,None,None,None,Battery,Energy,Tentacle Rift,None,None,None,None,None,None,None,None,26.900467086300473,157
157,No,No,Portrait,Day,Augmented,Soot Black,Lambda,Kunoichi,Humans,Game Controller and Disc,Heart,None,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.209114911911893,158
158,No,No,Portrait,Day,Natural,Marmalade Apricot,Iota,Goat,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9324787953353788,159
159,No,No,Portrait,Day,Natural,King Turquoise,Kappa,Volleyball Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6506007228012135,160
160,No,No,Portrait,Day,Natural,Royal Purple,Tau,Summer Student,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7592625694466563,161
161,No,No,Portrait,Simple 1,Augmented,Lilac Lavender,Tau,Swordfish,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,None,Love,Moon Band,None,35.6126922381051,162
162,No,No,Portrait,Day,Augmented,Electric Fuschia,Beta,Zashiki-Warashi,Yokai,Moon Earring,None,None,None,None,None,Shellfish,None,Modern Tanto,None,None,None,None,None,28.294858980022436,163
163,No,No,Portrait,Day,Natural,Smoked Amber,Upsilon,Lion,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.928348440978299,164
164,No,Yes,Portrait,Night,Augmented,Great Pearl,Phi,Bear,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Tiger,Exasperation,None,None,48.65441763313662,165
165,No,No,Portrait,Day,Augmented,Candy Rose,Xi,Technician,Posthumans,None,None,None,Laptop,Lightning,Houndstooth Rift,None,None,None,None,None,None,None,None,27.00223294519229,166
166,No,No,Portrait,Day,Augmented,Azure Sky,Upsilon,Octopus,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Dragon,Anger,None,None,22.72754773386122,167
167,No,No,Portrait,Day,Augmented,Sweet Lime,Phi,Bumblebee,Demihumans,Anchor,None,None,None,None,None,None,None,None,None,Rat,Dazzled,None,None,22.92284048369661,168
168,No,No,Portrait,Day,Augmented,Royal Purple,Upsilon,Rugby Player,Humans,Potion Flask,Star,Scar,None,None,None,None,None,None,None,None,None,None,None,22.326040220350958,169
169,No,No,Portrait,Day,Augmented,Azure Sky,Sigma,Volleyball Player,Humans,Fast Food,Bubble Gum,None,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,22.050969613875687,170
170,No,No,Portrait,Day,Augmented,Lilac Lavender,Phi,Jellyfish,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Rooster,None,Crescent,None,22.600981171943634,171
171,No,No,Portrait,Day,Natural,Verdant Teal,Psi,Infiltrator,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6064443439890732,172
172,No,No,Portrait,Day,Augmented,Prussian Steel,Delta,Dark Spirit,Posthumans,None,None,None,Android Tail,Earth,Tentacle Rift,None,None,None,None,None,None,None,None,26.775296623290036,173
173,No,No,Portrait,Day,Augmented,Natural Nectarine,Omega,Komainu,Yokai,None,None,None,None,None,None,Woodblock,Minotaur,Tekagi,None,None,None,None,None,34.04251251902337,174
174,No,No,Portrait,Day,Augmented,Metallic Charcoal,Lambda,Infiltrator,Posthumans,None,None,None,Earbuds,Lightning,Spirit Eyes,None,None,None,None,None,None,None,None,26.921098624391,175
175,No,No,Portrait,Day,Augmented,Celestial Aqua,Xi,Rat,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Pig,None,Emerald,None,22.478601395346747,176
176,No,No,Portrait,Day,Augmented,Regal Cobalt,Kappa,Ancient General,Humans,Fast Food,None,Blue Hearts,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.376975107204544,177
177,No,No,Portrait,Day,Augmented,Midnight Plum,Omega,Mermaid,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Rabbit,Love,None,None,22.781180674962684,178
178,No,No,Capsule,N/A,Augmented,Crimson Carmine,Gamma,Hacker,Posthumans,None,None,None,Battery,Plasma,Hand Rift,None,None,None,None,None,None,None,None,52.46078472589261,179
179,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Ancient Captain,Humans,Potion Flask,Star,None,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,21.403237488764745,180
180,No,No,Portrait,Day,Natural,Imperial Eggplant,Sigma,Agent,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.4647696679796471,181
181,No,No,Portrait,Day,Augmented,Hunter Green,Omicron,Baseball Player,Humans,Breakfast,None,Triangles,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.39345592021725,182
182,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Spear Warrior,Humans,Breakfast,None,Star Scar,None,None,None,None,None,None,Shades,None,None,None,None,21.692091816722815,183
183,No,No,Portrait,Day,Augmented,Candy Rose,Omicron,Fire Spirit,Posthumans,None,None,None,Keyboard and Mouse,Crystal,Hand Rift,None,None,None,None,None,None,None,None,27.014610105382996,184
184,No,No,Portrait,Day,Augmented,Crimson Carmine,Delta,Axe Warden,Humans,Fast Food,Heart,None,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.23799394309971,185
185,No,No,Portrait,Day,Augmented,Silver Cloud,Zeta,Bumblebee,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Snake,None,Moon Band,None,22.594111746077015,186
186,No,No,Portrait,Day,Natural,Ultra Violet,Epsilon,Mysterious Doll,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5528003911185984,187
187,No,No,Portrait,Day,Natural,Atomic Acid,Theta,Cow,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9145995427857372,188
188,No,No,Portrait,Day,Natural,Pesto Guacamole,Rho,Tennis Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.7331307287793636,189
189,No,No,Portrait,Simple 1,Natural,Queen Pink,Psi,Pilot,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.808499070776909,190
190,No,No,Portrait,Day,Augmented,Flamingo Pink,Upsilon,Cultist,Posthumans,None,None,None,Laser Sword,Forest,Checkered Rift,None,None,None,None,None,None,None,None,27.010490074738502,191
191,No,No,Portrait,Day,Augmented,Regal Cobalt,Lambda,Ancient Maid,Humans,Book,Bandaid,Dots,None,None,None,None,None,None,None,None,None,None,None,22.128004818587947,192
192,No,No,Portrait,Day,Augmented,Aegean Sea,Delta,Researcher,Posthumans,None,None,None,Laptop,Holy,Houndstooth Rift,None,None,None,None,None,None,None,None,26.9100904500679,193
193,No,No,Portrait,Day,Augmented,Emerald Seafoam,Delta,Bandit,Humans,Game Controller,None,Dots,None,None,None,None,None,None,Monocle,None,None,None,None,22.434710049255937,194
194,No,No,Portrait,Day,Augmented,Polychromatic,Upsilon,Nightmare,Posthumans,None,None,None,Smartphone,Forest,Claw Rift,None,None,None,None,None,None,None,None,26.256797315380343,195
195,No,No,Portrait,Day,Augmented,Glacier Blue,Psi,Broadsword Vanguard,Humans,Fast Food,None,Triangles,None,None,None,None,None,None,Heart Eyepatch,None,None,None,None,22.522735265809096,196
196,No,No,Portrait,Day,Augmented,Electric Fuschia,Alpha,Kitsune,Yokai,None,None,None,None,None,None,Flame Eyes,Tricorn,Tekagi,None,None,None,None,None,33.70972816331163,197
197,No,No,Portrait,Day,Augmented,Ashen Stone,Gamma,Goat,Demihumans,Fossil Ammonite,None,None,None,None,None,None,None,None,None,Horse,None,Turquoise,None,22.632629694412774,198
198,No,No,Portrait,Day,Augmented,Polychromatic,Phi,Boxer,Humans,Game Controller,Popsicle,Moon,None,None,None,None,None,None,None,None,None,None,None,21.550434900502985,199
199,No,No,Portrait,Day,Augmented,Midnight Plum,Psi,Summer Student,Humans,Bomb,Leaf,Star Scar,None,None,None,None,None,None,None,None,None,None,None,22.20777180615597,200
200,No,No,Portrait,Day,Augmented,Forest Shamrock,Xi,Triceratops,Demihumans,None,None,None,None,None,None,None,None,None,None,Dragon,Exasperation,Gold,None,27.123696842302003,201
201,No,No,Portrait,Day,Augmented,Clay Walnut,Mu,Dragon,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Dog,None,Emerald,None,22.577616342767655,202
202,No,Yes,Portrait,Day,Natural,Polychromatic,Psi,Ox,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.512754405750748,203
203,No,No,Portrait,Day,Natural,Ashen Stone,Alpha,Octopus,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8898337957463719,204
204,No,No,Portrait,Mythic,Augmented,Polychromatic,Psi,Oni,Yokai,Moon Earring,None,None,None,None,None,None,Goat,Uchiwa,None,None,None,None,Kitsune Mask,53.611450769305634,205
205,No,No,Portrait,Day,Augmented,Hunter Green,Mu,Winter Student,Humans,Coffee,Donut,None,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.110103270430464,206
206,No,No,Portrait,Day,Augmented,Prussian Steel,Zeta,Liquidator,Posthumans,None,None,None,Tablet,Lightning,Spirit Eyes,None,None,None,None,None,None,None,None,26.769791777546732,207
207,No,No,Portrait,Day,Augmented,Polychromatic,Xi,Researcher,Posthumans,None,None,None,Laptop,Lightning,Spirit Eyes,None,None,None,None,None,None,None,None,26.24167227481372,208
208,No,No,Portrait,Day,Augmented,Dark Cerulean,Mu,Spirit Detective,Posthumans,None,None,None,Earbuds,Holy,Spirit Eyes,None,None,None,None,None,None,None,None,26.937597194296675,209
209,No,No,Portrait,Day,Natural,Coral Peach,Sigma,Crab,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.9324782457683716,210
210,No,No,Portrait,Day,Augmented,Clay Walnut,Rho,Seahorse,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Monkey,None,Moon Band,None,22.47170292813851,211
211,No,No,Portrait,Day,Augmented,Regal Cobalt,Kappa,Hammer Paladin,Humans,None,Donut,Triangles,None,None,None,None,None,None,Neon Glasses,None,None,None,None,26.150073189131177,212
212,No,No,Portrait,Day,Augmented,Marmalade Apricot,Lambda,Volleyball Player,Humans,Fast Food,Star,None,None,None,None,None,None,None,Monocle,None,None,None,None,22.2008733387343,213
213,No,No,Portrait,Day,Augmented,Mint Pistachio,Delta,Great White Shark,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,None,Love,Gold,None,23.375414603325773,214
214,No,No,Portrait,Day,Augmented,Hidden Ruby,Phi,Broadsword Vanguard,Humans,Mask,None,Moon,None,None,None,None,None,None,Square Glasses,None,None,None,None,22.492473895836522,215
215,No,No,Portrait,Day,Augmented,Slate Gray,Xi,Autumn Student,Humans,Breakfast,None,Whiskers,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.398956361801787,216
216,No,No,Portrait,Day,Augmented,Bumblebee Canary,Kappa,Axe Warden,Humans,Fast Food,Bubble Gum,None,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.143102056412097,217
217,No,No,Portrait,Day,Augmented,Mossy Seaweed,Rho,Autumn Student,Humans,Breakfast,Leaf,Scar,None,None,None,None,None,None,None,None,None,None,None,22.255905821250888,218
218,No,No,Portrait,Day,Augmented,Pesto Guacamole,Sigma,Mysterious Doll,Posthumans,None,None,None,Laptop,Holy,Houndstooth Rift,None,None,None,None,None,None,None,None,26.976102755116454,219
219,No,No,Portrait,Day,Augmented,Electric Fuschia,Beta,Wildcat,Demihumans,None,None,None,None,None,None,None,None,None,None,Rabbit,Love,Turquoise,None,26.940789236776798,220
220,No,No,Portrait,Day,Natural,Glacier Blue,Omega,Assassin,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.6559682671297755,221
221,No,No,Portrait,Day,Augmented,Forest Shamrock,Omicron,Football Player,Humans,Bomb,None,Star Scar,None,None,None,None,None,None,Star Eyepatch,None,None,None,None,22.38383476035866,222
222,No,No,Portrait,Day,Augmented,Imperial Eggplant,Upsilon,Triceratops,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,None,Dazzled,Crescent,None,23.286017374322658,223
223,No,No,Portrait,Day,Augmented,Shamrock Parakeet,Tau,Bull,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Monkey,Exasperation,None,None,22.79493893296071,224
224,No,No,Portrait,Day,Augmented,Concord Grape,Alpha,Spinosaurus,Demihumans,Honey,None,None,None,None,None,None,None,None,None,Rabbit,None,Moon Band,None,22.50333975194086,225
225,No,No,Portrait,Day,Augmented,Mossy Seaweed,Mu,Ancient Maid,Humans,Mask,Bandaid,Red Hearts,None,None,None,None,None,None,None,None,None,None,None,22.27516162813641,226
226,No,No,Portrait,Day,Augmented,Concord Grape,Epsilon,Kijo,Yokai,None,None,None,None,None,None,Kunai,Goat,Cursed Tanto,None,None,None,None,None,33.92012668429177,227
227,No,No,Portrait,Day,Augmented,Forest Shamrock,Omicron,Horse,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Dragon,None,Gold,None,22.56386207510663,228
228,No,No,Portrait,Day,Augmented,Royal Purple,Sigma,Rapier Mercenary,Humans,None,Bandaid,Dots,None,None,None,None,None,None,Monocle,None,None,None,None,26.33298396399687,229
229,No,No,Portrait,Day,Augmented,King Turquoise,Iota,Rokurokubi,Yokai,Flame Earring,None,None,None,None,None,None,Gazelle,Masakari,None,None,None,None,None,28.226055713349957,230
230,No,No,Portrait,Day,Augmented,Candy Rose,Omicron,Fire Spirit,Posthumans,None,None,None,Laptop,Lightning,Pincer Drone,None,None,None,None,None,None,None,None,27.010486495936437,231
231,No,No,Portrait,Day,Natural,Incredible Indigo,Phi,Technician,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.551427414792017,232
232,No,No,Portrait,Day,Augmented,Princess Iris,Theta,Winter Model,Humans,Coffee,Toast,None,None,None,None,None,None,None,Moon Eyepatch,None,None,None,None,22.046815166993746,233
233,No,No,Portrait,Day,Augmented,Ashen Stone,Alpha,Jellyfish,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Tiger,Proud,None,None,22.833439123244855,234
234,No,No,Portrait,Day,Natural,Forest Shamrock,Omicron,Ancient Maid,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.6547257080252318,235
235,No,No,Portrait,Day,Augmented,Polychromatic,Tau,Host,Posthumans,None,None,None,Android Tail,Lightning,Checkered Rift,None,None,None,None,None,None,None,None,26.215533275322674,236
236,No,No,Portrait,Day,Natural,Butterscotch Sepia,Zeta,Bitcoin Cyborg,Posthumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.5596820675058285,237
237,No,No,Portrait,Day,Augmented,Lapis Lazuli,Alpha,Orca,Demihumans,Meat,None,None,None,None,None,None,None,None,None,Pig,Proud,None,None,22.774299410567764,238
238,No,No,Portrait,Day,Augmented,Rich Navy,Kappa,Kuro-Bozu,Yokai,Flowers,None,None,None,None,None,Bat,None,Katana,None,None,None,None,None,28.53829730546551,239
239,No,No,Portrait,Day,Augmented,Aegean Sea,Beta,Cow,Demihumans,Veggies,None,None,None,None,None,None,None,None,None,Rooster,Anger,None,None,22.76330734132655,240
240,No,No,Portrait,Day,Augmented,Princess Iris,Delta,Pirate,Humans,Toy Cars,Donut,None,None,None,None,None,None,None,Monocle,None,None,None,None,22.103221592884584,241
241,No,No,Portrait,Day,Augmented,Vintage Mahogany,Alpha,Shikigami,Yokai,None,None,None,None,None,None,Bat,Bull,Axe,None,None,None,None,None,33.949002828911205,242
242,No,No,Portrait,Day,Augmented,Hunter Green,Mu,Cultist,Posthumans,None,None,None,Smartphone,Vitality,Checkered Rift,None,None,None,None,None,None,None,None,26.91697322723565,243
243,No,No,Portrait,Day,Augmented,Celestial Aqua,Rho,Technician,Posthumans,None,None,None,Android Tail,Energy,Recon Drone,None,None,None,None,None,None,None,None,26.76568496004934,244
244,No,No,Portrait,Day,Augmented,Hunter Green,Tau,Seahorse,Demihumans,Butterflies,None,None,None,None,None,None,None,None,None,Goat,Anger,None,None,22.801820746282335,245
245,No,No,Portrait,Day,Augmented,Pesto Guacamole,Sigma,Swordfish,Demihumans,None,None,None,None,None,None,None,None,None,None,Monkey,Exasperation,Gold,None,27.193828491066785,246
246,No,No,Portrait,Day,Augmented,Polychromatic,Omega,Spring Model,Humans,Potion Flask,Leaf,Scar,None,None,None,None,None,None,None,None,None,None,None,21.58343423873482,247
247,No,No,Portrait,Day,Augmented,Rich Navy,Delta,Turtle,Demihumans,Campfire,None,None,None,None,None,None,None,None,None,Rat,Love,None,None,22.796311220682032,248
248,No,No,Portrait,Day,Augmented,Raspberry Jam,Upsilon,Liquidator,Posthumans,None,None,None,Laser Sword,Water,Spirit Eyes,None,None,None,None,None,None,None,None,27.01047644764767,249
249,No,No,Portrait,Day,Augmented,Mint Pistachio,Theta,Rat,Demihumans,Raccoon,None,None,None,None,None,None,None,None,None,Rabbit,None,Gold,None,22.559740668074856,250
250,No,No,Portrait,Day,Natural,Metallic Charcoal,Theta,Hammerhead Shark,Demihumans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.8471945778620628,251
251,No,No,Portrait,Day,Natural,Electric Fuschia,Alpha,Tennis Player,Humans,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.4635293111984146,252
252,No,No,Portrait,Simple 1,Augmented,Scarlet Ruby,Zeta,Earth Spirit,Posthumans,None,None,None,Laser Sword,Fire,Ethereum,None,None,None,None,None,None,None,None,39.170491948282724,253
253,No,No,Portrait,Day,Augmented,Ultra Violet,Theta,Phantom Nun,Posthumans,None,None,None,Tablet,Holy,Pincer Drone,None,None,None,None,None,None,None,None,26.878456931625706,254
254,No,No,Portrait,Day,Augmented,Glacier Blue,Phi,Swimmer,Humans,Book,Donut,Red Hearts,None,None,None,None,None,None,None,None,None,None,None,22.297157884900653,255
255,No,No,Portrait,Simple 1,Augmented,Prussian Steel,Delta,Kitsune,Yokai,Umbrella,None,None,None,None,None,Lantern,Tricorn,None,None,None,None,None,None,40.62240697009506,256
256,No,No,Portrait,Day,Augmented,Hunter Green,Mu,Mermaid,Demihumans,None,None,None,None,None,None,None,None,None,None,Horse,Anger,Crescent,None,27.096180464459962,257
257,No,No,Portrait,Day,Augmented,Glacier Blue,Omega,Winter Model,Humans,Bomb,Leaf,None,None,None,None,None,None,None,Neon Glasses,None,None,None,None,22.177471757508638,258
258,Yes,No,Animated,Day & Night,Augmented,Forest Shamrock,Sigma,Kappa,Yokai,Cucumber,None,None,None,None,None,Kunai,None,Tekagi,None,None,None,None,None,67.75965593907401,259
