,Background,Offhand,Mouth,Eyes,Clothing,Hair,Type,Ear,Neck,Headgear,Face,Special,Rarity score,Token Id
210,Red,None,Grin,Striking,Cat Kimono,Green Pigtails,Human,None,None,None,None,None,5.878638536089459,210
211,Red,None,Chewing,Red,Lavender Kimono with Bow,Green Flowy,Human,None,None,None,None,None,6.1820402203431755,211
212,Off White D,Katana,Not Bad,Meditating,Light Kimono,Blue Short Spiky,Human,None,None,Frog Headband,Red Stripes Face Paint,None,37.57289022243276,212
213,Red,Lantern,Grass,Focused,Dress Shirt,Blue Short Spiky,Human,None,Koi Tattoo,None,Red Bandana,None,42.99107622421817,213
214,Off White B,None,Pout,White,Black Yukata,Maroon Disheveled,Human,None,None,Sandogasa,None,None,18.29482778374598,214
215,Off White A,None,Chewing,Determined,White Hoodie,Green Flowy,Human,None,None,None,None,None,3.2624316837140235,215
216,Off White B,Banner,Meh,Tired,Bumblebee Jacket,Orange Swept Back,Human,None,None,None,Bandaid,None,24.551064525704493,216
217,Off White A,Floorsweeper,Laughing,Ruby,Dress Shirt,Pink Flowy,Human,None,None,Beret,None,None,24.38845781142899,217
218,Cool Gray,Leather Katana,Closed,Determined,Red Qipao with Fur,Blue Pink Ombre Flowy,Human,None,None,Purple Kanzashi,None,None,25.366691621395116,218
219,Off White D,Sake,Lipstick,Relaxed,Yellow Bikini,Blue Nightshade Flowy,Human,None,None,None,Round Blue Sunglasses,None,24.759912013830853,219
220,Red,None,Wheat Straw,Indifferent,Blue Kimono,Orange Samurai,Human,None,None,None,None,None,5.693977109825831,220
221,Dark Blue,Banner,Meh,Focused,Blue Bomber,Brown Long,Human,None,None,None,Black Glasses,None,27.303330434670116,221
222,Off White B,Coin,Lipstick,Calm,Red Ninja Top,Blonde Bob,Human,None,None,None,None,None,10.374366791033099,222
223,Off White A,Lantern,Smile,Concerned,Tank Top with Jacket,Black Hairband,Human,None,None,Black Bucket Hat,Red Stripes Face Paint,None,38.430158762625254,223
224,Off White A,None,Frown,Joyful,Blue Floral Kimono,Pink Bangs,Human,None,Chill Headphones,None,None,None,20.112629155428245,224
225,Off White D,Coin,Chuckle,Indifferent,White T-Shirt,Maroon Half Bun,Human,None,None,Distressed Beanie,None,None,23.757550844280352,225
226,Off White D,Bean Juice,Long Stubble,Closed,Suit with Turtleneck,Brown Long,Human,None,Zen Headphones,Ayaigasa,Red Stripes Face Paint,None,52.74997848932904,226
227,Off White D,None,420,Closed,Brown Yukata,Brown Disheveled,Human,None,None,Frog Headband,None,None,15.597540886077876,227
228,Off White B,None,Grin,Determined,Red Perfecto Jacket,Blue Hairband,Human,None,None,None,None,None,3.466887624859593,228
229,Off White A,Katana,Frown,Joyful,Yellow Bikini,Blonde Flowy,Human,Chiyogami,None,None,None,None,27.826263630863775,229
230,Off White A,None,Meh,Closed,Hawaiian Shirt,Indigo Fluffy,Human,None,None,Backwards Cap,None,None,15.52280187360912,230
231,Off White C,Hand Wrap,Smile,Concerned,Black Tech Jacket,Maroon Bob,Human,None,None,None,None,None,10.40294814384724,231
232,Off White B,Banner,Wheat Straw,Amethyst,Sloth Hoodie,Blue Pink Ombre Flowy,Human,None,None,Black Bucket Hat,None,Earth,44.94274205746792,232
233,Off White B,Sake,Pout,Curious,Red Hoodie,Green Samurai,Human,None,None,None,None,None,10.616163871298044,233
234,Red,Monkey King Staff,Face Mask,Calm,Blue Bomber,Silver Hairband,Human,Corded Earbuds,None,None,Red Fang Face Paint,None,44.83959382935741,234
235,Cool Gray,None,Whistling,Indifferent,Blue Bomber,Blonde Short Spiky,Human,None,None,Chef Headband,None,None,21.038346662300636,235
236,Red,Umbrella,Closed,Closed,Black Qipao,Blonde Bun,Human,Ear Cuffs,None,None,Ji Eyeband,None,41.230337288054415,236
237,Off White C,None,Pout,Tired,Blue Kimono,Silver Dreadlocks,Red,None,None,None,None,None,22.383348055186186,237
238,Off White A,Boombox,Meh,Focused,White Yukata,Pink Samurai,Human,None,None,None,Black Glasses,None,25.217191615095786,238
239,Off White D,Golden Kanabo,Smoking,Indifferent,Brown Yukata,Blue Samurai,Human,None,None,Chef Headband,None,None,24.496175657842198,239
240,Off White B,None,Lipstick,Pierced Eyebrow,Light Kimono,Violet Flowy,Human,None,None,None,Eye Scar,None,18.140890491283272,240
241,Dark Blue,None,Frown,Lightning,Dress Shirt,Silver Ponytail,Human,Skull Ear Cuffs,None,Cat Beanie,None,None,39.59288273225092,241
242,Red,None,Frown,Ruby,Black Qipao,Maroon Half Bun,Human,None,None,None,None,None,5.766514409971044,242
243,Dark Purple,Zanbato,Smile,Closed,Hoodie,Brown Blonde Flowy,Human,Sunflower,Choker,None,Sleep Mask,None,59.91066517233254,243
244,Off White B,Hook Sword,Meh,Pensive,White Hoodie,Green Half Bun,Human,None,None,None,None,None,10.989912357868072,244
245,Off White D,None,Meh,Focused,Light Kimono,Silver Spiky,Human,None,None,Red Panda Beanie,None,None,17.573780381090998,245
246,Off White D,Golden Monk Staff,Closed,Indifferent,Hoshi Jacket,Silver Swept Back,Human,None,None,None,None,None,9.6554982333546,246
247,Off White C,None,Grass,Closed,Shinto Robe,Brown Disheveled,Human,None,Chill Headphones,Broken Straw Hat,Ji Eyeband,None,45.92075864381014,247
248,Off White C,None,Grass,Determined,Black Blazer,Brown Long,Human,None,Chain,None,None,None,19.42677307566599,248
249,Red,Fan,Laughing,Joyful,Hoodie,Teal Bob,Human,None,Choker,None,None,None,28.863871962086957,249
250,Red,None,Smile,Ruby,Pink Oversized Kimono,Magenta Pigtails,Human,None,Chill Headphones,None,None,Sakura,42.403827108230416,250
251,Dark Purple,None,Smile,Hopeful,Black Qipao,Brown Half Bun,Human,None,None,Distressed Beanie,None,None,20.959175423590647,251
252,Off White D,Bean Juice,Toothpick,Ruby,Cat T-Shirt,Magenta Pigtails,Human,None,None,None,Blue Sunglasses,None,24.590661690334954,252
253,Off White C,Earth,Gaiter,Focused,Black Kimono,Blonde Messy,Human,None,None,None,Blue Sunglasses,None,25.764551852889255,253
254,Off White A,Lantern,Grin,Closed,Blue Floral Kimono,Blue Bob,Human,None,None,Ayaigasa,None,None,21.48678511381188,254
255,Off White B,None,Frown,Concerned,Plated Samurai Armor,Blue Nightshade Half Bun,Human,None,Beads,None,None,None,21.011749566346833,255
256,Off White D,Talisman,Smile,Hopeful,Vest,Green Ponytail,Human,None,None,Cowboy Hat,Red Fang Face Paint,None,38.68733923856777,256
257,Off White B,Kanabo,Frown,Joyful,Camo Hoodie,Pink Pixie,Human,None,None,None,None,None,10.945953989055456,257
258,Off White C,Banner,Smoking,Closed,White Blazer,Teal Messy,Human,None,None,None,Eye Patch,None,21.493230618198766,258
259,Off White C,Banner,Stubble,Suspicious,Vest,Silver Swept Back,Blue,None,None,None,None,None,29.233034755772053,259
260,Off White D,Boombox,Closed,Hopeful,Hoshi Jacket,Blue Hairband,Human,None,None,Cowboy Hat,None,None,23.381645288894465,260
261,Off White A,None,Pout,Red,Blue Kimono,Teal Messy,Human,None,None,Backwards Cap,None,None,18.22228410694651,261
262,Off White D,Guitar,Growl,Careless,Suit with Turtleneck,Indigo Swept Back,Human,Ethereum,None,Backwards Cap,None,None,42.129401843507644,262
263,Off White D,Leather Katana,Smile,Striking,Red Ninja Top,Silver Hairband,Blue,None,None,None,None,None,28.490023671037275,263
264,Off White C,None,Smirk,Concerned,Blue Bikini,Green Ombre Flowy,Human,Ethereum,None,Frog Mask,None,None,35.194370823792475,264
265,Dark Blue,None,Smoking,Closed,Sloth Kigurumi,Buzzcut,Human,None,None,None,Eye Patch,None,18.76085090338814,265
266,Red,Floorsweeper,Face Mask,Closed,White Layered Yukata,Silver Dreadlocks,Human,None,Zen Headphones,None,Seer Eyeband,None,41.228212744263686,266
267,Dark Purple,Leather Katana,Closed,Calm,Golden Frog Kigurumi,Silver Bangs,Red,None,None,None,Round Blue Sunglasses,None,45.558233957016135,267
268,Off White D,Leather Katana,Closed,Suspicious,Green Yukata,Brown Samurai,Human,None,None,None,None,None,8.646399774720878,268
269,Off White C,Zanbato,Chuckle,Determined,White Hoodie,Purple Dreadlocks,Human,None,None,None,None,None,9.250979880484987,269
270,Red,Sakura Katana,Scroll,Ruby,Blue Qipao,Brown Bangs,Human,None,None,None,None,None,12.289172757852715,270
271,Off White C,Guitar,Smile,Daydreaming,Fur Hoodie,Teal Bun,Human,Ear Cuffs,None,None,None,None,28.059300261505467,271
272,Cool Gray,Zanbato,Closed,Striking,Light Kimono,Pink Pixie,Human,Sloth,None,None,None,Fireflies,50.213364424117856,272
273,Off White A,Banner,Smirk,Bored,Maroon Yukata,Maroon Half Bun,Human,None,None,None,None,None,9.094896943878611,273
274,Off White A,Bat,Lipstick,Determined,Fur Hoodie,Dreadlocks,Human,None,None,None,Round Purple Sunglasses,None,23.928975616587703,274
275,Dark Purple,None,Closed,Focused,Black Blazer,Indigo Long,Human,None,Chain,Pointy Straw Hat,None,None,36.730926145025464,275
276,Off White D,Bat,Bubble Gum,Tired,Brown Yukata,Blonde Long,Human,None,None,None,None,None,9.906100399285952,276
277,Off White D,Lantern,Stubble,Determined,Green Yukata,Indigo Fluffy,Human,None,None,None,None,None,9.367489620605575,277
278,Red,Coin,Pout,Suspicious,Kung Fu Shirt,Teal Long,Human,Red Panda,None,Red Panda Mask,None,None,44.31429819263036,278
279,Off White C,Skateboard,Surprised,Determined,Cat T-Shirt,Magenta Pigtails,Human,None,None,Pointy Straw Hat,Red Bandana,None,39.08301468400805,279
280,Red,Shinai,Scroll,Closed,Blue Kimono,Maroon Short Spiky,Red,Red Spiked Ring,Beads,Ayaigasa,Red Stripes Face Paint,None,91.55947426940543,280
281,Off White B,None,Lipstick,Determined,Cat Kimono,Purple Pigtails,Human,None,Koi Tattoo,Cat Headband,None,None,33.9744234798706,281
282,Off White C,None,Laughing,Closed,Blue Bikini,Maroon Bob,Human,None,None,None,None,None,1.0618792851071464,282
283,Off White C,Kanabo,Smirk,Daydreaming,Blue Bomber,Brown Half Bun,Human,None,None,None,Black Glasses,None,24.008124426259627,283
284,Dark Blue,Fishing Rod,420,Bored,Blue Kimono,Powder Blue Swept Back,Human,None,None,None,None,None,13.850076648349324,284
285,Dark Blue,None,Toothpick,Curious,Red Panda Kigurumi,Green Spiky,Human,None,None,None,Reading Glasses,None,21.64286695567032,285
286,Dark Purple,Gloves,Laughing,Amethyst,Red Floral Kimono,Pink Hairband,Human,None,None,None,Blue Sunglasses,Butterfly,48.5606629792497,286
287,Off White A,Leather Katana,Grin,Striking,Rain Jacket,Maroon Bun,Human,None,None,None,None,None,9.921502482275207,287
288,Off White A,None,Grass,Focused,White Blazer,Orange Samurai,Human,None,None,None,None,None,4.089083622220619,288
289,Off White D,Bat,Meh,Determined,Hoodie with Bag,Green Teal Long,Human,None,None,IKZ Baseball Cap,None,None,22.73093809025886,289
290,Off White B,None,Lipstick,Concerned,Black Qipao,Blonde Bun,Human,None,None,None,None,None,3.9967256421371813,290
291,Off White A,None,Not Bad,Meditating,Dress Shirt,Purple Spiky,Human,None,None,None,None,None,3.9219952087473127,291
292,Off White C,Leather Katana,Smirk,Relaxed,Sloth Hoodie,Teal Hairband,Human,None,None,Distressed Beanie,None,None,23.120035005362567,292
293,Dark Purple,None,Smile,Relaxed,Black Qipao,Magenta Flowy,Human,None,None,None,None,None,7.019629907561403,293
294,Red,Earth,Laughing,Closed,Alpine Jacket,Blue Bob,Human,None,None,None,Kabuki Facepaint,None,24.636844853045105,294
295,Off White D,Coin,Relaxed,Hopeful,Red Panda Hoodie,Pink Pixie,Human,Pearl,None,Yellow Kanzashi,None,None,41.04134037942836,295
296,Red,Fireball,Frown,Determined,Camo Tech Jacket,Silver Bun,Human,None,None,None,Red Stripes Face Paint,Fire,46.67036936718684,296
297,Off White B,Hand Wrap,Chewing,Concerned,Bumblebee Jacket,Green Ombre Bangs,Blue,None,None,Horns,None,None,43.874521486670034,297
298,Off White D,None,Tongue Out,White,Yellow Bikini,Orange Pixie,Human,Sakura,None,None,None,Smoke,42.70710457413508,298
299,Off White D,Golden Katana,Face Mask,Glowing,Tank Top,Blue Short Spiky,Human,None,None,Cat Headband,None,None,25.648073773860634,299
300,Off White B,Hand Wrap,Tongue Out,Hopeful,Blue Qipao,Indigo Bangs,Human,None,None,None,Lipstick Kiss,None,26.019508187128658,300
301,Off White D,Banner,Meh,Chill,Cloud Poncho,Brown Spiky,Human,None,None,None,None,None,9.640106043346664,301
302,Off White A,Katana,Tactical Knife,Calm,Dress Shirt,Blue Hairband,Human,None,None,None,None,None,10.433728565031315,302
303,Off White D,Coin,Closed,Calm,Frog Hoodie,Blonde Hairband,Human,None,None,None,None,None,9.154243546111603,303
304,Red,Umbrella,Gaiter,Red,Matsuri Happi,Maroon Fluffy,Red,Red Spiked Ring,None,None,Red Fang Face Paint,None,64.48650725035165,304
305,Off White D,Floorsweeper,Scroll,Joyful,Tank Top with Jacket,Blue Bob,Human,None,Golden Headphones,None,None,None,27.377916200283913,305
306,Off White A,Banner,Smirk,Calm,Hoshi Jacket,Teal Bun,Human,None,None,Yellow Kanzashi,None,None,23.144230739783637,306
307,Red,Shuriken,Closed,Chill,Green Yukata,Silver Long,Human,None,Chill Headphones,None,None,None,27.393304209036778,307
308,Off White D,Banner,Grin,Striking,Turquoise Kimono,Spirit Goddess,Spirit,Wu,None,None,None,None,47.01090751075003,308
309,Off White D,Lantern,Smirk,Closed,Tank Top,Silver Hairband,Human,None,None,None,Heart Eye Patch,None,21.163532195765573,309
310,Off White B,Leather Katana,Closed,Pierced Eyebrow,Kimono with Straw Hat,Green Teal Long,Human,None,None,Azuki Cap,None,None,23.71796907149658,310
311,Red,Shinai,Smile,Relaxed,Blue Qipao,Purple Half Bun,Human,None,None,None,None,None,12.625528206864658,311
312,Off White D,Fishing Rod,Bubble Gum,Careless,Suikan,Brown Spiky,Human,None,None,None,None,None,10.43375209628184,312
313,Off White A,None,Closed,Closed,Light Armor,Maroon Ponytail,Red,None,None,None,Bandaid,None,33.53679262096212,313
314,Off White A,None,Closed,Closed,Red Kimono,Brown Samurai,Human,None,Chain,None,Eye Patch,None,31.554137510878768,314
315,Off White A,Shuriken,Grass,Concerned,Turquoise Kimono,Violet Flowy,Human,None,None,None,None,None,10.383167482485982,315
316,Off White A,Banner,420,Daydreaming,Red Panda Kimono,Powder Blue Pigtails,Human,None,None,Horns,None,None,24.575320947723135,316
317,Off White D,None,Growl,Focused,Brown Yukata,Blonde Messy,Human,None,Chill Headphones,None,Red Stripes Face Paint,None,34.14145648584751,317
318,Off White C,Hook Sword,Relaxed,Closed,Light Kimono,Black Bangs,Human,None,None,Cat Headband,Red Fang Face Paint,None,34.88234852160756,318
319,Off White A,None,Wheat Straw,Determined,Blue Floral Kimono,Teal Hairband,Human,None,None,None,None,None,3.1041472570610176,319
320,Off White B,None,Chewing,Closed,Black Bomber,Purple Bun,Human,Wireless Earbuds,None,None,Seer Eyeband,None,34.01828664927766,320
321,Off White A,Bat,Grass,Indifferent,Light Kimono,Silver Long,Red,None,None,None,None,None,28.580143876710185,321
322,Off White B,Hook Sword,Growl,Suspicious,Cat Yukata,Powder Blue Swept Back,Human,None,Zen Headphones,Cat Baseball Cap,None,None,41.88767181632214,322
323,Off White B,None,Stubble,Careless,Black Blazer,Blue Spiky,Human,None,Chain,None,Reading Glasses,None,35.87578610321096,323
324,Off White D,Coin,Not Bad,Curious,Hawaiian Shirt,Silver Spiky,Human,Ear Cuffs,None,Cat Baseball Cap,None,None,42.01729618637581,324
325,Red,Fireball,Toothpick,Closed,Shinto Robe,Maroon Short Spiky,Human,None,None,None,Ji Eyeband,None,24.711597273895265,325
326,Off White C,None,Pout,Pierced Eyebrow,Alpine Jacket,Buzzcut,Human,None,None,Red Panda Baseball Cap,None,None,17.929935182093445,326
327,Off White D,None,Chuckle,Pensive,Hoshi Jacket,Blonde Swept Back,Human,None,None,None,None,None,3.647201925519562,327
328,Off White B,None,Smile,Striking,Beige Poncho,Black Pigtails,Human,None,None,Cat Headband,None,None,18.37614400357435,328
329,Red,Fan,420,Suspicious,Black Kimono,Silver Swept Back,Blue,None,Golden Headphones,Sandogasa,Blue Sunglasses,None,77.33237817327986,329
330,Off White D,Fan,Closed,Chill,Kung Fu Shirt,Black Disheveled,Human,None,None,None,None,None,9.035531873634799,330
331,Off White D,Coin,Chuckle,Suspicious,Light Kimono,Maroon Disheveled,Human,None,None,IKZ Baseball Cap,None,None,23.238765362906815,331
332,Off White D,Blue Bean,Smile,Closed,Red Floral Kimono,Violet Flowy,Human,None,None,Backwards Cap,Sleep Mask,None,36.24738035562998,332
333,Off White D,Hook Sword,Pout,Indifferent,Green Yukata,Indigo Swept Back,Human,Ear Cuffs,Chill Headphones,None,Round Blue Sunglasses,None,58.40510220814669,333
334,Off White B,None,Growl,Careless,Kimono with Straw Hat,Orange Short Spiky,Human,Yin Yang,None,Backwards Cap,None,None,35.860390618665,334
335,Off White A,Lantern,Relaxed,Closed,Shinto Robe,Maroon Half Bun,Human,None,None,None,Sleep Mask,None,20.976665095419346,335
336,Dark Blue,None,Grass,Amethyst,Camo Tech Jacket,Maroon Bob,Human,None,None,None,None,None,6.795417279883168,336
337,Off White A,None,Smoking,Relaxed,Dress Shirt,Teal Hairband,Human,None,None,None,None,None,3.8999967836056775,337
338,Red,None,Long Stubble,Chill,Azuki Track Jacket,Brown Disheveled,Human,None,None,Horns,None,None,20.284307228082795,338
339,Red,Lantern,Growl,Closed,Maroon Yukata,Green Samurai,Human,None,None,None,Eye Patch,None,23.434339037217136,339
340,Off White A,Hand Seal,Smoking,Suspicious,Black T-Shirt,Green Half Bun,Human,None,None,None,None,None,10.877814615179831,340
341,Off White D,None,Grass,Concerned,Turquoise Kimono,Blue Bob,Human,None,None,None,Eye Scar,None,17.70561810456278,341
342,Cool Gray,Fan,Long Stubble,Curious,White T-Shirt,Blue Short Spiky,Human,None,Chill Headphones,Newsboy Cap,None,None,44.1077328822402,342
343,Off White D,None,Relaxed,White,Kimono with Jacket,Indigo Messy,Human,None,None,None,Red Stripes Face Paint,Smoke,37.73738449315967,343
344,Dark Blue,None,Meh,White,Kimono with Jacket,Spirit Fluffy,Spirit,Small Hoop,None,None,None,None,44.82173458206083,344
345,Off White A,Hook Sword,Chuckle,Meditating,Light Kimono,Buzzcut,Red,Sword,None,None,Round Blue Sunglasses,None,61.299558605107585,345
346,Off White B,None,Laughing,White,Blue Kimono with Bow,Purple Pigtails,Human,Yellow Fan,Towel,None,None,None,38.737582420001864,346
347,Red,Sakura Katana,Chewing,Determined,Sloth Hoodie,Brown Flowy,Human,None,None,None,None,None,11.189958054134234,347
348,Off White C,Bat,Lipstick,Closed,Blue Bomber,Brown Ponytail,Human,None,None,None,Seer Eyeband,None,21.754863769175298,348
349,Off White C,None,Stubble,Determined,Matsuri Happi,Purple Spiky,Human,Wireless Earbuds,None,None,None,None,21.32387871605731,349
350,Off White A,Monk Staff,Relaxed,Chill,Dress Shirt,Black Pink Long,Human,None,None,Distressed Beanie,Red Stripes Face Paint,None,37.89382599335475,350
351,Off White D,Bean Juice,Laughing,Amethyst,Black Oversized Kimono,Pink Flowy,Human,None,Chill Headphones,None,None,None,26.24139114460336,351
352,Off White B,Bokken,Relaxed,Closed,Light Armor,Teal Bangs,Human,None,None,Azuki Cap,Sleep Mask,None,35.87808542720071,352
353,Off White D,Bat,Sleep Bubble,Closed,Red Panda Yukata,Blonde Long,Human,None,Zen Headphones,Red Panda Headband,None,None,38.59716868161274,353
