,Back,Outfit,Eyes,Head,Mouth,Regiment,Background,Type,Branch,Glasses,Special,Earring,Mask,Marking,Rarity score,Token Id
169,Dual Combat Scalpels,Nurse Set,Curious Iron,Bobcut,Plump,23,Healing Pulse,Human,Support,None,None,None,None,None,6.378095501094462,169
170,Cyber Reaper,Potioneer's Assistant,Lined Russet,Shrine Maiden ,Popsicle,41,Mana Portal,Human,Support,Evil Genius,None,None,None,None,44.2495562791883,170
171,Rifle Camo Polar,Black Rose,Blithe Russet,Greater Kojiroh Aka,Fang Smirk,53,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,41.37513729666928,171
172,Rifle Navy Grey,Fur Lined Captain's Armor,Bold Iron,Horse Girl,Full Kiss,74,Ocean Blue,Human,Navy,None,None,None,None,None,22.776436801825994,172
173,Rifle Red,Polar,Tense Iron,Mewsashi,Plump,00,Army,Human,Army,None,None,None,None,None,1.2564116846060829,173
174,Rifle Leather,Military Street Jungle,Solar,Shrine Maiden,Saucy Fangs,79,Army,Human,Army,None,None,None,None,None,16.876485310309274,174
175,Sashimono Night,Oni Seifuku Kuro,Smug Poppy,Bobcut,Plump,04,Crimson Records,Human,Historical,None,None,None,None,None,9.073222361578948,175
176,Field Medic Kit,Hazard Zone,Dark Fern,Bozo Chad,Choco Stick,78,Wings of Hope,Human,Support,None,None,None,None,None,21.773823876759018,176
177,Grenade Gun Tiger,Red Snapper,Smug Fern,Raven Aka,Tasty,34,Flaming Hibisucus,Aka Oni,Special Ops,Architect Clear,None,None,None,None,71.36699199813485,177
178,Rifle Stock Custom Orange,Light Armor Desert Camo,Doe Poppy,Red Beret,Plump,58,Army,Human,Army,None,None,None,None,None,2.637780841471118,178
179,Rifle Scorpion Polar,BANii Maid,Smug Poppy,Coral WcHeadset,Tasty,09,Party Pink,Human,Special Ops,Tea Glasses,None,None,None,None,51.16486508248501,179
180,Sashimono Night,Do Kimono,Basic Fern,Skunk Pony,Fangs Out,66,Crimson Records,Human,Historical,None,None,None,None,None,22.946351887962813,180
181,Rifle Navy Grey,Sailor Uniform Tokyo,Coy Crimson,Bobcut,Plump,44,Ocean Blue,Human,Navy,None,None,None,None,None,8.387342334650377,181
182,Rifle Orange,Military Street,Gazing Russet,Two Block Aka,Plump,84,Flaming Hibisucus,Aka Oni,Army,Aviators,None,None,None,None,49.5715992550978,182
183,Cyber Reaper,Protection Starbeam,Emerald Crescent,Night Shift,Plump,70,Mana Portal,Human,Support,None,None,None,None,None,5.916479272430751,183
184,Rifle Orange,Kevlar BANii,Gazing Russet,Celestial Dreamer ,Choco Stick,19,Army,Human,Army,Golden Specs,None,None,None,None,38.69914021752814,184
185,Crown Staff,Magenta Shell Armor,Lined Russet,Night Shift,Choco Stick,20,Mana Portal,Human,Support,None,None,None,None,None,18.690549343814475,185
186,Rifle Custom,Flame Punk,Gazing Russet,Bozo Chad,Plump,57,Army,Human,Army,None,None,None,None,None,1.2051397964925443,186
187,Rifle Medic,Life Guard,Base Fern,White Wolf,Plump,10,Healing Pulse,Human,Support,None,None,None,None,None,5.192220445060814,187
188,Field Medic Kit,Tactical Transfusion,Scarred Slumber,Loose Strand ,Smoke,02,Healing Pulse,Human,Support,None,None,None,None,None,19.79947568793672,188
189,Rifle Lucky 8,Stealth Vest Camo,,Side Pony Aka,Plump,00,Flaming Hibisucus,Aka Oni,Army,Clear Specs,None,None,None,None,49.47868577592634,189
190,Rifle Red Ammo,Urban Street Camo,Star Cluster,Black Rose,Plump,76,Army,Human,Army,Starstruck Pink,None,None,None,None,26.554009245884778,190
191,Unicorn Blast,R0B-1N Power Armor,Coy Crimson,Black Rose,Plump,12,Party Pink,Human,Special Ops,None,None,None,None,None,11.999306890041675,191
192,Rifle Medic,Urban Operations,Base Iron,Henti,Plump,22,Healing Pulse,Human,Support,None,None,None,None,None,4.493503466728209,192
193,Rifle Navy Grey,Sailor Uniform Tokyo,Curious Iron,Mommy Ao,Fang Smirk,46,Bluefire,Ao Oni,Navy,Architect Clear,None,None,None,None,65.47751509865356,193
194,Rifle Custom,Tactical Woodlands,Base Fern,Kojiroh Ao,Smoke,56,Bluefire,Ao Oni,Army,Monocle,None,None,None,None,62.51039578032619,194
195,Carbine Black,Tactical Flight Jacket Olive,Smug Fern,Mommy Aka,Saucy Fangs,11,Flaming Hibisucus,Aka Oni,Airforce,None,None,None,None,None,44.48022445969053,195
196,Hunter's Rifle Forest,Cyborg,Wary Russet,Loose Strand ,Plump,91,Party Pink,Human,Special Ops,None,None,None,None,None,11.691659564363377,196
197,Dual Combat Scalpels,Field Medic,Cheeky Fern,Kiwi Cut ,Popsicle,54,Healing Pulse,Human,Support,Clear Specs,None,None,None,None,44.55409245931089,197
198,TERRAPIN Multi-Purpose Support Drones,Private Contractor Flight Suit,,Homeostatic Headwear,Plump,99,Moonsilver,Human,Astronaut,None,None,None,None,None,12.954401553412234,198
199,Ketchup Dispenser,Drive-Through,Gazing Wisteria,Greased Aka,Saucy,46,Flaming Hibisucus,Aka Oni,Support,None,None,None,None,None,40.73750073337839,199
200,Assault Rifle Khaki,Tactical Vest Jungle,Smug Fern,Rebel Girl ,Plump,95,Airforce,Human,Airforce,None,None,None,None,None,8.637274928844663,200
201,Rifle Red Ammo,Urban Street Camo,Periwinkle,Maegami,Boo!Boo! Gum,46,Army,Human,Army,None,None,None,None,None,15.575280186314574,201
202,Frontier XVII-A Powered EVA Helmet,Frontier XVII Powered EVA Suit,Blithe Russet,Celestial Dreamer ,Popsicle,55,Moonsilver,Human,Astronaut,Monocle,None,None,None,None,51.95638685641235,202
203,Rifle Heavy,Aviator Jacket Turtleneck,Vexxed Iron,Monochromatic Wolf,Popsicle,70,Airforce,Human,Airforce,None,None,None,None,None,23.023296734780697,203
204,Rifle Charcoal,Storm Captain's Mantle,Scarred Slumber,Two Block ,Plump,15,Ocean Blue,Human,Navy,None,None,None,None,None,9.057243156060105,204
205,Rifle Red Ammo,Light Armor Desert Camo,Foxy Fern,Kiwi Sparkle ,Plump,24,Army,Human,Army,None,None,None,None,None,1.6794371724224222,205
206,Rifle Red,Urban Security,Blithe Poppy,Monochromatic Wolf,Smoke,09,Army,Human,Army,Basic Specs,None,None,None,None,39.67969466487884,206
207,Rifle Stock Custom Green,Tactical Vest Camo,Smug Poppy,Rebel Girl ,Choco Stick,24,Army,Human,Army,None,None,None,None,None,14.58187724419218,207
208,None,None,None,None,None,49,Lilac,Ectoplasma,Shinobi,None,Ectoplasma,None,None,None,84.61524601098759,208
209,Dual Katanas Black Gold,Grand Master,Base Iron,Kojiroh ,Lollipop,66,Crimson Records,Human,Historical,None,None,None,None,None,22.042579116922095,209
210,Rifle Medic,Exo-Medicine,Wary Crimson,On Call,Fangs Out,48,Healing Pulse,Human,Support,None,None,None,None,None,20.440318270816327,210
211,Rifle Stock Custom Green,Tactical Vest Camo,Curious Russet,Pastel Buns Aka,Popsicle,19,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,39.83061489529337,211
212,Hunter's Rifle Red,Cyborg,Base Iron,Blue Rocket,Tasty,37,Party Pink,Human,Special Ops,None,None,None,None,None,26.128722090818286,212
213,The Reaper,Tactical Jacket Hooded,,Fractured Emerald Aka,Plump,15,Flaming Hibisucus,Aka Oni,Shinobi,None,None,None,None,None,31.78422185011918,213
214,Rifle Navy Black,Sailor Stripes,Coy Wisteria,Mommy Aka,Boo!Boo! Gum,57,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,43.538112941929896,214
215,Rifle Charcoal,Naval Academy Uniform,Dark Crimson,Stardust BANii,Pog,38,Ocean Blue,Human,Navy,None,None,None,None,None,23.84690226345354,215
216,Rifle Red,Urban Security,Wary Russet,Brozo,Fang Smirk,18,Army,Human,Army,Rounded Aviators,None,None,None,None,37.241087164299856,216
217,Rifle Black Ammo,Flight Suit Olive,,Bobcut Ao,Plump,65,Bluefire,Ao Oni,Airforce,Aviators Sunset,None,None,None,None,53.49039113066667,217
218,Ketchup Dispenser,Drive-Through,Base Fern,Loose Strand Aka,Fang Smirk,95,Flaming Hibisucus,Aka Oni,Support,None,None,None,None,None,37.19010763103249,218
219,Katana Black Gold,Combat Vest Polar,Coy Wisteria,Blue Trouble Aka,Fang Smirk,46,Flaming Hibisucus,Aka Oni,Shinobi,None,None,None,None,None,43.6215477622086,219
220,Carbine Black,Mach-3 Utility Jacket Navy,Foxy Fern,Fringed Bob,Popsicle,66,Airforce,Human,Airforce,None,None,None,None,None,22.78286362544306,220
221,MK-14 Amphibious Assault Rifle,Fur Lined Captain's Armor,Doe Poppy,Fringed Bob Ao,Smoke,89,Bluefire,Ao Oni,Navy,None,None,None,None,None,43.791322102149955,221
222,Twin Cyber Swords,Utility Vest Camo Red,Lined Russet,Twintails Ao,Plump,36,Bluefire,Ao Oni,Army,None,None,None,None,None,25.890980538354842,222
223,Tech Shuriken,Chunin Garb,Wary Russet,Bronsn ,Fang Smirk,95,Shadow Reflection,Human,Shinobi,None,None,None,None,None,23.843884736278582,223
224,Rifle Custom,Frogsplash Jungle,Base Iron,Greater Swept Back Aka,Smoke,09,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,37.93990862951311,224
225,Unicorn Blast,Cyborg,Frozen Corruption,Loose Strand ,Plump,30,Party Pink,Human,Special Ops,None,None,None,None,None,11.938406639019346,225
226,Assault Rifle Maverick,Tactical Flight Armor,Base Iron,Delinquent,Plump,49,Airforce,Human,Airforce,None,None,None,None,None,8.44830543143485,226
227,Rifle Medic,Urban Operations,Base Fern,Lawliet ,Plump,41,Healing Pulse,Human,Support,None,None,None,None,None,4.621726614467829,227
228,HELLFIRE Support Drones,Potioneer,Cheeky Iron,Hime Ponytail,Plump,90,Mana Portal,Human,Support,None,None,None,None,None,5.862034383255795,228
229,Assault Rifle Khaki,Flight Suit Olive,Tranquil Sea,Rebel Girl ,Plump,48,Airforce,Human,Airforce,None,None,None,None,None,8.81993688426915,229
230,Sashimono Red Dawn,Grand Master,Base Fern,Fringe WcSnapback,Pog,42,Crimson Records,Human,Historical,None,None,None,None,None,23.19631397914053,230
231,None,None,None,None,None,02,Army,Human,Army,None,Legendary,None,None,None,48.241260270262806,231
232,Tech Shuriken,Decorated Chunin Garb,Gazing Russet,Neo-Ronin,Plump,93,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.582646343769374,232
233,Katana Silver,Master,Frozen Corruption,Topknot ,Plump,17,Crimson Records,Human,Historical,None,None,None,None,None,9.28152458160057,233
234,Rifle Custom,Parade Fur,Base Iron,Bronsn ,Fang Smirk,20,Army,Human,Army,None,None,None,None,None,11.617414529709311,234
235,Rifle Navy Gray,Storm Captain's Mantle,Base Iron,Loose Strand Ao,Popsicle,33,Bluefire,Ao Oni,Navy,None,None,None,None,None,43.028625151471545,235
236,Rifle Red Ammo,Urban Street Camo,Resting,Rebel Girl Ao,Plump,16,Bluefire,Ao Oni,Army,None,None,None,None,None,25.55440611944133,236
237,Rifle Navy Gray,High Admiral's Longcoat,Gazing Wisteria,Bronsn ,Fang Smirk,11,Ocean Blue,Human,Navy,None,None,None,None,None,19.437217709846003,237
238,Chef's Rusty Pan,Server's WcUniform,Bold Crimson,Bobcut,Plump,35,Golden Hex,Human,Support,Aviators Sunrise,None,None,None,None,32.309977354054105,238
239,Rifle Stock Custom Orange,Light Armor Desert Camo,Emerald Crescent,Coral WcHeadset,Pog,68,Army,Human,Army,None,None,None,None,None,17.193784085489455,239
240,Combat Scalpel,Medic's Flak Jacket,,Fringed Bob,Fang Smirk,10,Healing Pulse,Human,Support,None,None,None,None,None,16.21015472629698,240
241,Sashimono Night,Apprentice,Base Fern,Shogun,Fang Smirk,37,Crimson Records,Human,Historical,None,None,None,None,None,19.927525391960216,241
242,Parachute,Fighter Pilot Turtle,Base Fern,Wild Tiger Ao,Choco Stick,82,Bluefire,Ao Oni,Airforce,None,None,None,None,None,42.0672357504691,242
243,Rifle Orange,Tactical Woodlands,Base Fern,Windswept Ao,Smoke,22,Bluefire,Ao Oni,Army,None,None,None,None,None,38.180264475808336,243
244,Field Medic Kit,Bulwark Exo,Vexxed Poppy,Wild Tiger Ao,Fang Smirk,90,Bluefire,Ao Oni,Support,None,None,None,None,None,37.866274003430284,244
245,Cyber Claymore Pink,Tactical Vest Bone,Gazing Wisteria,Bronsn ,Plump,87,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.159608352409983,245
246,Carbine Black,Fur Lined Turtle,Coy Wisteria,Bobcut Ao,Plump,79,Bluefire,Ao Oni,Airforce,Architect Black,None,None,None,None,54.26265682007857,246
247,Cyber Reaper,Potioneer's Assistant,Emerald Crescent,Skunk Pony,Tasty,88,Mana Portal,Human,Support,None,None,None,None,None,20.57491213811932,247
248,Rifle Leather,Tactical Overalls,Basic Fern,Pink Trouble Ao,Plump,21,Bluefire,Ao Oni,Army,Clear Specs,None,None,None,None,49.0139776568432,248
249,V6 Mana Blaster,Mana Integration SVS,Base Fern,Henti,Plump,66,Mana Portal,Human,Support,None,None,None,None,None,4.9230529357935175,249
250,Rifle Navy Black,Sailor Stripes,Smug Poppy,Regal Maiden,Smoke,13,Ocean Blue,Human,Navy,None,None,None,None,None,22.154767269268923,250
251,Rifle Custom,Polar,Wary Crimson,Greased Aka,Plump,81,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,25.288470915399692,251
252,Rifle Custom,Tactical Woodlands,Blithe Poppy,Fringe WcSnapback,Plump,42,Army,Human,Army,None,None,None,None,None,1.6602362285851824,252
253,EVA Helmet,Armored Insulated Ground Suit,Base Iron,Monochromatic Wolf,Fang Smirk,63,Moonsilver,Human,Astronaut,None,None,None,None,None,23.763742181341325,253
254,"Long Range Comms Set Mark II, N",Type-STARGAZER Insulation Suit,Blithe Poppy,Topknot ,Plump,20,Moonsilver,Human,Astronaut,All-Seeing Shades,None,None,None,None,37.92111094426437,254
255,Rifle Navy Black,Admiral's Coat,Solar,Stardust ,Plump,00,Ocean Blue,Human,Navy,None,None,None,None,None,8.855259379520403,255
256,Rifle Custom,Urban Street Camo,Wary Russet,Elvis Presto Ao,Plump,61,Bluefire,Ao Oni,Army,None,None,None,None,None,24.96796867097667,256
257,Twin Chain Katanas,SPunk Ninja,Blithe Poppy,Eth-ore,Lollipop,27,Shadow Reflection,Human,Shinobi,None,None,None,None,None,26.788931053579073,257
258,Rifle Medic,Medic's Flak Jacket,Cheeky Fern,Frostbite,Plump,27,Healing Pulse,Human,Support,None,None,None,None,None,5.8010966125728896,258
259,Makimono Katana Smiley Suprise,Armoured Overalls Black,Tense Fern,Kojiroh Ao,Fang Smirk,21,Bluefire,Ao Oni,Shinobi,None,None,None,None,None,43.47091410468051,259
260,Rifle Red,Camo Vest Desert,Base Fern,Celestial Dreamer ,Smoke,50,Tactical Green,Human,Army,None,None,None,None,None,19.344609124264974,260
261,Rifle Stock Custom Orange,Stealth Vest Camo,Curious Russet,Locs,Plump,79,Army,Human,Army,Smart Glasses,None,None,None,None,27.127758484652638,261
262,Private Contractor EVA Helmet,IVA Flight Suit,Obsidian,Hime Ponytail,Plump,72,Moonsilver,Human,Astronaut,None,None,None,None,None,13.380662260190443,262
263,Rifle Leather,Utility Vest Camo Red,Smug Poppy,Fractured Emerald Aka,Plump,74,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,25.49358120769718,263
264,Ornamental Broadsword,Do Kimono,Bold Iron,Chainwhip,Plump,21,Crimson Records,Human,Historical,None,None,None,None,None,9.287949156535511,264
265,Rifle Heavy,Camo Vest Polar,Scarred Slumber,Arctic Curtain,Plump,03,Army,Human,Army,None,None,None,None,None,1.9840060722531063,265
266,Crown Staff,Potioneer's Assistant,Coy Wisteria,Mommy,Plump,57,Mana Portal,Human,Support,None,None,None,None,None,5.323558581617796,266
267,Rifle Lucky 8,Locked n' Loaded,Basic Wisteria,Bunny Girl,Smoke,26,Army,Human,Army,None,None,None,None,None,14.392804180395737,267
268,Sashimono Red Dawn,Teacher,Blithe Poppy,Henti,Plump,67,Crimson Records,Human,Historical,None,None,None,None,None,9.034758593224554,268
269,Combat Scalpel,Surgeon General,Curious Russet,Skunk Pony,Full Kiss,87,Healing Pulse,Human,Support,None,None,None,None,None,20.632659247255162,269
270,Rifle Stock Custom Orange,Locked n' Loaded,Basic Fern,Side Pony Aka,Plump,38,Flaming Hibisucus,Aka Oni,Army,None,None,None,None,None,25.07058617085278,270
271,Rifle Blue,Military Street,Glaring Wisteria,Fox Mike,Lollipop,72,Army,Human,Army,None,None,Gold Stud,None,None,47.11676093284113,271
272,Ornamental Cutlas,Blue Diamond,Acid,Cashier WcVisor,Fang Smirk,72,Crimson Records,Human,Historical,None,None,None,None,None,21.084439998299672,272
273,R-H00D Compound Red,Mr. Scientist,Blithe Poppy,Swept Back Ao,Plump,90,Bluefire,Ao Oni,Special Ops,None,None,None,None,None,31.67845345782096,273
274,Spellblade,Paladin Plate Armor,Wary Russet,Bozo Rei,Plump,52,Mana Portal,Human,Support,None,None,None,None,None,5.95822955823025,274
275,R-H00D Compound Red,NanoGoth,Curious Iron,Stardust Aka,Choco Stick,79,Flaming Hibisucus,Aka Oni,Special Ops,None,None,None,None,None,44.9769836374919,275
276,Rifle Navy Black,Sailor Stripes,Cheeky Fern,Bunny Girl Aka,Plump,54,Flaming Hibisucus,Aka Oni,Navy,None,None,None,None,None,29.832550896175032,276
277,Assault Rifle Khaki,Gun BANii,Cheeky Fern,Cotton Candy Swirl,Plump,49,Airforce,Human,Airforce,None,None,None,None,None,9.037888951888428,277
278,Rifle Navy Gray,Able Seaman's Uniform,Tense Iron,Monochromatic Wolf,Plump,17,Ocean Blue,Human,Navy,None,None,None,None,None,9.153389272842048,278
279,Katana Black Gold,Tactical Overalls Polar,Curious Iron,Skunk WcHeadset,Plump,51,Shadow Reflection,Human,Shinobi,None,None,None,None,None,13.07938372526222,279
280,Rifle Red,Frogsplash Jungle,Base Iron,Henti,Plump,40,Army,Human,Army,None,None,None,None,None,0.285307675582146,280
281,Rifle Medic,Silent Angel,Bold Crimson,Rebel Girl Ao,Plump,66,Bluefire,Ao Oni,Support,Starstruck Pink,None,None,None,None,50.574508448035026,281
282,Rifle Orange,Urban Security,Gazing Wisteria,Short WcVisor,Fang Smirk,34,Tactical Green,Human,Army,None,None,None,None,None,17.860873177198023,282
283,Grenade Gun Tiger,R0B-1N Power Armor,Caelus,Mommy,Plump,03,Party Pink,Human,Special Ops,None,None,None,None,None,12.608258403303266,283
284,Parachute,Fighter Pilot Turtle,Tense Iron,Two Block ,Fang Smirk,19,Airforce,Human,Airforce,None,None,None,None,None,20.03970777763672,284
285,Rifle Stock Custom Green,Tactical Vest Camo,Smug Fern,Oritsu Ao,Smoke,58,Bluefire,Ao Oni,Army,None,None,None,None,None,39.12884063388798,285
286,Rifle Medic,Hazard Zone,Glaring Wisteria,Delinquent Ao,Smoke,52,Bluefire,Ao Oni,Support,None,None,None,None,None,38.9397108341938,286
287,Dual Katanas Black Gold,Sleeveless Kimono,Neon Yellow Highlights,Bao Buns,Plump,46,Crimson Records,Human,Historical,None,None,None,None,None,9.800691384041848,287
288,Rifle Orange,Combat Stealth,Base Fern,Henti,Fang Smirk,44,Army,Human,Army,None,None,None,None,None,11.793685249661696,288
289,Rifle Orange,Combat Stealth,Scarred Slumber,Bozo Rei,Plump,68,Army,Human,Army,None,None,None,None,None,2.0993540989501067,289
290,Rifle Heavy,Fighter Pilot Turtle,Vexxed Poppy,Mewsashi,Plump,44,Airforce,Human,Airforce,None,None,None,None,None,8.486748364580594,290
291,Rifle Red Ammo,Military Street Jungle,Lined Russet,Bozo Babe,Plump,01,Army,Human,Army,None,None,None,None,None,1.698680440495102,291
292,Twin BoneSwords Black,Tactical Jacket Hooded,,Mommy ,Plump,22,Shadow Reflection,Human,Shinobi,None,None,None,None,None,12.30703629663549,292
293,Rifle Blue,Flame Punk,Base Fern,Two Block ,Smoke,69,Army,Human,Army,None,None,None,None,None,14.059435790742391,293
294,Rifle Medic,Field Medic,Basic Fern,Field Aid Cap,Tasty,17,Healing Pulse,Human,Support,None,None,None,None,None,19.69042398825984,294
295,Unicorn Blast,Dropzone Down Jacket Red,Cheeky Fern,Sagittarius WcHeadset,Plump,49,Party Pink,Human,Special Ops,None,None,None,None,None,12.2140231045794,295
296,Rifle Camo Polar,Black Rose,Scrunched,Greater Topknot Ao,Saucy,10,Bluefire,Ao Oni,Navy,Tinted Specs,None,None,None,None,69.74882918437844,296
297,Ornamental Cutlas,Do Kimono,Lined Poppy,Night Shift,Full Kiss,47,Crimson Records,Human,Historical,None,None,None,None,None,23.818035128342935,297
298,EVA Helmet,Armored Insulated Ground Suit,Dark Fern,Short WcVisor,Fang Smirk,51,Moonsilver,Human,Astronaut,None,None,None,None,None,24.943068255440124,298
299,Katana Red,Teacher,Scarred Slumber,Hollywood,Fang Smirk,52,Crimson Records,Human,Historical,None,None,None,None,None,20.776784336404507,299
300,Rifle Red Ammo,Military Street Choker,Acid,Tanuki,Plump,63,Army,Human,Army,None,None,None,None,None,2.0512289379236748,300
301,Yumiya,Apprentice,Glaring Wisteria,0xBunnies,Plump,97,Crimson Records,Human,Historical,None,None,None,None,None,8.928986024639839,301
302,Katana Black,Hakama,Gazing Wisteria,Messy Chunin ,Plump,00,Crimson Records,Human,Historical,None,None,None,None,None,8.063680875384412,302
303,Pilot Wings,Aviator Jacket Turtleneck,Base Iron,Mewsashi,Plump,19,Airforce,Human,Airforce,None,None,None,None,None,8.012420530282965,303
304,Rifle Navy Black,Sailor Uniform Osaka,Smug Fern,Tanuki,Plump,33,Ocean Blue,Human,Navy,Aviators Sunrise,None,None,None,None,33.383225037305664,304
