,stankfinder,MUNCHYHOLE,Eye on dat side,Eyz on dis side,Hedz,Eers,Boddee,collrzes,1 of 1,djeimebdie,Rarity score,Token Id
219,kwaigun,burblurblurb,angreye,seepy,bumpynoggn,eer,clubbin time,bloody milk yumm,None,None,5.008369893455168,219
220,bloo,bleebleebloobloo,gooness,sparples,kiwimonstr,eers,shy gobblin,fludded tunlz,None,None,3.419232819530927,220
221,berries,mouffs,peep,eeep,wart top,eermoffs,clubbin time,fLEsh stik,None,None,4.540561031980232,221
222,kwaigun,glaaaaaah,whoaz me,wass overder?,kiwimonstr,earz,shy gobblin,dirt,None,None,5.2697955273688475,222
223,crooky,blippyblipblipblip,grrrAAAAAuuugh,lookin down,avvokado,earrz,dawwww,rottn elfboddie,None,None,3.9489139786583203,223
224,pointy,blablabla,waaah,hangded over,wart top,EERS,RRRRRRAAAAAHHH,fLEsh stik,None,None,4.506167269147814,224
225,funny,gaaahhh,oook,lookin hear,cracky,earz,furr,bloody milk yumm,None,None,3.9695564315430634,225
226,shnozz,mrnnhrhmn,whaja say?,yallo,bierdy,EERS,dawwww,nothin,None,None,3.14398223589116,226
227,dizeezsd,glaaaaaah,narf,ooooh,wart top,eors,dawwww,nothin,None,None,1.8024830105786427,227
228,bloo,gaaahhh,wass dat way,punchded,taterhead,eeerbonez,clubbin time,stupid sun,None,None,4.361707269944218,228
229,berries,glaaaaaah,peep,upside downside,bumpynoggn,EERS,furr,nothin,None,None,3.8182231832317006,229
230,danglydoo,yabbagabba,zoweee,eeep,avvokado,eirs,RRRRRRAAAAAHHH,nothin,None,None,4.031505806841578,230
231,das notta nose,blahhhhhhh,waaah,upside downside,jawboymangirl,onny a fleshwoond,furr,bloody milk yumm,None,None,7.952889635943433,231
232,flassid,mubblebumm,gathp,seepy,bierdy,eeeeers,blarggh,dirt,None,None,3.426053074541091,232
233,berries,nomnomhole,tremblr,transeded,oweee,eeeeers,ETH,darkerer,None,None,8.255604303785574,233
234,zippyzipzip,ibblebiddle,narf,wass overder?,cracky,floaty eerz,RRRRRRAAAAAHHH,darkderest,None,None,4.884544774696904,234
235,is dat a nose,gooooooo,gathp,eeeeeediot,cracky,eeerbonez,dat spase soot gots holes,dirt,None,None,2.9720175483611895,235
236,dribble,blarrr,wass dat way,punchded,TAK UR ORDRR?,iers,furr,bloody milk yumm,None,None,7.491951957740893,236
237,droopy,glibbaglab,nar,lookin hear,jawboymangirl,eers,sashay,stupid sun,None,None,4.767631441044752,237
238,flassid,aaaabaaaaabbbaaa,nar,glowcoma,STABBYSTABHEAD,floaty eerz,RRRRRRAAAAAHHH,rottn elfboddie,None,None,7.629539398280741,238
239,das notta nose,LAZERBARRF,LAZZARZZZZ,teeny peephoal,furrrrrrrrrr,eermoffs,ouchies,bloody milk yumm,None,None,11.91558314190622,239
240,zippyzipzip,glibbaglab,not enthuzd,glowcoma,furrrrrrrrrr,eors,clubbin time,rottn elfboddie,None,None,5.145989676762442,240
241,shnozz,flthththlffh,zoweee,das not an eyez!,growf,eerchompr,sashay,stupid color,None,None,3.983338711004409,241
242,pointy,mrnnhrhmn,oook,yallo,bumpynoggn,earz,flappy,bloody milk yumm,None,None,3.4260799154377306,242
243,buttnose,nomnomhole,nspektin stuff,lookit dat,jawboymangirl,eerz?,furr,darkderest,None,None,5.400509032937477,243
244,udder pointy kind,ibblebiddle,wass dat way,eeep,taterhead,eers,Diamondhands?,mold,None,None,4.258482624860715,244
245,zippyzipzip,mrnnhrhmn,tremblr,seepy,cracky,eerz?,REKT,kobold puke,None,None,5.221688990739786,245
246,is dat a nose,flthththlffh,look dis way,look up dere,taterhead,earz,wekkum tarbys,fLEsh stik,None,None,3.4329572908722445,246
247,buttnose,nomnomhole,gathp,seepy,oweee,eors,sashay,rottn elfboddie,None,None,5.49685423690378,247
248,kwaigun,blablabla,grrrAAAAAuuugh,krazed,kiwimonstr,eeeeers,shy gobblin,rottn elfboddie,None,None,4.9877480879307745,248
249,buttnose,blablabla,gathp,grekd,wart top,earrz,REKT,stupid sun,None,None,7.464465850328756,249
250,uppy,nomnomhole,gooness,spooky,deflateded,eerchompr,flappy,rottn elfboddie,None,None,5.118469848443184,250
251,udder pointy kind,flthththlffh,oook,glowcoma,kiwimonstr,iers,BLINGG,nothin,None,None,2.779404214868243,251
252,ouchie,mubblebumm,zoinks,krazed,jawboymangirl,eer,teeheehee,rottn elfboddie,None,None,5.716993591794217,252
253,goz down,bleebleebloobloo,nspektin stuff,krazed,taterhead,iers,clubbin time,stupid color,None,None,4.072761118183377,253
254,bloo,gaaahhh,nspektin stuff,glowcoma,TAK UR ORDRR?,earz,RRRRRRAAAAAHHH,darkderest,None,None,7.306191227216846,254
255,das notta nose,oobie doo,don lookitme,blindeded,furrrrrrrrrr,earrz,dat spase soot gots holes,kobold puke,None,None,3.948929807110309,255
256,sniffer,mubblebumm,not enthuzd,transeded,oweee,earz,REKT,fLEsh stik,None,None,5.1666403864231905,256
257,droopy,nuddernuddermouf,grrrAAAAAuuugh,eeeeeediot,bierdy,earrz,ouchies,stupid sun,None,None,4.114004731675131,257
258,crooky,blablabla,look dis way,eeeeeediot,bumpynoggn,eirs,flappy,dirt,None,None,3.653118667292902,258
259,shnozz,blarrr,gooness,ooooh,kiwimonstr,woodywood eers,dawwww,stupid color,None,None,6.116045206826655,259
260,funny,blarrr,oook,lookin dere,avvokado,eirs,wanna poak dat,nothin,None,None,3.419164000645789,260
261,dizeezsd,mouffs,tremblr,squintee,bierdy,eerz?,wanna poak dat,bloody milk yumm,None,None,4.506193420363864,261
262,shnozz,ibblebiddle,narf,lookit dat,kiwimonstr,eer,wekkum tarbys,mold,None,None,2.339084215710663,262
263,berries,ibblebiddle,browney,blindeded,oweee,eermoffs,shy gobblin,fLEsh stik,None,None,4.994611012136882,263
264,blobby,mouf,suthpithus,ooooh,soft pare,earrz,ETH,mold,None,None,3.598077635568403,264
265,kwaigun,oobie doo,tremblr,grekd,flatface,eeeeers,yaris pleeze,stupid sun,None,None,8.193679013104314,265
266,das notta nose,flthththlffh,narf,krazed,STABBYSTABHEAD,EERS,clubbin time,dirt,None,None,5.283582625738554,266
267,goz down,blippyblipblipblip,don lookitme,punchded,growf,eeeeers,clubbin time,wat dis?,None,None,2.7656343237009597,267
268,ouchie,ibblebiddle,das not eyz eeder,transeded,deflateded,EERS,yur mom,mold,None,None,2.407833890629862,268
269,uppy,burblurblurb,zoweee,hangded over,SPIKR,eeerbonez,stukinda troat,mold,None,None,7.161742237862247,269
270,dizeezsd,ibblebiddle,i seend a mouse! yum!,glowcoma,growf,eerz?,dat spase soot gots holes,nothin,None,None,2.2290062785884137,270
271,pointy,nuddernuddermouf,not enthuzd,hipnoatisn,growf,eirs,REKT,stupid sun,None,None,7.904757635946683,271
272,arouzd,blablabla,hlo,sparples,bumpynoggn,eerz?,wekkum tarbys,mold,None,None,2.69680481684123,272
273,udder pointy kind,mubblebumm,wass dat way,das not an eyez!,oweee,iers,fansee,purdy cave,None,None,3.3710161721970513,273
274,sniffer,flthththlffh,narf,ooop,deflateded,buttfly eerz,dat spase soot gots holes,stupid sun,None,None,7.306224259664863,274
275,buttnose,blarrr,oook,krazed,growf,eer,furr,purdy cave,None,None,1.9194107956118884,275
276,arouzd,gaaahhh,look dis way,ooop,jawboymangirl,earz,fansee,darkerer,None,None,5.544986237053216,276
277,flassid,glaaaaaah,browney,spooky,flatface,EERS,wanna poak dat,fludded tunlz,None,None,4.471790022310376,277
278,crooky,blippyblipblipblip,zoweee,lookin hear,floppee,earrz,clubbin time,rottn elfboddie,None,None,4.822609161709637,278
279,berries,mrnnhrhmn,angreye,punchded,wart top,eer,yaris pleeze,fLEsh stik,None,None,5.675745162295125,279
280,berries,blablabla,zoweee,yallo,growf,buttfly eerz,dawwww,stupid sun,None,None,6.239857249442494,280
281,danglydoo,blippyblipblipblip,look dis way,squintee,growf,eeeeers,Diamondhands?,fLEsh stik,None,None,6.329318883216509,281
282,is dat a nose,gaaahhh,don lookitme,blindeded,avvokado,iers,flappy,wat dis?,None,None,4.217245892142871,282
283,zippyzipzip,mouffs,whaja say?,eeep,deflateded,eers,eeeeeeeeboooom,stupid sun,None,None,7.168614108677635,283
284,das notta nose,mouffs,nar,ooooh,deflateded,eer,Diamondhands?,fLEsh stik,None,None,4.616280301347055,284
285,funny,aaaabaaaaabbbaaa,grrrAAAAAuuugh,spooky,taterhead,floaty eerz,sashay,bloody milk yumm,None,None,3.8182011612434237,285
286,arouzd,gooooooo,browney,wass overder?,avvokado,eors,BLINGG,bloody milk yumm,None,None,4.912063225792581,286
287,is dat a nose,LAZERBARRF,gooness,lookin dere,furrrrrrrrrr,floaty eerz,clubbin time,nothin,None,None,7.230548345662805,287
288,das notta nose,yabbagabba,oook,lookit dat,bierdy,eer,stukinda troat,purdy cave,None,None,3.790705419679015,288
289,berries,mubblebumm,zoinks,krazed,bierdy,eer,Diamondhands?,nothin,None,None,3.7494163868193526,289
290,sniffer,mubblebumm,whaja say?,yallo,wart top,eors,RRRRRRAAAAAHHH,dirt,None,None,2.0500919564281794,290
291,zippyzipzip,yabbagabba,wass dat way,upside downside,deflateded,eirs,sashay,bloody milk yumm,None,None,3.8526011188336144,291
292,funny,blahhhhhhh,whoaz me,lookin down,taterhead,floaty eerz,RRRRRRAAAAAHHH,wat dis?,None,None,4.719454022901577,292
293,das notta nose,gooooooo,whoaz me,o noooooo,oweee,eors,furr,darkderest,None,None,5.3042422807871,293
294,blobby,mouf,grrrAAAAAuuugh,ooop,flatface,iers,dawwww,bloody milk yumm,None,None,2.02949492306403,294
295,arouzd,ibblebiddle,gooness,krazed,floppee,eeeeers,dawwww,kobold puke,None,None,2.7243425382263626,295
296,sniffer,ibblebiddle,look dis way,squintee,furrrrrrrrrr,eers,shy gobblin,dirt,None,None,4.960214495773415,296
297,kwaigun,blahhhhhhh,termigooblin,krazed,soft pare,eer,clubbin time,kobold puke,None,None,2.5248249896237467,297
298,crooky,mubblebumm,angreye,grekd,bumpynoggn,eors,sashay,darkderest,None,None,4.760737548393773,298
299,sniffer,blippyblipblipblip,das not eyz eeder,lookin dere,avvokado,eerchompr,RRRRRRAAAAAHHH,darkderest,None,None,4.058971268267533,299
300,buttnose,blahhhhhhh,peep,squintee,wart top,warin der farree,wekkum tarbys,darkerer,None,None,8.744085205854777,300
301,goz down,flthththlffh,don lookitme,seepy,bierdy,earz,RRRRRRAAAAAHHH,kobold puke,None,None,1.568536601318278,301
302,crooky,blarrr,oook,ooooh,taterhead,eers,sashay,stupid color,None,None,3.54301320554816,302
303,udder pointy kind,aaaabaaaaabbbaaa,narf,lookin dere,jawboymangirl,eers,furr,rottn elfboddie,None,None,3.7356526897991,303
304,ouchie,burblurblurb,das not eyz eeder,eeeeeediot,TAK UR ORDRR?,floaty eerz,furr,nothin,None,None,6.645767655788812,304
305,crooky,yabbagabba,narf,look up dere,STABBYSTABHEAD,eeeeers,furr,wat dis?,None,None,5.675732088137613,305
306,bloo,mubblebumm,nar,LAZERRR,avvokado,blingyfaweez,wekkum tarbys,mold,None,None,7.533240302752193,306
307,uppy,oobie doo,nar,o noooooo,soft pare,iers,stukinda troat,bloody milk yumm,None,None,4.932725635440972,307
308,arouzd,gaaahhh,whaja say?,eeeeeediot,SPIKR,iers,ouchies,nothin,None,None,5.923393334128967,308
309,arouzd,glibbaglab,browney,wass overder?,SPIKR,floaty eerz,flappy,wat dis?,None,None,5.5656500211768485,309
310,funny,blablabla,browney,transeded,cracky,EERS,clubbin time,wat dis?,None,None,2.834450753960209,310
311,berries,flthththlffh,look dis way,upside downside,kiwimonstr,LAAAAAZZER EERS,flappy,nothin,None,None,5.166645893790657,311
312,zippyzipzip,mouf,zoinks,hangded over,flatface,eeerbonez,ETH,stupid color,None,None,5.04967681815922,312
313,dribble,mubblebumm,narf,o noooooo,cracky,eeerbonez,REKT,kobold puke,None,None,4.630008903290316,313
314,pointy,gaaahhh,zoweee,teeny peephoal,avvokado,eeerbonez,sashay,wat dis?,None,None,4.162219313479007,314
315,bloo,blippyblipblipblip,termigooblin,hipnoatisn,avvokado,EERS,shy gobblin,bloody milk yumm,None,None,4.712549806570424,315
316,blobby,blahhhhhhh,gathp,grekd,cracky,eeerbonez,ouchies,purdy cave,None,None,2.4215920851685846,316
317,arouzd,mouf,whaja say?,spooky,TAK UR ORDRR?,eirs,grey body,nothin,None,None,6.281129076473901,317
318,dribble,blablabla,not enthuzd,o noooooo,bierdy,earrz,clubbin time,mold,None,None,2.2015194833279144,318
319,buttnose,blippyblipblipblip,wass dat way,sparples,oweee,eers,inna bun,bloody milk yumm,None,None,4.973995398621922,319
320,shnozz,flthththlffh,hlo,sparples,deflateded,eer,blarggh,kobold puke,None,None,1.9193935908524327,320
321,blobby,blablabla,nar,hipnoatisn,kiwimonstr,earz,dat spase soot gots holes,rottn elfboddie,None,None,4.499304345705136,321
322,droopy,glibbaglab,nspektin stuff,lookin hear,TAK UR ORDRR?,eers,shy gobblin,fLEsh stik,None,None,6.04724184996149,322
323,ouchie,mubblebumm,angreye,squintee,oweee,EERS,ETH,purdy cave,None,None,5.978416474314447,323
324,flassid,flthththlffh,gathp,grekd,wart top,eer,dawwww,rottn elfboddie,None,None,3.5636811192049374,324
325,goz down,blablabla,tremblr,seepy,cracky,eers,wekkum tarbys,mold,None,None,1.3758984938328618,325
326,dribble,nuddernuddermouf,angreye,ooooh,cracky,floaty eerz,furr,stupid sun,None,None,4.444239226920416,326
327,udder pointy kind,ibblebiddle,narf,eh?,furrrrrrrrrr,eer,furr,wat dis?,None,None,3.439820214925666,327
328,buttnose,glibbaglab,don lookitme,lookin dere,deflateded,earz,flappy,dirt,None,None,2.3390883447857505,328
329,crooky,blippyblipblipblip,nar,grekd,cracky,iers,ouchies,mold,None,None,3.109598106905643,329
330,is dat a nose,burblurblurb,angreye,hangded over,wart top,eer,BLINGG,wat dis?,None,None,4.175940344662398,330
331,kwaigun,mrnnhrhmn,nspektin stuff,upside downside,deflateded,eers,Diamondhands?,dirt,None,None,6.260492130651254,331
332,is dat a nose,bleebleebloobloo,tremblr,das not an eyez!,jawboymangirl,eer,dawwww,wat dis?,None,None,3.9901968178290086,332
333,pointy,LAZERBARRF,suthpithus,transeded,deflateded,iers,furr,darkderest,None,None,7.533235484454573,333
334,berries,nomnomhole,don lookitme,lookit dat,kiwimonstr,earrz,RRRRRRAAAAAHHH,kobold puke,None,None,2.579884602109797,334
335,udder pointy kind,bleebleebloobloo,look dis way,eh?,cracky,eers,wekkum tarbys,nothin,None,None,2.779378752874725,335
336,ouchie,mubblebumm,das not eyz eeder,hangded over,growf,eirs,BLINGG,fludded tunlz,None,None,2.889450495239201,336
337,bloo,aaaabaaaaabbbaaa,grrrAAAAAuuugh,seepy,TAK UR ORDRR?,floaty eerz,flappy,rottn elfboddie,None,None,5.930262452024048,337
338,uppy,gaaahhh,gooness,teeny peephoal,kiwimonstr,buttfly eerz,stukinda troat,dirt,None,None,9.720960991234524,338
339,sniffer,yabbagabba,termigooblin,seepy,taterhead,eeerbonez,fansee,purdy cave,None,None,2.3459533339111145,339
340,arouzd,mouffs,tremblr,wass overder?,soft pare,eors,BLINGG,stupid color,None,None,5.104693075585878,340
341,flassid,mouffs,i seend a mouse! yum!,transeded,flatface,floaty eerz,wanna poak dat,darkderest,None,None,3.9626873128845554,341
342,flassid,ibblebiddle,waaah,blindeded,flatface,eer,wekkum tarbys,darkderest,None,None,5.104708903121753,342
343,zippyzipzip,mouffs,waaah,hipnoatisn,kiwimonstr,earz,grey body,dirt,None,None,4.4167345381359855,343
344,bloo,gaaahhh,narf,yallo,taterhead,eors,grey body,nothin,None,None,2.15331935366856,344
345,udder pointy kind,blippyblipblipblip,don lookitme,blindeded,wart top,eirs,ouchies,darkerer,None,None,4.822642193394225,345
346,shnozz,glibbaglab,termigooblin,eeep,oweee,eerchompr,shy gobblin,fludded tunlz,None,None,5.545034410410229,346
347,kwaigun,blahhhhhhh,zoweee,punchded,soft pare,eirs,wekkum tarbys,mold,None,None,3.5154768597070674,347
348,das notta nose,glaaaaaah,narf,ooooh,oweee,eeerbonez,flappy,nothin,None,None,2.056962450783413,348
349,danglydoo,mubblebumm,gooness,das not an eyez!,bierdy,earrz,sashay,darkerer,None,None,4.389223657189436,349
350,LAAAYZERSNOT,nomnomhole,wass dat way,lookin down,soft pare,eerz?,stukinda troat,fLEsh stik,None,None,7.725877032250601,350
351,uppy,gaaahhh,termigooblin,blindeded,kiwimonstr,floaty eerz,wekkum tarbys,stupid color,None,None,6.721440130091001,351
352,goz down,gaaahhh,wass dat way,ooooh,soft pare,earz,flappy,kobold puke,None,None,0.6398052037712848,352
353,flassid,mrnnhrhmn,i seend a mouse! yum!,eeeeeediot,jawboymangirl,eer,blarggh,wat dis?,None,None,3.1990294634422307,353
354,flassid,nomnomhole,not enthuzd,krazed,jawboymangirl,eirs,shy gobblin,purdy cave,None,None,4.5199591852044,354
355,sniffer,blablabla,gathp,punchded,avvokado,woodywood eers,stukinda troat,purdy cave,None,None,7.712097506320305,355
356,ouchie,mouf,suthpithus,grekd,jawboymangirl,eerchompr,wekkum tarbys,dirt,None,None,3.515490621560257,356
357,ouchie,blippyblipblipblip,pinkypinkpink,lookit dat,TAK UR ORDRR?,eerchompr,dawwww,wat dis?,None,None,4.5199165176879985,357
358,bloo,mouffs,whoaz me,sparples,SPIKR,earrz,blarggh,mold,None,None,4.217228000909222,358
359,flassid,aaaabaaaaabbbaaa,gathp,glowcoma,deflateded,floaty eerz,sashay,dirt,None,None,4.065867913686132,359
360,is dat a nose,mrnnhrhmn,narf,lookin hear,growf,eors,ouchies,bloody milk yumm,None,None,3.955811312688709,360
361,flassid,nudder mouf,angreye,upside downside,wart top,eors,yaris pleeze,nothin,None,None,6.343051613776801,361
362,ouchie,blarrr,suthpithus,wass overder?,TAK UR ORDRR?,earrz,BLINGG,fludded tunlz,None,None,6.721406410405365,362
363,ouchie,glaaaaaah,browney,ooooh,oweee,eerchompr,Diamondhands?,stupid sun,None,None,6.480649377691453,363
364,udder pointy kind,ibblebiddle,narf,hangded over,growf,eirs,wanna poak dat,fLEsh stik,None,None,2.015707828664146,364
365,is dat a nose,mouffs,angreye,o noooooo,kiwimonstr,iers,clubbin time,purdy cave,None,None,3.494895655558334,365
366,arouzd,glaaaaaah,hlo,punchded,jawboymangirl,earrz,dawwww,bloody milk yumm,None,None,3.591165162308558,366
367,berries,blahhhhhhh,whaja say?,look up dere,deflateded,buttfly eerz,sashay,fludded tunlz,None,None,6.879648688306878,367
368,is dat a nose,LAZERBARRF,angreye,spooky,oweee,earrz,stukinda troat,wat dis?,None,None,7.147982667321429,368
369,funny,oobie doo,i seend a mouse! yum!,wass overder?,jawboymangirl,eerchompr,dat spase soot gots holes,kobold puke,None,None,3.2747322146764755,369
370,goz down,mouf,don lookitme,ooop,oweee,eerchompr,yur mom,bloody milk yumm,None,None,2.7174816774126582,370
371,is dat a nose,mubblebumm,whoaz me,ooooh,bumpynoggn,eers,blarggh,fLEsh stik,None,None,3.2196946244840734,371
372,dribble,blippyblipblipblip,gathp,lookit dat,flatface,eirs,wanna poak dat,dirt,None,None,2.868844517097998,372
373,pointy,nomnomhole,nar,wass overder?,soft pare,eerz?,yur mom,rottn elfboddie,None,None,6.040344516389158,373
374,LAAAYZERSNOT,blippyblipblipblip,browney,sparples,jawboymangirl,floaty eerz,blarggh,rottn elfboddie,None,None,6.969091053623664,374
375,is dat a nose,flthththlffh,tremblr,look up dere,flatface,iers,ouchies,nothin,None,None,2.8757170754563766,375
376,dribble,blarrr,nspektin stuff,transeded,STABBYSTABHEAD,earz,BLINGG,bloody milk yumm,None,None,5.1116062365414,376
377,LAAAYZERSNOT,glibbaglab,whoaz me,blindeded,TAK UR ORDRR?,woodywood eers,dat spase soot gots holes,purdy cave,None,None,11.956850840625968,377
378,sniffer,mouf,don lookitme,ooop,flatface,earz,sashay,nothin,None,None,1.1901880000582308,378
379,goz down,oobie doo,don lookitme,eeep,jawboymangirl,LAAAAAZZER EERS,furr,fLEsh stik,None,None,5.957776776334921,379
380,dribble,nuddernuddermouf,das not eyz eeder,transeded,bierdy,eors,ETH,purdy cave,None,None,4.561215184241877,380
381,goz down,blippyblipblipblip,narf,hipnoatisn,avvokado,earrz,yur mom,stupid sun,None,None,4.396101032471265,381
382,buttnose,mouf,peep,spooky,STABBYSTABHEAD,earz,stukinda troat,mold,None,None,6.164168259450697,382
383,ouchie,mubblebumm,grrrAAAAAuuugh,upside downside,deflateded,eors,inna bun,purdy cave,None,None,3.818204602470149,383
384,is dat a nose,nudder mouf,zoweee,seepy,taterhead,eers,wanna poak dat,wat dis?,None,None,3.887022408731494,384
385,ouchie,bleebleebloobloo,zoinks,eeeeeediot,TAK UR ORDRR?,earrz,shy gobblin,darkderest,None,None,6.96913441097334,385
386,berries,aaaabaaaaabbbaaa,pinkypinkpink,lookit dat,SPIKR,eer,clubbin time,nothin,None,None,3.715000600319116,386
387,uppy,ibblebiddle,das not eyz eeder,eeep,taterhead,eerz?,Diamondhands?,dirt,None,None,5.558759570516022,387
388,ouchie,mouf,das not eyz eeder,upside downside,deflateded,floaty eerz,flappy,dirt,None,None,2.4972962139317807,388
389,funny,blahhhhhhh,don lookitme,eeeeeediot,kiwimonstr,EERS,ouchies,rottn elfboddie,None,None,4.795152646892961,389
390,droopy,blablabla,not enthuzd,lookin dere,jawboymangirl,eerz?,wekkum tarbys,darkerer,None,None,4.740111613488921,390
391,blobby,flthththlffh,waaah,grekd,kiwimonstr,earz,New Tattoo,kobold puke,None,None,5.758288817121369,391
392,flassid,gooooooo,angreye,lookit dat,growf,earrz,dat spase soot gots holes,darkerer,None,None,3.721882106508259,392
393,danglydoo,glibbaglab,nspektin stuff,eh?,avvokado,eerz?,flappy,nothin,None,None,1.6992680011742676,393
394,buttnose,gooooooo,whoaz me,o noooooo,oweee,eerchompr,wanna poak dat,rottn elfboddie,None,None,6.23299294755475,394
395,uppy,oobie doo,look dis way,krazed,taterhead,eermoffs,grey body,wat dis?,None,None,5.7101347968158835,395
