,Chin,Eyes,Hat,Back,Layerz,Lol-Drip,Base-Layer,Sides,Nose,Smoking,Lips,Tattoos,Mouth,Body,Tail,Background,Rarity score,Token Id
151,Frills,Demon-Realm-1,Dad-Cap-Pink,Red-8,None,Astro-Creepz,None,Scales,Snouty,None,Neon-Green,Colour-Tatts,Spiky,Blue,Sharp,Grey,50.652801660740465,151
152,Triple,Dopey-Blue,Gypsy-King,Orange-7,None,Ronald,None,Stripes,Original,None,None,Colour-Tatts,Awkward,Grey,Spotty,Light-Green,35.57674635745048,152
153,Soft-Spikes,Squint-Blue,Creepz,Green-8,None,Highest-in-the-room,None,Techno,Deep,None,Green,Colour-Tatts,Goofy,Grey,Spotty,Light-Green,56.960427176352916,153
154,Frills,Chameleon-Almond-Green,Gatorade,Orange-9,Gillet,None,TShirt-Olive,Flaps,Original,None,Orange,None,Jaws,Blue,Spotty,Yellow,70.53853152371315,154
155,Big-Bumps,Vertical-Purple,Gatorade,Green-3,None,Gorn,None,Scales,Snouty,None,Red,Black-Tatts,Cheesy,Green,Waves,Blue,46.03352168564437,155
156,Lines,Demon-Realm-1,Police,Red-2,None,Three-Wolf-Moon,None,Bumps,Deep,None,Green,Chest-Hair,Spiky,Green,Black-Tatts,Sky,47.83389886790535,156
157,Spots,Crosseyed-Green,Sneakerhead,Red-2,Creepz-Bag,None,TShirt-White,Mottling,Wide,None,None,None,Cheerful,Blue,Spotty,Brown,45.999490830040976,157
158,None,Squint-Yellow,Bobble-Balaclava,None,Block-Chain,None,TShirt-White,None,Wide,None,None,None,Gappy,Green,Sharp,Teal,43.17022313873299,158
159,Little-Bumps,Crosseyed-Yellow,Backwards-Cap-Yellow,Pink-7,Dyor-Hoody,None,None,Speckled,Original,None,None,None,Befuddled,Green,Stripy,Lilac,20.112633655647393,159
160,Lines,Bowie-Purple,Crazy-Hair,Pink-1,None,None,None,Stripes,Wide,None,None,Chest-Hair,Cheerful,Grey,Mottled,Purple,5.845300693187573,160
161,Little-Bumps,White-Shades,Police,Purple-9,None,Slugger,None,Techno,Deep,None,Red,Chest-Hair,Checkerboard,Green,Curvy,Lilac,44.242481901217126,161
162,Stubble,Chameleon-Almond-Blue,Lumpy,Orange-2,Cbc-Hoody,None,TShirt-Purple,Speckled,Wide,None,Neon-Green,None,Awkward,Purple,Colour-Tatts,Green,71.9679976824288,162
163,Armoured,Squint-Grey,Lumpy,Pink-2,None,Cold-Blooded,None,Stripes,Flared,None,None,Chest-Hair,Gappy,Yellow,Curvy,Teal,23.828307820763563,163
164,Armoured,Crazed-Blue,Backwards-Cap-Blue,Red-2,Og-Hoody,None,None,Hatching,Snouty,Pipe,None,None,Closed,Blue,Curvy,Purple,49.82299602576871,164
165,Spikes,Squint-Yellow,Raptors,Orange-2,None,Agamids-Navy,None,Scales,Snouty,None,None,Chest-Hair,Scaly,Green,Colour-Tatts,Sky,24.311746566018762,165
166,Big-Bumps,Demon-Realm-1,Pimp,Green-3,Cbc-Hoody,None,TShirt-Purple,Hatching,Wide,None,None,None,Razor-Sharp,Green,Spotty,Blue,41.033166845904354,166
167,Triple,Vr5,Sneakerhead,Green-2,None,Camo-Brown,None,Techno,Deep,None,Neon-Green,Chest-Hair,Razor-Sharp,Blue,Stripy,Purple,44.620544355262346,167
168,Spots,Crosseyed-Blue,Hermes,Orange-6,None,Agamids-Black,None,Scales,Flared,None,Orange,Black-Tatts,Spiky,Blue,Spotty,Yellow,53.85942358430441,168
169,Flaps,Bowie-Red,Bobble-Hat-Grey,Green-1,None,Cold-Blooded,None,Spots,Wide,None,None,Chest-Hair,Gappy,Green,Stripy,Blue,20.291365730838358,169
170,Spikes,Diamond,Line,Purple-6,Poncho,None,TShirt-Turquoise,Scales,Deep,None,Orange,None,Razor-Sharp,Green,Waves,Blue,61.48067397094308,170
171,Big-Bumps,Nerd,Red-Camo,Purple-9,None,Camo-Brown,None,Bumps,Original,None,Neon-Green,Chest-Hair,Razor-Sharp,Grey,Spotty,Blue,47.776140773074324,171
172,Spots,V,Eggscellent,Pink-9,None,None,Sweater-Black,Sharp,Wide,None,Green,None,Cheesy,Blue,Curvy,Brown,44.431708099651445,172
173,Armoured,Polycoria,Bucket-Burberry,Pink-5,Police-vest,None,TShirt-White,Sharp,Snouty,None,None,None,Razor-Sharp,Yellow,Waves,Blue,44.00828852707546,173
174,Little-Bumps,Sunglasses-2,Wizard,Purple-2,Fire-Hoody,None,Sweater-Navy,Speckled,Snouty,None,None,None,Disgusted,Green,Bone,Sky,47.19447746449036,174
175,Frills,Crosseyed-Green,Lwa,Purple-6,None,Gorn,None,Techno,Original,None,None,Colour-Tatts,Awkward,Grey,Mottled,Green,31.51896843014822,175
176,Big-Bumps,Demon-Realm-1,Dad-Cap-Black,Bones,Fire-Hoody,None,None,Sharp,Snouty,Cigarette,None,None,Closed,Green,Rainbow,Lilac,57.631663887552534,176
177,Armoured,Vertical-Purple,Ears,Red-9,None,Tie-Dye-1,None,Mottling,Original,None,None,Chest-Hair,Gappy,Green,Mottled,Sky,22.90233162236477,177
178,Flaps,Sunglasses-2,Backwards-Cap-Black,Pink-2,None,Tie-Dye-3,None,Flaps,Flared,None,None,Black-Tatts,Cheerful,Blue,Bone,Grey,32.696657582800306,178
179,Armoured,Weird-Pupil-Purple,Pyramid,Pink-7,Fire-Hoody,None,TShirt-Turquoise,Stripes,Wide,None,None,None,Scaly,Blue,Black-Tatts,Brown,44.55961972777308,179
180,Creases,Sunglasses-2,Five-Panel-Olive,Pink-7,None,V,None,Stripes,Flared,None,Purple,Chest-Hair,Cheesy,Green,Colour-Tatts,Sky,49.47481099702532,180
181,Creases,Vr5,Lumpy,Orange-6,Rosette,None,TShirt-Purple,Speckled,Deep,None,None,None,Spiky,Grey,Stripy,Light-Green,47.45328760579261,181
182,Spikes,Glass,Bishop,Green-3,Gillet,None,Sweater-Purple,Stripes,Flared,None,None,None,Checkerboard,Grey,Stripy,Purple,43.055225200454345,182
183,Big-Bumps,Weird-Pupil-Purple,Koopa-Green,Orange-7,Og-Hoody,None,None,Bumps,Wide,None,None,None,Scaly,Green,Curvy,Teal,18.250474852673083,183
184,Big-Bumps,Dopey-Blue,Bucket-Burberry,Purple-3,Peace,None,TShirt-Olive,Colour-Tatts,Flared,None,Neon-Green,None,Goofy,Grey,Mottled,Blue,67.24690045339324,184
185,Flaps,Bowie-Blue,Jurassic,Purple-7,None,None,None,Flaps,Wide,None,None,Black-Tatts,Cheerful,Purple,Mottled,Blue,15.718026107576181,185
186,Little-Bumps,Demon-Realm-1,Purple-Camo,Pink-7,None,Lemuria-Wyoming-2,None,Mottling,Snouty,None,Green,Colour-Tatts,Grills,Green,Stripy,Lilac,51.07486598172512,186
187,Flaps,V,Bucket-Burberry,Pink-2,Military-Vest,None,TShirt-Purple,Spots,Deep,None,None,None,Befuddled,Grey,Plain,Blue,45.22004281076522,187
188,Flaps,Bowie-Pink,Lwa,Orange-7,None,Cold-Blooded,None,Colour-Tatts,Flared,None,None,Chest-Hair,Befuddled,Grey,Mottled,Purple,23.239472602947004,188
189,Lines,Veins-1,Lwa,Purple-4,None,Birds-Aren't-Real,None,Sharp,Original,None,None,Colour-Tatts,Razor-Sharp,Green,Plain,Blue,28.107964617357638,189
190,None,Dopey-Green,Balaclava,None,Lanyard,None,TShirt-Turquoise,None,Wide,None,None,None,Cheesy,Green,Waves,Teal,44.25996128466699,190
191,Frills,Weird-Pupil-Yellow,Dad-Cap-Pink,Orange-8,Gillet,None,Sweater-Purple,Black-Tatts,Flared,None,None,None,Gappy,Green,Mottled,Lilac,44.17839875543984,191
192,Flaps,Vertical-Blue,Bucket-Creepz,Purple-5,Ngmi-Hoody,None,None,Scales,Original,None,Red,None,Spiky,Green,Black-Tatts,Blue,39.10435379239011,192
193,Triple,Dopey-Yellow,Dad-Cap-Pink,Green-5,Sneakers,None,None,Ovals,Snouty,Cigarette,None,None,Closed,Blue,Curvy,Brown,56.103259858386565,193
194,Triple,Squint-Blue,Lu-Tang,Hair,Police-vest,None,None,Stripes,Original,None,Neon-Green,None,Cheesy,Green,Waves,Purple,38.97504186556583,194
195,Flaps,Squint-Green,Dad-Cap-Green,Orange-1,Puffer-vest,None,TShirt-White,Ovals,Deep,None,None,None,Razor-Sharp,Purple,Sharp,Green,48.951105246373125,195
196,Lines,Purple-Shades,Line,Green-7,Tech-3,None,Sweater-Turquoise,Techno,Original,Cigarette,None,None,Closed,Grey,Techno,Pink,83.5843421055688,196
197,Creases,Chameleon-Almond-Green,Wizard,Purple-9,None,Camo-Desert,None,Stripes,Original,None,None,Chest-Hair,Befuddled,Green,Waves,Sky,24.352535981846483,197
198,Armoured,Squint-Yellow,Bucket-Creepz,Red-9,None,None,Sweater-Black,Ovals,Flared,None,None,None,Spiky,Yellow,Sharp,Grey,24.136732870468414,198
199,Creases,Vr3,Bobble-Hat-Olive,Green-6,None,Run-Cbc,None,Spots,Wide,None,Purple,Chest-Hair,Checkerboard,Blue,Waves,Purple,44.157651404788304,199
200,Little-Bumps,Demon-Realm-2,Creepz-Trucker,Purple-4,None,Tie-Dye-3,None,Flaps,Original,None,None,Chest-Hair,Gappy,Yellow,Colour-Tatts,Blue,28.924531482462335,200
201,Flaps,Weird-Pupil-Yellow,Five-Panel-Blue-Checkerboard,Pink-2,None,Creepz-Rugby,None,Techno,Original,None,None,Black-Tatts,Scaly,Yellow,Curvy,Purple,28.706892550929126,201
202,Stubble,Squint-Purple,Kruger,Red-3,Gillet,None,TShirt-Black,Bumps,Flared,None,None,None,Cheesy,Green,Colour-Tatts,Purple,43.86216666698975,202
203,Spots,Vr3,Police,Green-7,Og-Hoody,None,Sweater-White,Markings,Snouty,None,Orange,None,Spiky,Yellow,Mottled,Grey,69.3605135941993,203
204,Big-Bumps,White-Shades,Lumpy,Tech,None,None,Sweater-Purple,Scales,Flared,Spliff,None,None,Closed,Blue,Bone,Grey,58.29221075653943,204
205,Spikes,Veins-2,Eggscellent,Purple-3,None,Black-Puffer,None,Mottling,Snouty,None,Red,Black-Tatts,Razor-Sharp,Yellow,Waves,Grey,53.73344607979572,205
206,Armoured,Bosseyed-Yellow,Raptors,Orange-2,None,None,None,Scales,Wide,None,Neon-Green,Colour-Tatts,Spiky,Yellow,Spotty,Light-Blue,37.810902405290584,206
207,Flaps,Demon-Realm-2,Creepz-Trucker,Purple-4,None,Run-Cbc,None,Flaps,Deep,Spliff,None,Chest-Hair,Closed,Grey,Techno,Pink,65.78572314497524,207
208,Little-Bumps,Vr2,Dad-Cap-Pink,Pink-2,Og-Hoody,None,TShirt-Purple,Ovals,Original,None,Green,None,Spiky,Purple,Colour-Tatts,Blue,69.41164912786294,208
209,Armoured,Dopey-Blue,Lu-Tang,Orange-2,None,Floral-Green-Orange,None,Speckled,Snouty,None,Red,Colour-Tatts,Checkerboard,Blue,Spotty,Purple,45.635277782554816,209
210,Flaps,Bowie-Pink,Ushanka,None,Baggy-Purple,None,Sweater-White,None,Flared,None,Blue,None,Razor-Sharp,Green,Mottled,Blue,63.587499707776885,210
211,Big-Bumps,Vr2,Koopa-Green,Purple-2,Stormzy,None,Sweater-Black,Bumps,Wide,None,None,None,Spiky,Purple,Bone,Teal,54.00270680792333,211
212,Big-Bumps,Squint-Blue,Red-Camo,Orange-4,None,Gorn-Hub,None,Spots,Flared,None,Green,Chest-Hair,Checkerboard,Grey,Sharp,Blue,46.28513075242488,212
213,Frills,Squint-Yellow,Pimp,Purple-1,Tech-3,None,Sweater-Purple,Ovals,Snouty,None,None,None,Gappy,Grey,Curvy,Purple,43.32402080351071,213
214,Soft-Spikes,Bosseyed-Pink,Fujita,None,Vest-2,None,TShirt-Navy,None,Flared,None,None,None,Spiky,Purple,Sharp,Green,50.972965627434064,214
215,Lines,Squint-Purple,Bucket-Creepz,Purple-4,None,None,Sweater-White,Scales,Wide,None,Red,None,Razor-Sharp,Green,Black-Tatts,Lilac,42.62412496303553,215
216,Veiny,Vertical-Blue,Dad-Cap-Black,Green-3,None,Argyle-1,None,Scales,Wide,None,None,Chest-Hair,Scaly,Purple,Spotty,Yellow,32.47508028790967,216
217,Stubble,Crosseyed-Red,Backwards-Cap-Red,Purple-9,None,One-Of-Us,None,Speckled,Flared,None,Blue,Chest-Hair,Cheesy,Green,Stripy,Blue,44.38239735075923,217
218,Stubble,Crazed-Yellow,Monster,Orange-6,None,None,None,Sharp,Original,None,Red,Black-Tatts,Spiky,Blue,Curvy,Yellow,32.684200564489196,218
219,Plasters,Dopey-Blue,Line,Pink-9,Tech-3,None,None,Stripes,Flared,None,None,None,Checkerboard,Blue,Curvy,Purple,18.92821656716879,219
220,Soft-Spikes,Chameleon-Circle-Blue,Dad-Cap-Pink,Purple-8,None,Lemuria-Wyoming-2,None,Ovals,Original,None,None,Chest-Hair,Disgusted,Blue,Sharp,Yellow,25.094589972083803,220
221,Little-Bumps,Bosseyed-Red,Beanie-Creepz,Pink-4,None,Dystopian,None,Markings,Wide,None,Orange,None,Cheesy,Blue,Bone,Grey,42.7606817802708,221
222,Soft-Spikes,Sunglasses-1,Bobble-Hat-Orange,Red-7,Gillet,None,Sweater-Olive,Spots,Wide,None,None,None,Scaly,Green,Waves,Sky,42.54097883488418,222
223,Plasters,Crosseyed-Red,Wizard,Purple-7,None,Slugger,None,Hatching,Deep,None,None,Chest-Hair,Closed,Blue,Waves,Brown,26.599430064097103,223
224,Spots,Crosseyed-Blue,Five-Panel-Red,Green-2,None,Camo-Desert,None,Stripes,Flared,None,None,Black-Tatts,Scaly,Purple,Waves,Yellow,35.63103795777872,224
225,Plasters,Blinky,Pink-Bucket,Pink-7,None,Camo-Brown,None,Speckled,Flared,None,None,Black-Tatts,Closed,Blue,Sharp,Brown,31.16486184129519,225
226,Little-Bumps,Nerd,Purple-Camo,Pink-7,None,Gorn-Hub,None,Spots,Deep,None,None,Black-Tatts,Awkward,Green,Spotty,Lilac,27.702694894068518,226
227,Big-Bumps,Vr4,Headband-1,Purple-8,None,None,None,Flaps,Snouty,None,None,Black-Tatts,Scaly,Grey,Plain,Blue,14.128188536172543,227
228,Lines,Dopey-Yellow,Jurassic,Purple-7,None,Lemuria-Wyoming-2,None,Spots,Wide,None,None,Colour-Tatts,Closed,Blue,Curvy,Grey,27.0560081328902,228
229,Big-Bumps,Vertical-Red,Gypsy-King,Pink-4,None,Leopard,None,Sharp,Original,None,Red,Black-Tatts,Awkward,Green,Colour-Tatts,Teal,50.41783031667338,229
230,Little-Bumps,Squint-Purple,Five-Panel-Red,Pink-9,Ngmi-Hoody,None,Sweater-Olive,Colour-Tatts,Original,None,None,None,Gappy,Blue,Curvy,Green,43.13000741817877,230
231,Soft-Spikes,Crazed-Yellow,Eggscellent,Pink-9,Peace,None,TShirt-Navy,Markings,Deep,None,Red,None,Goofy,Blue,Mottled,Brown,67.27752268808625,231
232,Frills,White-Shades,Purple-Camo,Purple-7,None,Lemuria-Wyoming-2,None,Colour-Tatts,Flared,None,Red,Chest-Hair,Grills,Yellow,Colour-Tatts,Light-Blue,54.22334865829319,232
233,Armoured,Sunglasses-2,Wizard,Tech,None,None,TShirt-Turquoise,Bumps,Wide,None,None,None,Befuddled,Grey,Mottled,Blue,21.225898664855865,233
234,Soft-Spikes,Vr5,Backwards-Cap-Red,Red-2,Ngmi-Hoody,None,Sweater-Pink,Spots,Original,None,None,None,Scaly,Yellow,Sharp,Grey,46.46940837770131,234
235,Spikes,Glass,Duckhead,Green-3,Og-Hoody,None,Sweater-Olive,Techno,Wide,None,None,None,Disgusted,Grey,Waves,Green,45.662579678101224,235
236,Little-Bumps,Purple-Shades,Gatorade,Purple-4,Hawaiian-Lei,None,None,Bumps,Original,None,None,None,Closed,Blue,Bone,Grey,22.679756742293687,236
237,Flaps,Squint-Blue,Red-Camo,Orange-4,None,Slugger,None,Markings,Snouty,None,Red,Chest-Hair,Awkward,Blue,Sharp,Brown,47.34024178931891,237
238,Armoured,Diamond,Raptors,Purple-6,None,Diamond-Hands,None,Colour-Tatts,Original,None,None,Colour-Tatts,Scaly,Blue,Colour-Tatts,Purple,25.792944868542968,238
239,Little-Bumps,Dopey-Yellow,Eggscellent,Purple-6,Ngmi-Hoody,None,None,Markings,Deep,None,None,None,Goofy,Green,Sharp,Teal,18.12814860871363,239
240,Spikes,Chameleon-Almond-Blue,Police,Green-2,None,Birds-Aren't-Real,None,Scales,Deep,None,None,Chest-Hair,Befuddled,Green,Waves,Sky,22.997609356627848,240
241,Triple,Pokeball,Fujita,None,Cbc-Hoody,None,Sweater-Purple,None,Original,None,None,None,Disgusted,Green,Spotty,Sky,45.914219061357414,241
242,Frills,Weird-Pupil-Blue,Ronald,Purple-4,None,Cold-Blooded,None,Scales,Snouty,None,Green,Chest-Hair,Spiky,Green,Stripy,Sky,45.43058214886756,242
243,Stubble,Glass,Backwards-Cap-Blue,Pink-9,Gillet,None,None,Speckled,Wide,None,Neon-Green,None,Awkward,Green,Plain,Lilac,45.122743618305414,243
244,Frills,Crosseyed-Yellow,Miner,Purple-6,None,None,None,Spots,Deep,None,None,Colour-Tatts,Scaly,Purple,Colour-Tatts,Yellow,18.873749065331573,244
245,Big-Bumps,Bosseyed-Green,Backwards-Cap-Yellow,Red-2,None,None,None,Spots,Flared,None,Gradient,Colour-Tatts,Awkward,Grey,Curvy,Purple,34.086904099180146,245
246,Spikes,Bosseyed-Purple,Red-Camo,Purple-1,Gucci-Bag,None,TShirt-White,Speckled,Deep,None,Red,None,Cheesy,Purple,Colour-Tatts,Yellow,72.63513740178395,246
247,Little-Bumps,Vr1,Skull-And-Bones,Red-1,None,Lousy-Lemuria,None,Mottling,Flared,None,Orange,Chest-Hair,Checkerboard,Blue,Sharp,Purple,44.001101893550384,247
248,Frills,Squint-Purple,Lwa,Pink-8,None,Birds-Aren't-Real,None,Hatching,Snouty,None,Green,Chest-Hair,Grills,Yellow,Waves,Blue,49.73685444614845,248
249,Spots,Vr1,Sombrero,Pink-8,None,Rcsa,None,Colour-Tatts,Snouty,None,None,Black-Tatts,Cheerful,Grey,Spotty,Blue,30.916280147180302,249
250,None,Bosseyed-Red,Bunny-Balaclava,None,None,Blue-Puffer,None,None,Snouty,None,Red,Colour-Tatts,Jaws,Grey,Curvy,Pink,59.28162879363795,250
251,Soft-Spikes,Vr1,Bobble-Hat-Red,Pink-9,None,None,None,Colour-Tatts,Deep,None,Red,Chest-Hair,Cheesy,Blue,Spotty,Grey,27.690152114552085,251
252,Armoured,Vr5,Koopa-Green,Flames,None,Run-Cbc,None,Hatching,Wide,None,Red,Chest-Hair,Checkerboard,Grey,Mottled,Purple,43.68442212412917,252
253,Lines,Bosseyed-Pink,Koopa-Green,Orange-1,None,Lucky-Lizards,None,Ovals,Wide,Pipe,None,Chest-Hair,Closed,Blue,Waves,Grey,57.82723828845959,253
254,Spots,Chameleon-Almond-Blue,Raptors,Purple-9,None,None,None,Black-Tatts,Deep,None,None,Chest-Hair,Disgusted,Yellow,Techno,Blue,10.91435906267422,254
255,Triple,Squint-Yellow,Beanie-Burgundy,Green-2,None,None,None,Bumps,Snouty,None,Green,Black-Tatts,Razor-Sharp,Yellow,Sharp,Teal,38.321530296600514,255
256,Creases,Vr2,Pyramid,Red-6,Hawaiian-Lei,None,Sweater-White,Speckled,Original,None,None,None,Checkerboard,Grey,Mottled,Green,45.04318685817233,256
257,Big-Bumps,Vr1,Headband-1,Pink-2,None,Creepz-Rugby,None,Sharp,Original,None,Neon-Green,Chest-Hair,Razor-Sharp,Yellow,Sharp,Blue,47.388016549493024,257
258,Flaps,Bowie-Purple,Raptors,Pink-5,Ngmi-Hoody,None,Sweater-Olive,Bumps,Original,None,None,None,Befuddled,Yellow,Mottled,Purple,46.02351411926165,258
259,Little-Bumps,Weird-Pupil-Green,Bucket-Burberry,Green-2,Block-Chain,None,TShirt-White,Flaps,Flared,None,None,None,Befuddled,Green,Black-Tatts,Purple,40.001523561220495,259
260,Spots,Dopey-Grey,Raptors,Orange-4,None,Argyle-3,None,Sharp,Flared,None,None,Chest-Hair,Scaly,Yellow,Mottled,Grey,26.73899679805114,260
261,Lines,Vertical-Blue,Lumpy,Green-5,None,Birds-Aren't-Real,None,Markings,Deep,Cigarette,None,Chest-Hair,Closed,Blue,Colour-Tatts,Purple,56.71421412891197,261
262,Lines,Peace,Backwards-Cap-Black,Orange-5,Military-Vest,None,Sweater-Black,Speckled,Snouty,None,None,None,Gappy,Grey,Sharp,Light-Green,48.75342589429608,262
263,Little-Bumps,Squint-Grey,Beanie-Burgundy,Pink-7,None,None,TShirt-Olive,Stripes,Flared,None,Neon-Green,None,Cheesy,Blue,Spotty,Yellow,45.59933610812638,263
264,Creases,Weird-Pupil-Red,Bucket-Navy,Green-8,Sneakers,None,TShirt-White,Spots,Snouty,None,None,None,Goofy,Grey,Stripy,Pink,47.07528152266869,264
265,Armoured,Dopey-Grey,Bucket-Creepz,Green-1,Sneakers,None,None,Ovals,Original,None,Green,None,Cheesy,Grey,Spotty,Purple,39.012446310132646,265
266,Creases,Caiman,Skull-And-Bones,Pink-2,None,Suit-1,None,Stripes,Flared,None,None,Black-Tatts,Scaly,Purple,Stripy,Yellow,35.16813734199368,266
267,Big-Bumps,Trippy,Five-Panel-Purple,Tech,Masonic-Collar,None,Sweater-Black,Hatching,Flared,None,Green,None,Spiky,Grey,Mottled,Purple,66.0486973854599,267
268,Armoured,Dopey-Purple,Police,Green-8,None,Dyor-Sweater,None,Black-Tatts,Original,Cigarette,None,Colour-Tatts,Closed,Blue,Mottled,Purple,57.11618094959877,268
269,Little-Bumps,Caiman,Monster,Red-6,Peace,None,Sweater-White,Scales,Deep,None,None,None,Razor-Sharp,Grey,Spotty,Blue,43.5113092977231,269
270,Frills,Chameleon-Circle-Orange,Backwards-Cap-Black,Orange-6,None,Gorn-Hub,None,Markings,Original,None,None,Chest-Hair,Spiky,Blue,Spotty,Brown,27.195216341870747,270
271,Frills,Crazed-Grey,Bucket-Burberry,Purple-9,Bullets,None,Sweater-White,Hatching,Deep,None,Orange,None,Awkward,Green,Waves,Blue,62.403083196057565,271
272,Big-Bumps,Dopey-Grey,Dad-Cap-Green,Green-1,None,Gorn-Hub,None,Ovals,Deep,None,Red,Black-Tatts,Goofy,Blue,Spotty,Green,49.38979907356003,272
273,Triple,Squint-Yellow,Skull-And-Bones,Green-8,None,None,Sweater-Pink,Markings,Deep,None,Orange,None,Cheesy,Green,Stripy,Lilac,46.46744820607918,273
274,Creases,White-Shades,Wizard,Red-8,None,Creepz-Rugby,None,Colour-Tatts,Deep,None,Orange,Black-Tatts,Cheesy,Blue,Black-Tatts,Green,53.19211719560004,274
275,Veiny,Veins-2,Bobble-Hat-Purple,Red-6,Ngmi-Hoody,None,None,Spots,Wide,None,None,None,Disgusted,Blue,Waves,Grey,22.42081940975685,275
276,Plasters,Vr1,Pyramid,Red-5,None,Astro-Creepz,None,Flaps,Original,None,None,Colour-Tatts,Awkward,Purple,Waves,Grey,36.84644381068608,276
277,Soft-Spikes,Sunglasses-1,Queen,Green-5,None,Birds-Aren't-Real,None,Speckled,Original,Pipe,None,Colour-Tatts,Closed,Yellow,Spotty,Purple,64.89428851101064,277
278,Big-Bumps,Dopey-Purple,Five-Panel-Purple,Pink-4,None,Gorn-Hub,None,Colour-Tatts,Original,None,Green,Black-Tatts,Razor-Sharp,Green,Techno,Blue,49.16180513101598,278
279,Frills,Vertical-Purple,Bucket-Burberry,Pink-9,Military-Vest,None,None,Bumps,Snouty,None,Green,None,Cheesy,Yellow,Mottled,Blue,44.52022601756202,279
280,Flaps,Bowie-Blue,Miner,Purple-8,Vest-2,None,None,Spots,Original,None,Neon-Green,None,Cheesy,Green,Curvy,Purple,37.78022561857153,280
281,Stubble,Chameleon-Almond-Purple,Monster,Green-7,None,Gorn-Hub,None,Spots,Original,None,Green,Colour-Tatts,Awkward,Purple,Waves,Green,55.45584450619872,281
282,Spots,Chameleon-Circle-Purple,Pyramid,Orange-3,None,Gorn-Hub,None,Colour-Tatts,Deep,None,None,Chest-Hair,Disgusted,Blue,Spotty,Yellow,25.90822569312109,282
283,Little-Bumps,Diamond,Bucket-Creepz,Orange-2,None,None,None,Speckled,Original,None,Gradient,Black-Tatts,Cheesy,Green,Waves,Teal,30.434055131730435,283
284,Triple,Bosseyed-Blue,Five-Panel-Olive,Green-3,None,Lemuria-Wyoming-1,None,Sharp,Flared,None,None,Black-Tatts,Awkward,Blue,Spotty,Grey,30.950454361654856,284
285,None,Vertical-Purple,Bobble-Balaclava,None,None,None,None,None,Wide,None,Blue,Black-Tatts,Spiky,Blue,Sharp,Yellow,37.96709730723101,285
286,Spots,Trippy,Pimp,Green-1,None,Camo-Desert,None,Spots,Snouty,None,None,Chest-Hair,Cheerful,Blue,Stripy,Green,23.5764098000975,286
287,Flaps,Nerd,Camo,Orange-4,None,Tie-Dye-1,None,Speckled,Original,None,None,Black-Tatts,Befuddled,Purple,Stripy,Grey,35.12722106654697,287
288,Lines,Weird-Pupil-Yellow,Bucket-Creepz,Red-8,Creepz-Bag,None,Sweater-Olive,Scales,Snouty,None,None,None,Scaly,Purple,Stripy,Teal,48.45054034612004,288
289,Creases,Weird-Pupil-Green,Red-Camo,Orange-3,None,Camo-Desert,None,Bumps,Snouty,None,None,Black-Tatts,Scaly,Grey,Curvy,Purple,28.63213913208425,289
290,Creases,Weird-Pupil-Red,Raptors,Green-3,Fire-Hoody,None,Sweater-Olive,Markings,Wide,None,None,None,Befuddled,Purple,Mottled,Green,50.217263290623805,290
291,Armoured,White-Shades,Five-Panel-Purple,Pink-7,Ase-Chain-Gold,None,None,Hatching,Wide,None,Blue,None,Awkward,Green,Curvy,Sky,42.63776596761103,291
292,Soft-Spikes,Purple-Shades,Miner,Purple-5,Iridescent-Bag,None,None,Stripes,Wide,None,None,None,Disgusted,Blue,Sharp,Yellow,22.00544933777048,292
293,Big-Bumps,Chameleon-Almond-Yellow,Line,Pink-3,None,Slugger,None,Flaps,Snouty,None,None,Chest-Hair,Disgusted,Yellow,Stripy,Purple,25.88793915663123,293
294,Armoured,Crosseyed-Green,Raptors,Orange-1,None,Lemuria-Wyoming-1,None,Hatching,Original,None,None,Chest-Hair,Gappy,Green,Techno,Teal,23.021413853056167,294
295,Veiny,Demon-Realm-1,Red-Camo,Orange-6,Vest-1,None,Sweater-White,Scales,Deep,None,Green,None,Jaws,Blue,Sharp,Green,67.23666463594415,295
296,Big-Bumps,Sunglasses-1,Raptors,Red-7,Creepz-Hoody,None,Sweater-Olive,Speckled,Deep,None,None,None,Cheerful,Blue,Black-Tatts,Brown,47.68464628414293,296
297,Spots,Caiman,Bucket-Navy,Pink-4,Iridescent-Bag,None,Sweater-Purple,Techno,Flared,None,Purple,None,Goofy,Blue,Stripy,Purple,63.54011868968692,297
298,Big-Bumps,Vertical-Red,Bucket-Burberry,Orange-4,Sneakers,None,Sweater-White,Flaps,Deep,None,None,None,Befuddled,Grey,Curvy,Green,45.46848110086073,298
299,Spikes,Vr1,Purple-Camo,Orange-7,None,Lemuria-Wyoming-2,None,Stripes,Flared,None,Purple,Chest-Hair,Grills,Grey,Techno,Blue,49.16165009274589,299
