,Ethnicity,Tatoos,Neck Accessories,Head Accessories,Hair,Color Eyes,Clothes,Body Accessories,Earings,Nose Accessories,Rarity score,Token Id
230,2,Yddre,None,Nebula,Fr33zy,Sapphire,Rorschach,M3tr0 Tw1,None,None,35.40261643979902,230
231,3,None,Sh4ggy Sl,None,Dk Motok-0,Pk M3rm4id,Str4w-J4p,None,None,None,24.112551515353516,231
232,2,None,None,P-43cock Dark,M1ley,None,Pandora Kh,M3tr0 Tw1,None,None,14.644316490783213,232
233,2,None,None,Teal'c,Blond shorty,None,Pandora Bl,Nek_Gl7,None,None,14.02459369504726,233
234,2,Ohm,None,Teal'c,M1ley,Sapphire,buildy yellow silver,Nek_Gl7,Pyram1d,None,53.17826451604054,234
235,3,Ohm,None,None,Dk Leia,Pk M3rm4id,Kiya-T4 Rd,B3cky Br,None,None,30.61306974104163,235
236,3,None,None,Neo,Dk Leia,None,Mam3-Shib0r1,Abydoss,None,None,13.878199717625856,236
237,4,None,Damondy,Light Tb2,Brado,None,Ruby snake,Purple Padm3,Geometria,None,39.98992007700432,237
238,2,Ohm,None,Loop HT-X,Blond shorty,None,Pandora Bl,Sw1 Tch,Pyram1d,None,38.87810311597762,238
239,2,Mothered,94 Blue PU,Teal'c,Xtail,None,Dk Flowpow 0,N0v4,None,None,29.641444242958094,239
240,3,Yddre,Sh4ggy Gl,None,Br Leia,None,P13N-FU Gr,Pk Priam,None,None,20.581839331090887,240
241,2,THO,None,Teal'c,M1ley,None,Pandora Bl Cl,M3tr0 Tw1,Pyram1d,None,36.60825834422175,241
242,4,H3art,None,Dark Tb2,Double line,Ruby,Blue Kroko,None,None,None,33.5759209340738,242
243,2,Ohm,Double 50X-TS Goldy,Loop HT-X,M1ley,Sapphire,BL Kombinacija,N0v4,None,None,44.66192713409526,243
244,2,THO,None,P-43cock Dark,Blond shorty,None,Mono Red,M3tr0 Tw1,None,None,20.5538317423024,244
245,3,None,None,None,Pk Motok-0,None,Zh0ra Gr,Pk J4w,None,None,7.735061597226682,245
246,2,THO,None,P-43cock Blue,Blond shorty,Sapphire,Mono White,None,None,None,28.716050178922675,246
247,4,H3art,Perly,Purple Hk-Tk,Brado,None,Purple Aredeko,None,Ona Jenta,None,40.94815608601493,247
248,4,Yddre,Gyraphe,Light Tb2,Goldy Skrill,None,Blue Kroko,None,Geometria,None,38.33977556810168,248
249,4,None,Gyraphe,Copper Hk-Tk,Macca,None,Black Aredeko,None,None,Silver Innoza,36.25299808505324,249
250,4,None,Damondy,Silver Liner Kb2,Shorty,None,Blue Kroko,Dark Padm3,Ring Hysteria ,None,37.675701461913626,250
251,4,THO,Gyraphe,Light Tb2,Macca gold,None,Sun snake,None,Geometria,Silver Innoza,60.859016298259924,251
252,4,Yddre,Damondy,blue jewels,Brado,None,Sun snake,Dark Padm3,Ring Hysteria ,None,43.951299230613564,252
253,2,Ohm,None,Teal'c,Brown Tifa ,None,Gr Flowpow 0,None,None,None,13.633169307629824,253
254,1,THO,Gl J0sh1,L3x4,Gi Mkia-Wa,None,Bl PSLV,3mr0s,None,None,27.824304255434168,254
255,1,None,70 Blue,Yoona-939,Mahogany,Fire,Leeloo Dk,None,None,None,30.668813579618764,255
256,4,Mothered,Damondy,Silver Liner Kb2,Bald,None,White Aredeko,Purple Padm3,Ona Jenta,None,46.26786716070862,256
257,1,THO,D4isy,Tiger,lanu,None,Tq 1ungle,V0l-T4n,None,None,26.090377937721993,257
258,4,H3art,Gyraphe,Purple Hk-Tk,Double line,None,Pryzo Red,None,None,None,23.807961918077538,258
259,1,THO,None,Yoona-939,Dk Mkia-Wa,None,M3b Gr,None,None,None,12.552511469344518,259
260,1,THO,Sl J0sh1,Tiger Chain,Gi Mkia-Wa,None,Tq 1ungle,Maua,None,None,28.30779457826022,260
261,3,None,C3d-Gl,None,Br Leia,Esmerald,Zh0ra Dk,Pk Priam,None,None,32.66926808564947,261
262,4,None,None,Silver Liner Kb2,White tiger king,None,Ivor snake,None,None,None,6.771461406580209,262
263,3,Ohm,None,None,Leia,None,Str4w-1r1,None,None,None,6.979340245195474,263
264,2,None,None,Metropolis Noisa,Fr33zy,None,Pandora Wh,None,None,None,6.851120473223621,264
265,3,Ohm,Sh4ggy Gl,None,Dk Leia,Pk M3rm4id,Str4w-Pur,Pk Priam,None,None,37.619154814663204,265
266,4,Ciblo,Gyraphe,None,Shorty,None,Pryzo Red,None,Ring Hysteria ,None,33.01149526918879,266
267,1,THO,None,Yoona-939,Dk F4la,Sapphire,Br PSLV,Maua,None,None,36.189106473094256,267
268,2,None,Double 50X-TS Goldy,None,Blond Tifa,None,Gr Flowpow,Nek_Gl7,None,None,16.34788058933697,268
269,2,Mothered,Double 50X-TS Goldy,None,M1ley,None,Pandora Dk,None,Galactic Diamond,None,34.33944965644155,269
270,4,THO,Brown River Cubo,None,Skrill,None,Amy Snake,Goldy Nek-T2,None,None,22.11344700646941,270
271,1,None,None,M0-Nonok3,lanu,None,Coco-Bl,Maua,None,None,13.924754935744014,271
272,4,H3art,None,blue jewels,Macca,None,Vintegio Br,Dark Padm3,None,None,23.705393328140424,272
273,4,Yddre,Green River Cubo,Light Tb2,Brado,Sunny,Amy Snake,None,None,None,37.128859108561876,273
274,4,None,Green River Cubo,Purple Hk-Tk,Tiger king,Sunny,1nKa,Purple Padm3,None,None,39.03464673999075,274
275,2,THO,None,Teal'c,Blond shorty,None,buildy yellow silver,Nek_Gl7,None,None,20.01474701469453,275
276,1,None,70 Purple,Tiger,Mahogany,Sapphire,Bl  Kn1-ght,3mr0s,None,None,36.877517322974796,276
277,1,None,70 Purple,M0-Nonok3,Dk F4la,None,Coco-Br,None,None,None,14.744305980438345,277
278,4,Yddre,Brown River Cubo,Dark Tb2,Brado,None,Red kroko,None,None,None,20.162916917886793,278
279,2,Yddre,Double 50X-TS Silver,P-43cock Dark,Blond Tifa,Sapphire,Dk Flowpow 0,None,None,None,36.18377472213004,279
280,3,Ohm,Sh4ggy Gl,Sonmi-451,Dk Leia,None,P13N-FU Gr,B3cky Br,None,None,27.896979270764284,280
281,3,Mothered,Sh4ggy Gl,Atlas,Leia,Fire,P13N-FU Wh,B3cky,Ring Hysteria ,None,61.49545472781583,281
282,3,Yddre,None,None,Br Leia,None,Zh0ra Dk,Pk Priam,Ring Hysteria ,None,28.355036073473965,282
283,1,THO,Anck-5U-Namun,Yoona-939,Mahogany,Sapphire,Wh 1ungle,V0l-T4n,None,None,42.57532059756827,283
284,1,Ohm,70 Blue,Tiger,Dk F4la,None,Cameron Light,None,None,None,21.30940520753059,284
285,2,Yddre,None,Teal'c,Blond shorty,None,Pandora Wh,N0v4,None,None,19.45350569819845,285
286,2,None,None,None,Fr33zy,None,SG1,M3tr0 Tw1,None,None,8.218139494303262,286
287,1,None,70 Blue,Yoona-939,Dk Mkia-Wa,None,Ye  Kn1-ght,3mr0s,None,None,21.487006883456086,287
288,2,THO,None,P-43cock Dark,Fr33zy,None,buildy blue silver,None,None,None,13.052643765005106,288
289,3,Ohm,None,Sonmi-451,Br Leia,None,X-0c Bitum,B3cky,None,None,20.30693826001729,289
290,1,Yddre,None,Kida,Dk Mkia-Wa,None,Coco-Dk,None,None,None,12.466406650488842,290
291,2,Ohm,None,Metropolis Noisa,Xtail,None,Gr Flowpow,None,Galactic Diamond,None,31.085791261193386,291
292,2,Yddre,94 Blue PU,Nebula,Xtail,None,Pandora Dk,Plav4,None,None,28.313659349494973,292
293,2,Yddre,Goldy Perly,None,Fr33zy,None,Dk Flowpow 0,Nek_Gl7,None,None,21.559951134242844,293
294,1,THO,Dk J0sh1,None,Mahogany,None,Cameron Light,Maua,None,None,22.096032817773047,294
295,2,None,Double 50X-TS Goldy,P-43cock Dark,Blond shorty,None,Zippy,None,None,None,15.228197478842787,295
296,4,THO,Brown River Cubo,blue jewels,Bald,None,Ivor snake,Silver Nek-T2,None,None,28.044715186182952,296
297,2,THO,None,Metropolis Noisa,Xtail,None,Rorschach,Nek_Gl7,None,None,19.675716645017776,297
298,3,Ohm,Glody Cora,None,Leia,None,P13N-FU Dk,B3cky Br,None,None,22.862868399729283,298
299,3,None,None,Neo,Dk Leia,None,Str4w-Pur,Pk J4w,None,None,13.19742577645386,299
300,3,Ciblo,Sh4ggy Gl,None,Dk Leia,None,Kiya-T4 Rd,Pk J4w,Ring Hysteria ,None,38.62818463320682,300
301,2,Angel3,None,Ltt Loop  HT-X,Xtail,Sapphire,Mono White,N0v4,None,None,38.530615168676924,301
302,2,Yddre,None,Teal'c,Xtail,None,BL Kombinacija,None,Pyram1d,None,28.513060272289596,302
303,4,None,None,None,Blond shorty 0,None,Pryzo Blue,None,None,None,1.41202915958558,303
304,2,Ohm,None,Teal'c,M1ley,None,buildy green,Smakras,None,None,20.962046979652648,304
305,2,None,Double 50X-TS Silver,Nebula,Xtail,None,Pandora Dk,Goldy J4w,None,None,22.840491401875127,305
306,1,None,70 Purple,M0-Nonok3,lanu,None,M3b Pr,3mr0s,None,None,21.056271105858208,306
307,3,None,Sh4ggy Sl,None,Dk Leia,None,Zh0ra Dk,B3cky,Ring Hysteria ,None,30.25810203883416,307
308,2,None,Double 50X-TS Silver,Teal'c,Fr33zy,None,Zippy,None,Pyram1d,None,31.285847178051583,308
309,3,Yddre,Glody Cora,None,Pk Motok-0,None,X-0c Bitum Gr,None,None,None,14.164320103180145,309
310,2,THO,Diamond Perly,Loop HT-X,M1ley,Sapphire,Dk Paiesly,None,None,None,36.93670313026543,310
311,3,None,Bl Pr1s,None,Dk Leia,Esmerald,Kiya-T4 Rd,None,Itz4,None,42.8701043342992,311
312,2,None,Double 50X-TS Silver,None,Blond shorty,None,Pr Paiesly,Nek_Gl7,None,None,16.386775469195815,312
313,4,THO,Damondy,Purple Hk-Tk,Blond shorty 0,None,Black Aredeko,None,None,Silver Innoza,42.556337406095764,313
314,3,Yddre,Sh4ggy Gl,Neo,Br Leia,Pk M3rm4id,P13N-FU Dk,Pk Priam,None,None,42.945008903453186,314
315,4,None,Damondy,Copper Hk-Tk,White tiger king,None,Ivor snake,None,Geometria,None,33.292109218501906,315
316,3,None,Glody Cora,None,Leia,Mahubiri,Str4w-1r1,Pk J4w,None,None,31.8050989665221,316
317,2,None,None,Loop HT-X,M1ley,None,buildy blue silver,Plav4,None,None,14.644271456876353,317
318,3,Yddre,None,Sonmi-451,Leia,Pk M3rm4id,Str4w-J4p,None,None,None,27.824293638294073,318
319,2,Ohm,None,P-43cock Blue,Blond Tifa,Sapphire,Mono Red,Clavi Tw1,Pyram1d,None,54.60076474427124,319
320,3,Angel3,None,None,Pk Motok-0,1R-1cent,Mam3-Shib0r1,None,None,None,26.69651089448784,320
321,2,None,None,Teal'c,M1ley,None,Pandora Bl Cl,Smakras,None,None,14.180218254868379,321
322,2,THO,None,Loop HT-X,Blond shorty,None,Gr Flowpow,Sw1 Tch,None,None,21.07346809380621,322
323,4,None,None,Silver Liner Kb2,Blond shorty 0,None,Blue Kroko,Dark Padm3,Geometria,None,31.839266144345235,323
324,2,Yddre,Double 50X-TS Silver,Loop HT-X,Blond Tifa,Sapphire,Gr Flowpow 0,M3tr0 Tw1,None,None,43.70368829127847,324
325,4,H3art,Brown River Cubo,Silver Liner Kb2,Macca gold,None,Red kroko,None,None,Goldy Innoza,46.08993602262734,325
326,3,Yddre,C3d-Gl,Sonmi-451,Leia,None,X-0c Bitum Gr,Abydoss,None,None,27.463784477181058,326
327,3,THO,Sh4ggy Gl,Sonmi-451,Dk Motok-0,Pk M3rm4id,Kiya-T4 Bl,Pk J4w,None,None,42.99507275183281,327
328,3,None,Sh4ggy Gl,Sonmi-451,Leia,Fire,X-0c Bitum,None,None,None,29.92474516103249,328
329,3,Ciblo,None,Sonmi-451,Leia,None,X-0c Bitum Gr,B3cky,None,None,22.34630140593981,329
330,1,Ohm,70 Purple,None,lanu,Sapphire,Rd  Kn1-ght,V0l-T4n,None,None,37.26670690667363,330
331,1,Yddre,Sl J0sh1,Kida,Mahogany,None,Gr PSLV,None,None,None,19.781409921623,331
332,4,THO,Goldy Flewer,Copper Hk-Tk,Shorty,None,Vintegio Br,None,None,Goldy Innoza,43.44540165611863,332
333,4,None,Green River Cubo,Silver Liner Kb2,Tiger king,Sunny,Ruby snake,Purple Padm3,None,None,38.17336749965598,333
334,4,THO,Goldy Flewer,None,Blond shorty 0,Ruby,Vintegio,Purple Padm3,Geometria,Silver Innoza,77.99396266722223,334
335,4,H3art,Gyraphe,Silver Liner Kb2,Macca,None,Purple Aredeko,None,None,Silver Innoza,44.403496673224666,335
336,4,THO,Goldy Flewer,Silver Liner Kb2,Brado,None,White Aredeko,Purple Padm3,Ona Jenta,None,43.30362139535734,336
337,2,Yddre,None,None,Fr33zy,None,Gr Flowpow,M3tr0 Tw1,None,None,13.552672581704577,337
338,2,None,Double 50X-TS Silver,None,Xtail,None,Pandora Bl,Clavi Tw1,None,None,16.434018861894963,338
339,4,Mothered,Brown River Cubo,Silver Liner Kb2,White tiger king,Emerald,Ivor snake,Purple Padm3,Ring Hysteria ,None,61.97896624356437,339
340,4,None,Brown River Cubo,Silver Liner Kb2,Skrill,Ruby,Amy Snake,Purple Padm3,Ring Hysteria ,None,53.717864017622944,340
341,1,None,D4isy,M0-Nonok3,Gi Mkia-Wa,Sapphire,M3b Gr,None,None,None,30.688272904942348,341
342,4,Yddre,Green River Cubo,None,Brado,None,Purple Aredeko,None,None,None,13.906362377668405,342
343,1,None,None,L3x4,lanu,None,Coco-Dk,3mr0s,None,None,13.17169644746294,343
344,1,THO,None,Yoona-939,Mahogany,None,Gr PSLV,V0l-T4n,None,None,18.458839804449063,344
345,3,None,Sh4ggy Gl,Neo,Leia,None,Mam3-Shib0r1,B3cky Br,None,None,21.537923035396634,345
346,3,THO,Sh4ggy Sl,Sonmi-451,Br Leia,Pk M3rm4id,Zh0ra Gr,Pk Priam,None,None,42.52551558213656,346
347,1,None,Dk J0sh1,Tiger,Dk F4la,None,M3b Dk,None,None,None,15.027751327441866,347
348,4,H3art,Damondy,Dark Tb2,Shorty,None,Sun snake,None,Ona Jenta,None,41.100958614032656,348
349,2,None,Diamond Perly,None,Fr33zy,Sapphire,Pandora Kh,Nek_Gl7,None,None,32.34444414334067,349
350,2,Ohm,Double 50X-TS Goldy,Teal'c,Xtail,Sapphire,Dk Flowpow 0,None,None,None,36.30018487820631,350
351,4,H3art,Gyraphe,Dark Tb2,Double line,None,Red kroko,None,None,Silver Innoza,45.706522439393254,351
352,4,H3art,Gyraphe,Silver Liner Kb2,Macca,Sunny,Vintegio Br,Silver Nek-T2,None,None,46.1543343090768,352
353,3,Yddre,Sh4ggy Gl,None,Leia,None,Kiya-T4 Bl,Abydoss,None,None,21.45991315105328,353
354,1,Ciblo,Dk J0sh1,M0-Nonok3,Dk F4la,Fire,M3b Goldy Ye,None,None,None,40.24505586433987,354
355,3,Ohm,None,Sonmi-451,Leia,Fire,Zh0ra Rd,4-Smakras Sl,None,None,37.37532784206192,355
356,3,Yddre,None,Sonmi-451,Leia,None,X-0c Bitum Bl,B3cky Br,None,None,19.19573340058955,356
357,3,None,Sh4ggy Sl,Atlas,Dk Motok-0,Fire,Kiya-T4 Pk,Pk Priam,None,None,37.56710620283677,357
358,1,None,Sl J0sh1,M0-Nonok3,Mahogany,None,Bl PSLV,Maua,None,None,21.734310577075703,358
359,1,THO,None,M0-Nonok3,Dk Mkia-Wa,None,Coco-Dk,None,None,None,12.305189011069311,359
360,3,Ohm,Sh4ggy Sl,None,Leia,None,P13N-FU Dk,None,Ring Hysteria ,None,30.010882142489812,360
361,4,Yddre,None,Light Tb2,Double line,None,Vintegio,Dark Padm3,None,None,21.09946749792711,361
362,4,Fl3wy,Damondy,Purple Hk-Tk,Brado,Sunny,Pryzo,Silver Nek-T2,Ring Hysteria ,None,63.212268460655466,362
363,1,None,Sl J0sh1,L3x4,Mahogany,None,Br PSLV,3mr0s,None,None,20.97569402323831,363
364,1,None,70 Rainbow,None,Gi Mkia-Wa,None,M3b Dk,V0l-T4n,None,None,16.17543552752527,364
365,3,None,None,Atlas,Leia,None,Str4w-Pur,B3cky,None,None,14.25609901357319,365
366,2,Angel3,Goldy Perly,None,M1ley,None,Gr Flowpow,None,None,None,17.534411806242673,366
367,1,Ohm,70 Purple,Tiger Chain,Mahogany,None,Leeloo Bl,3mr0s,None,None,27.765672723738465,367
368,2,None,None,Loop HT-X,Blond Tifa,None,Gr Flowpow 0,Plav4,None,None,14.710987310620775,368
369,1,Yddre,70 Blue,None,Dk F4la,None,Dk 1ungle,3mr0s,None,None,21.05961998501541,369
370,1,Yddre,70 Rainbow,Yoona-939,Dk F4la,None,Coco-Bl,V0l-T4n,None,None,27.07412751845143,370
371,4,None,Green River Cubo,Silver Liner Kb2,Macca,Sunny,Red kroko,Silver Nek-T2,Ona Jenta,None,53.720443132713804,371
372,3,Ohm,None,Arkosmel,Leia,Pk M3rm4id,Str4w-J4p,4-Smakras Sl,None,None,38.26992389063065,372
373,1,None,Sl J0sh1,Tiger,Mahogany,None,Coco-Dk,V0l-T4n,None,None,20.183716574054262,373
374,1,None,Gl J0sh1,None,Mahogany,None,Rd PSLV,3mr0s,None,None,14.966647954538509,374
375,3,Ohm,None,None,Dk Leia,None,Mam3-000,Pk J4w,None,None,13.91945730234869,375
376,4,THO,Green River Cubo,None,Macca,None,White Aredeko,None,Ring Hysteria ,Silver Innoza,51.32270298036641,376
377,2,None,None,Teal'c,Xtail,None,Mono White,Nek_Gl7,None,None,13.621640422439214,377
378,3,Yddre,Glody Cora,None,Gamo-Gr31,None,P13N-FU Dk,Pk Priam,None,None,21.971170032528878,378
379,2,Ohm,None,Metropolis Noisa,Xtail,None,buildy yellow gold,None,None,None,13.524783451986663,379
380,3,Ohm,Sh4ggy Gl,None,Br Leia,1R-1cent,Mam3-Shib0r1,B3cky,None,None,39.25851179827565,380
381,3,Yddre,Sh4ggy Sl,None,Dk Motok-0,Pk M3rm4id,P13N-FU Gr,Pk Priam,None,None,36.62750537760028,381
382,3,Ohm,Sh4ggy Sl,None,Br Leia,Pk M3rm4id,Mam3-Shib0r1,None,None,None,30.65764146679243,382
383,4,THO,Brown River Cubo,Light Tb2,Grand line,None,Kruel,Purple Padm3,Ona Jenta,None,44.590001419100275,383
384,3,Ohm,Glody Cora,Neo,Dk Leia,None,Zh0ra Dk,None,None,None,20.84333257326577,384
385,1,Ohm,Sl J0sh1,M0-Nonok3,Dk F4la,None,Wh 1ungle,3mr0s,None,None,27.6545248807054,385
386,3,Yddre,None,Sonmi-451,Leia,Fire,Str4w-Pur,None,Ring Hysteria ,None,43.214547371059815,386
387,1,None,Dk J0sh1,Kida,Gi Mkia-Wa,None,M3b Goldy Bl,3mr0s,None,None,22.579074473424036,387
388,2,None,Double 50X-TS Goldy,P-43cock Dark,Xtail,None,Dk Flowpow 0,M3tr0 Tw1,None,None,22.137476133396238,388
389,3,Ohm,Sh4ggy Gl,None,Dk Leia,None,Kiya-T4 Rd,Pk J4w,3-Ncke,None,38.77816327986976,389
390,3,None,Sh4ggy Sl,Neo,Dk Leia,None,Mam3-000,Pk Priam,None,None,20.587658483321817,390
391,3,None,None,None,Pk Motok-0,None,Mam3-Shib0r1,Pk Priam,None,None,7.526662165233494,391
392,4,Yddre,Brown River Cubo,Silver Liner Kb2,Blond shorty 0,None,Vintegio,None,None,Silver Innoza,41.23394798543566,392
393,1,Mothered,Dk J0sh1,Kida,Mahogany,None,Bl PSLV,None,None,None,22.859908827221453,393
394,2,Yddre,None,Teal'c,Xtail,None,buildy yellow,None,None,None,11.807763009711987,394
395,3,Yddre,None,Atlas,Dk Leia,None,X-0c Bitum Gr,None,Ring Hysteria ,None,27.558109622173543,395
396,2,THO,None,Ltt Loop  HT-X,M1ley,None,Pr Paiesly,Goldy J4w,None,None,20.62330989642049,396
397,1,Ohm,Gl J0sh1,Tiger,Pr F4la,None,Leeloo Bl,None,None,None,21.742892024224403,397
398,1,Ohm,70 Purple,None,Dk Mkia-Wa,Sapphire,Coco-Bl,3mr0s,None,None,37.81405946677515,398
399,3,Ohm,Bl Pr1s,None,Br Leia,None,Kiya-T4 Pk,None,None,None,15.822984145927371,399
400,1,None,D4isy,None,Mahogany,None,Rd PSLV,Maua,None,None,16.136522193802506,400
401,1,THO,Sl J0sh1,L3x4,Pr F4la,None,Coco-Dk,Maua,None,None,28.83295334230424,401
402,2,Yddre,None,Metropolis Noisa,Xtail,None,Mono Red,Goldy J4w,None,None,19.87586356635146,402
403,4,None,Gyraphe,Silver Liner Kb2,Brado,None,Silver snake,None,None,None,14.108973317271815,403
404,2,None,None,Loop HT-X,Brown Tifa ,None,Gr Flowpow,None,None,None,7.615302286129079,404
405,1,Yddre,Big J0sh1,L3x4,lanu,Sapphire,Tq 1ungle,None,None,None,35.79722586543621,405
406,1,None,None,Yoona-939,Mahogany,None,Cameron Light,V0l-T4n,None,None,12.563107607423513,406
407,2,None,Double 50X-TS Goldy,Ltt Loop  HT-X,Blond Tifa,Sapphire,Gr Flowpow 0,Sw1 Tch,None,None,38.878313540103754,407
408,4,THO,Brown River Cubo,None,Brado,None,Red kroko,Silver Nek-T2,None,None,20.97148785474966,408
409,1,Yddre,D4isy,Yoona-939,lanu,None,Gr  Kn1-ght,None,None,None,19.675832027250884,409
410,3,Yddre,Glody Cora,None,Dk Leia,Mahubiri,Str4w-Pur,Pk Priam,None,None,37.0526230450822,410
411,3,Ciblo,None,None,Dk Leia,Pk M3rm4id,Zh0ra Gr,Abydoss,Itz4,None,50.64506209015276,411
412,3,None,Sh4ggy Gl,None,Br Leia,Fire,P13N-FU Wh,None,Itz4,None,41.95887160887356,412
413,1,Ohm,D4isy,Yoona-939,Mahogany,None,Wh 1ungle,None,None,None,20.839799880860976,413
414,3,Ohm,Sh4ggy Gl,None,Dk Leia,None,X-0c Bitum,B3cky,None,None,21.77085928375137,414
415,1,None,Sl J0sh1,Tiger,Pr F4la,None,M3b Pr,Maua,None,None,22.895831301994434,415
416,3,THO,None,None,Dk Motok-0,Esmerald,X-0c Bitum Gr,Abydoss,None,None,31.283035496925837,416
417,2,Mothered,None,Loop HT-X,Xtail,None,buildy white,M3tr0 Tw1,None,None,22.345763007024956,417
418,4,None,Goldy Flewer,Light Tb2,Blond shorty 0,None,Black Aredeko,None,Ona Jenta,None,31.750081680522456,418
419,3,None,Sh4ggy Sl,None,Pk Motok-0,Mahubiri,X-0c Bitum Bl,None,None,None,24.787787095550346,419
420,2,Angel3,None,Teal'c,Xtail,Sapphire,Rorschach,Plav4,None,None,37.97211239370098,420
421,2,Ohm,None,Ltt Loop  HT-X,Xtail,None,SG1,N0v4,None,None,20.89812251326392,421
422,2,None,None,Ltt Loop  HT-X,Blond Tifa,None,buildy blue,Smakras,Pyram1d,None,32.06625951742556,422
423,3,Mothered,None,None,Dk Leia,None,Zh0ra Dk,Pk J4w,None,None,14.953107191569284,423
424,2,None,None,None,Blond Tifa,None,Pk Paiesly,Smakras,None,None,8.898974418791337,424
425,3,None,None,Sonmi-451,Dk Motok-0,Pk M3rm4id,Str4w-Pur,Abydoss,Ring Hysteria ,None,45.764697191179785,425
426,3,Ohm,Bl Pr1s,None,Pk Motok-0,Fire,Zh0ra Dk,None,None,None,32.213736297580795,426
427,4,H3art,Brown River Cubo,Silver Liner Kb2,Brado,None,Purple Aredeko,None,Ona Jenta,Goldy Innoza,62.09754523247024,427
428,1,None,None,Tiger Chain,Gi Mkia-Wa,Sapphire,Leeloo Dk,V0l-T4n,None,None,29.27413715591346,428
429,1,None,None,Tiger Chain,Dk Mkia-Wa,None,Cameron,None,None,None,6.776118042058904,429
430,4,None,Brown River Cubo,Silver Liner Kb2,Double line,None,Black Aredeko,Purple Padm3,None,Silver Innoza,42.90625504346043,430
431,4,Yddre,None,Purple Hk-Tk,Double line,None,Amy Snake,Silver Nek-T2,Ring Hysteria ,Silver Innoza,56.59516227688035,431
432,3,Angel3,Sh4ggy Sl,None,Br Leia,Pk M3rm4id,Str4w-J4p,None,None,None,32.9108776962772,432
433,3,THO,Sh4ggy Gl,None,Pk Motok-0,Pk M3rm4id,X-0c Bitum,Pk J4w,3-Ncke,None,55.247872341662976,433
434,2,None,Goldy Perly,Nebula,M1ley,None,Dk Flowpow 0,M3tr0 Tw1,Pyram1d,None,39.37825167062126,434
435,1,None,Gl J0sh1,Kida,Dk Mkia-Wa,Sapphire,Bl PSLV,3mr0s,None,None,37.42213572430318,435
436,2,Mothered,Diamond Perly,P-43cock Dark,Blond shorty,None,BL Kombinacija,Neckilver,None,None,31.228007893812094,436
437,2,None,None,Ltt Loop  HT-X,M1ley,None,Rorschach,N0v4,None,None,14.074600014379898,437
438,2,THO,Double 50X-TS Silver,Teal'c,M1ley,None,Pandora Dk,Neckilver,None,None,27.93290801553986,438
439,2,None,Double 50X-TS Goldy,Ltt Loop  HT-X,Brown Tifa ,Sapphire,Gr Flowpow 0,Smakras,None,None,38.86997847660217,439
440,1,THO,70 Purple,M0-Nonok3,Mahogany,None,Bl PSLV,3mr0s,None,None,26.868427231432847,440
441,2,None,None,Teal'c,Blond shorty,None,Rorschach,Nek_Gl7,None,None,13.818938111950779,441
442,3,None,None,None,Dk Motok-0,None,Zh0ra Dk,Pk Priam,None,None,7.4155208889165065,442
443,1,None,Dk J0sh1,None,lanu,None,Ye  Kn1-ght,None,None,None,8.582246348192472,443
444,3,Yddre,None,Atlas,Br Leia,Pk M3rm4id,Str4w-Pur,None,None,None,28.75789900751907,444
445,4,THO,Goldy Flewer,Silver Liner Kb2,Shorty,None,Ruby snake,None,None,None,20.03507831001759,445
446,2,None,None,Ltt Loop  HT-X,Xtail,None,SG1,Plav4,None,None,14.338588537981439,446
447,3,None,Sh4ggy Sl,None,Br Leia,Pk M3rm4id,Mam3-Shib0r1,Abydoss,None,None,31.799548094672375,447
448,4,None,Goldy Flewer,Purple Hk-Tk,Macca gold,Emerald,Vintegio Br,Dark Padm3,Ring Hysteria ,None,55.82653710221166,448
449,2,Ohm,None,Loop HT-X,M1ley,None,Dk Flowpow 0,None,None,None,13.349737409575328,449
450,3,None,None,None,Dk Motok-0,Fire,Kiya-T4 Rd,4-Smakras Sl,None,None,24.532112720048286,450
451,3,Angel3,Sh4ggy Gl,Arkosmel,Dk Leia,Pk M3rm4id,Str4w-1r1,Pk Priam,Itz4,None,63.686862948254685,451
452,2,None,None,Teal'c,Fr33zy,None,Pandora Bl,N0v4,None,None,13.832853756257139,452
453,3,None,None,Sonmi-451,Leia,Fire,Zh0ra Dk,None,None,None,22.357049254095127,453
454,4,Yddre,Damondy,Dark Tb2,Macca gold,None,Blue Kroko,None,Ring Hysteria ,None,36.664569588367314,454
455,4,None,Goldy Flewer,Dark Tb2,Grand line,None,Vintegio Br,Purple Padm3,None,None,22.04939186787201,455
456,2,None,None,P-43cock Blue,Fr33zy,Sapphire,Mono Red,None,None,None,22.765039370721937,456
457,1,THO,Gl J0sh1,Tiger Chain,Pr F4la,None,Cameron Light,3mr0s,None,None,27.68258346076057,457
458,1,Yddre,None,Tiger,Pr F4la,None,Coco-Dk,None,None,None,12.638685699767246,458
459,1,Angel3,Gl J0sh1,M0-Nonok3,lanu,None,Cameron,3mr0s,None,None,29.513197639435884,459
460,2,None,Diamond Perly,Metropolis Noisa,M1ley,None,Zippy,M3tr0 Tw1,None,None,22.693231929296807,460
461,4,Yddre,Gyraphe,Purple Hk-Tk,Macca,Ruby,Kruel,None,Ona Jenta,None,53.31504177015234,461
462,2,None,None,P-43cock Blue,Xtail,None,Pandora Kh,Nek_Gl7,None,None,14.533133934367322,462
463,1,None,70 Purple,Yoona-939,Mahogany,None,Coco-Br,None,None,None,14.363613740741327,463
