,Beard Gene,Bones Gene,Teeth Gene,Nose Gene,Eyes Gene,Hair Gene,Skull Gene,Background ID,NAME,UNIQUENESS INDEX,Noname Trait,Rarity score,Token Id
289,#8,#15,#2,#4,#86,#119,#7,#19,Mousthaoddaul,22,Game Token,33.63116349796565,289
290,#8,#15,#1,#7,#43,#85,#11,#43,Strezze,22,Game Token,33.861372865316405,290
291,#8,#15,#4,#6,#74,#63,#13,#64,Hirzhuuhr,22,Game Token,34.062714394875364,291
292,#8,#15,#0,#4,#79,#28,#4,#91,Pruddeggoz,22,None,0.5918574277366696,292
293,#8,#15,#7,#7,#66,#56,#5,#17,Vaoziuth,22,Game Token,33.968178804306056,293
294,#8,#15,#2,#1,#18,#53,#10,#35,Slurdehr,22,Game Token,33.561269296548836,294
295,#2,#15,#7,#3,#58,#2,#9,#57,Vraazziknu,11,None,52.33943063483524,295
296,#8,#15,#9,#6,#80,#64,#8,#124,Kabejith,22,Game Token,33.86541269452474,296
297,#8,#15,#3,#7,#6,#18,#2,#86,Bluggiw,22,None,0.9741045854679078,297
298,#8,#15,#3,#2,#63,#51,#13,#36,Riogahluu,22,None,0.7644795131387765,298
299,#8,#15,#1,#1,#70,#9,#6,#28,Zimmux,22,None,0.8343194564593062,299
300,#8,#15,#1,#3,#5,#98,#8,#113,Llougnios,22,None,0.7274518609028305,300
301,#8,#15,#6,#6,#5,#122,#6,#46,Uushomerr,25,None,1.997767697908342,301
302,#4,#15,#9,#4,#82,#122,#4,#118,Yealduntha,15,None,42.12293260247954,302
303,#8,#15,#6,#5,#16,#122,#6,#11,Frearphuth,25,Game Token,34.65773924245029,303
304,#8,#15,#9,#6,#80,#68,#1,#83,Hizzicas,22,Game Token,33.92294900424462,304
305,#8,#15,#7,#4,#82,#18,#8,#11,Sthraoldel,22,Game Token,33.54482635251978,305
306,#8,#1,#9,#6,#41,#109,#1,#79,Srubilthuc,12,None,46.30657500379563,306
307,#8,#15,#9,#2,#19,#79,#1,#130,Ersic,22,Game Token,33.339329076899816,307
308,#8,#15,#3,#2,#13,#96,#2,#105,Slabeziz,22,None,0.5754079092356219,308
309,#8,#15,#8,#5,#64,#112,#4,#97,Chaarlastreaz,22,Game Token,33.75858826136584,309
310,#8,#15,#4,#6,#79,#119,#12,#89,Wragregheth,22,Game Token,33.984636537521546,310
311,#8,#15,#6,#2,#12,#49,#9,#125,Cixoxak,22,None,0.7439149465508422,311
312,#8,#15,#5,#3,#23,#57,#2,#47,Oillan,22,None,0.2794896758496457,312
313,#8,#15,#3,#7,#57,#27,#9,#36,Cregulte,22,None,1.3933115616161231,313
314,#8,#15,#8,#6,#33,#47,#13,#13,Nontuth,22,Game Token,33.90653237333912,314
315,#8,#15,#6,#7,#25,#112,#10,#21,Srurkirtoz,22,None,1.0604006244984074,315
316,#8,#15,#8,#3,#7,#58,#6,#47,Wrouxheal,22,None,0.5425392939459125,316
317,#7,#15,#4,#4,#78,#36,#6,#79,Ghuuba,11,None,51.99834097108359,317
318,#8,#15,#10,#1,#39,#87,#8,#61,Yuldorth,22,Game Token,33.503735039618064,318
319,#8,#15,#5,#4,#47,#87,#9,#8,Threlmaan,22,Game Token,33.52022976728454,319
320,#8,#15,#10,#5,#60,#49,#3,#76,Siuphruh,22,None,1.0768468532089908,320
321,#8,#15,#10,#4,#11,#122,#8,#1,Ioszouddiu,26,None,7.234706562075935,321
322,#8,#15,#3,#5,#9,#46,#4,#70,Draudras,22,None,1.2618034026390876,322
323,#8,#6,#5,#2,#6,#122,#2,#40,Striguur,16,None,37.01867060356221,323
324,#8,#15,#0,#5,#56,#13,#1,#64,Olturdic,22,Game Token,33.62295025270806,324
325,#0,#15,#7,#4,#42,#107,#12,#53,Priothrioka,11,None,52.35587357083597,325
326,#8,#15,#8,#4,#21,#122,#9,#77,Angaldux,25,None,1.410095623799465,326
327,#8,#15,#4,#0,#54,#122,#13,#40,Kogho,25,None,1.7593857709579304,327
328,#8,#1,#8,#4,#13,#17,#8,#95,Prolaumfos,12,None,45.74354717884039,328
329,#8,#15,#3,#7,#87,#94,#0,#42,Plummeathois,22,Game Token,34.18604794994811,329
330,#8,#15,#3,#3,#58,#113,#5,#34,Erdurth,22,Game Token,33.58187208893279,330
331,#8,#11,#5,#5,#19,#13,#6,#92,Midau,12,None,46.27370433270619,331
332,#8,#15,#6,#1,#24,#116,#12,#30,Chexxuc,22,None,0.9000973820022151,332
333,#8,#15,#2,#6,#45,#32,#7,#25,Itral,22,None,1.220675912533831,333
334,#8,#15,#9,#3,#60,#60,#8,#104,Yiaxxiurraas,22,None,0.5753902334085872,334
335,#8,#15,#4,#3,#62,#122,#13,#78,Shiagnalrus,25,None,1.377190828569285,335
336,#8,#13,#8,#3,#0,#97,#6,#30,Jaanroma,12,None,45.817524786873015,336
337,#8,#4,#2,#2,#63,#47,#6,#13,Sthraobruu,12,None,45.73943501201148,337
338,#8,#5,#0,#5,#22,#122,#3,#124,Zublolmuhr,16,None,37.557059085129275,338
339,#5,#8,#5,#5,#18,#120,#11,#66,Thruzzokhirm,2,None,85.18601099632666,339
340,#8,#15,#0,#4,#37,#122,#11,#126,Drommilmihr,26,None,7.140183300374997,340
341,#8,#15,#1,#5,#29,#89,#5,#6,Sluzzauthiu,22,None,0.8302266043314107,341
342,#8,#15,#10,#3,#7,#25,#6,#57,Groldoban,22,None,0.5096435532116835,342
343,#8,#9,#9,#2,#52,#21,#11,#74,Srunguu,12,None,45.6572231941073,343
344,#8,#15,#6,#6,#59,#107,#1,#48,Nejelte,22,None,1.2864415017274227,344
345,#8,#9,#6,#3,#82,#2,#13,#90,Porroul,12,None,45.879157653703615,345
346,#8,#15,#10,#2,#80,#19,#1,#62,Xaadron,22,None,0.5054976700446742,346
347,#8,#15,#0,#7,#55,#81,#2,#27,Tiaddesutt,22,None,0.4685436041994586,347
348,#6,#15,#7,#4,#53,#122,#5,#92,Sthussiz,15,None,42.36128123129484,348
349,#8,#6,#1,#4,#7,#85,#3,#113,Vaaxxaoh,12,None,46.29013494175439,349
350,#8,#15,#6,#3,#32,#16,#11,#114,Loundrigruuth,22,None,0.5671909624619871,350
351,#8,#15,#4,#5,#85,#85,#4,#25,Glaozziuz,22,Game Token,33.76272098537099,351
352,#8,#15,#10,#7,#85,#91,#10,#126,Bozeddaz,22,Game Token,33.680519445553166,352
353,#8,#15,#10,#1,#15,#7,#13,#39,Xoilfianrux,22,Game Token,33.565409008667416,353
354,#8,#15,#0,#4,#12,#122,#9,#34,Ghintize,25,Game Token,34.226274673528806,354
355,#5,#12,#8,#0,#60,#31,#10,#101,Bliorrestra,2,None,85.49832941878184,355
356,#8,#15,#5,#1,#7,#122,#6,#34,Cuphreltul,25,Game Token,34.17285135354161,356
357,#8,#15,#5,#6,#51,#80,#5,#124,Aolnoi,22,Game Token,33.66813524128006,357
358,#8,#15,#9,#1,#26,#11,#7,#84,Shraushiachiah,22,Game Token,33.680473408831176,358
359,#8,#6,#10,#3,#77,#26,#3,#101,Sthrishiphrax,12,None,46.04766098877294,359
360,#8,#15,#5,#4,#0,#115,#12,#86,Robois,22,Game Token,33.29420162773008,360
361,#8,#15,#6,#2,#33,#122,#13,#11,Shrozziadhiuth,25,Game Token,34.312540294040005,361
362,#8,#15,#8,#3,#44,#122,#0,#3,Akreshil,25,Game Token,34.22213495730484,362
363,#0,#15,#2,#7,#13,#40,#10,#28,Neagoin,11,None,52.47509125190742,363
364,#8,#2,#10,#0,#1,#60,#8,#92,Taxxaulnoi,12,None,46.06408502188946,364
365,#8,#15,#8,#6,#68,#22,#9,#40,Khirpon,22,Game Token,33.98871336592489,365
366,#8,#15,#8,#7,#6,#122,#0,#40,Pukrealthoith,25,Game Token,34.55499984584054,366
367,#8,#15,#6,#1,#60,#73,#13,#113,Blutabliu,22,Game Token,33.74623201173597,367
368,#3,#15,#5,#0,#52,#108,#7,#104,Pruurix,11,None,52.51619037637373,368
369,#8,#15,#9,#6,#54,#122,#6,#37,Attel,25,Game Token,34.73996832536823,369
370,#8,#15,#7,#3,#9,#44,#5,#80,Kalthithrutt,22,Game Token,33.594155584837424,370
371,#8,#15,#4,#5,#34,#42,#8,#56,Voicoil,22,Game Token,33.721634602502185,371
372,#8,#15,#3,#3,#4,#122,#6,#113,Iortaw,25,Game Token,34.58381631491356,372
373,#8,#15,#8,#6,#66,#77,#10,#124,Kedrarez,22,Game Token,33.881858512422056,373
374,#8,#11,#0,#2,#39,#48,#11,#57,Thruphrio,12,None,45.653164866533075,374
375,#8,#10,#9,#3,#46,#44,#1,#100,Dirtaorr,12,None,45.78874286288064,375
376,#8,#15,#2,#5,#21,#122,#5,#11,Thuulduudon,25,Game Token,34.316654933320706,376
377,#8,#15,#5,#5,#17,#43,#3,#123,Prusir,22,Game Token,33.7955974075725,377
378,#8,#1,#7,#4,#10,#39,#0,#7,Buunsiul,12,None,46.06409200471148,378
379,#8,#15,#5,#1,#71,#44,#5,#43,Slaricu,22,None,0.3205435824835645,379
380,#8,#15,#9,#4,#8,#119,#1,#116,Drekoknorr,22,None,0.7768082224966913,380
381,#8,#1,#2,#5,#28,#122,#9,#13,Huzziss,16,None,37.84882979008808,381
382,#8,#15,#3,#0,#8,#82,#4,#31,Silrett,22,Game Token,34.186031920658465,382
383,#8,#15,#2,#0,#22,#12,#3,#7,Baungiden,22,Game Token,33.83255682347823,383
384,#8,#15,#5,#1,#11,#65,#2,#24,Caoderr,22,Game Token,33.207834481420505,384
385,#8,#15,#6,#3,#6,#118,#2,#41,Throinthia,22,None,0.48085915676752283,385
386,#8,#3,#2,#6,#18,#26,#0,#6,Shautias,12,None,46.38056699722621,386
387,#8,#15,#10,#3,#71,#99,#1,#14,Ghesthignou,22,Game Token,33.417442700917604,387
388,#8,#15,#4,#6,#41,#6,#12,#95,Lexxontis,22,Game Token,33.857234382444545,388
389,#8,#15,#3,#2,#12,#122,#4,#105,Stharlio,25,None,1.5415926821513057,389
390,#8,#3,#5,#0,#86,#122,#9,#33,Brarpow,16,None,37.61869112558932,390
391,#8,#15,#0,#2,#1,#122,#2,#122,Druuszoubbiu,26,None,6.803076732546683,391
392,#8,#15,#7,#3,#13,#75,#9,#55,Xaalmorrix,22,Game Token,33.787325382900654,392
393,#8,#15,#7,#1,#38,#122,#14,#102,Toike,25,None,1.6731357882640823,393
394,#8,#15,#0,#4,#65,#122,#5,#114,Caltharm,26,None,7.0497487767392535,394
395,#8,#15,#9,#3,#85,#43,#1,#98,Xezzau,22,None,0.550725414488833,395
396,#8,#15,#6,#0,#13,#122,#11,#36,Umaaszuhr,25,None,1.7265262109852508,396
397,#8,#13,#3,#7,#63,#31,#6,#78,Miornaol,12,None,46.45450596363184,397
398,#0,#15,#3,#5,#12,#122,#5,#115,Heataante,15,None,42.546215583762404,398
399,#8,#15,#0,#2,#27,#122,#9,#45,Iasthimmiol,26,None,7.1771118761829,399
400,#7,#15,#2,#2,#82,#122,#0,#107,Sthaanthiamfiah,15,None,41.86399721941934,400
401,#8,#9,#6,#3,#50,#122,#11,#7,Coichohuuth,16,None,37.44608466450238,401
402,#8,#15,#7,#5,#15,#51,#5,#51,Vroicujion,22,Game Token,33.73800478824445,402
403,#8,#15,#6,#2,#26,#21,#4,#96,Urdun,22,None,0.5877292226774703,403
404,#8,#14,#10,#3,#14,#38,#4,#126,Ghehlaadaoth,12,None,45.78874245544292,404
405,#8,#15,#7,#4,#32,#122,#10,#50,Uxxiaxxi,25,None,1.5950221582250488,405
406,#8,#1,#6,#3,#27,#55,#2,#44,Sthathrerth,12,None,45.7230109798985,406
407,#8,#15,#9,#3,#49,#78,#11,#84,Blaaddihloiz,22,Game Token,33.3558225742248,407
408,#8,#12,#0,#4,#4,#122,#14,#130,Rukiuth,16,None,37.277619964856335,408
409,#8,#15,#2,#7,#16,#77,#7,#108,Ghetiunneath,22,None,1.015183979037285,409
410,#8,#15,#8,#2,#33,#122,#12,#72,Zandak,26,None,7.094931711153682,410
411,#8,#15,#7,#1,#4,#92,#11,#32,Earrun,22,None,0.9041725570258418,411
412,#8,#10,#4,#7,#34,#107,#0,#112,Ghioszortiux,12,None,46.3189037136097,412
413,#8,#15,#7,#4,#41,#122,#3,#42,Proidhio,25,Game Token,34.76874079755358,413
414,#8,#15,#2,#5,#58,#122,#7,#117,Chukrarrett,25,None,1.664861688816459,414
415,#8,#15,#6,#3,#57,#122,#4,#80,Durtedrorth,25,None,1.558050425037283,415
416,#8,#15,#4,#7,#28,#83,#11,#126,Jindeth,22,Game Token,33.77096300872297,416
417,#8,#15,#7,#1,#27,#95,#12,#68,Dommuxtroc,22,None,0.8877349602291399,417
418,#8,#15,#9,#1,#36,#122,#12,#116,Chiorkuusheatt,25,None,1.4594273186247082,418
419,#1,#5,#5,#2,#10,#86,#13,#95,Meblun,2,None,84.88194774124096,419
420,#8,#15,#6,#2,#31,#122,#14,#53,Choiddoimfios,25,None,1.307341029197091,420
421,#8,#15,#8,#0,#49,#122,#5,#65,Rethraaz,25,Game Token,34.333076081986164,421
422,#8,#3,#0,#5,#40,#74,#9,#56,Turpi,12,None,45.94905103668698,422
423,#8,#8,#3,#3,#6,#103,#11,#57,Jourabrel,12,None,46.105197299405134,423
424,#8,#15,#0,#6,#31,#76,#12,#32,Umiss,22,Game Token,33.67225358344527,424
425,#8,#2,#6,#2,#59,#75,#11,#121,Srealtouc,12,None,45.879161764208305,425
426,#8,#15,#2,#4,#42,#108,#6,#67,Exxearsel,22,Game Token,33.573648559841295,426
427,#8,#15,#8,#4,#48,#42,#14,#22,Oldotouss,22,None,0.702850759367338,427
428,#8,#15,#6,#2,#85,#57,#11,#52,Groilfath,22,None,0.5301793437123121,428
429,#8,#3,#5,#7,#75,#34,#14,#48,Nishec,12,None,46.06821568909134,429
430,#8,#11,#0,#1,#58,#112,#5,#53,Irturaw,12,None,45.81754164371921,430
431,#8,#15,#1,#0,#76,#20,#0,#64,Tiuphiul,22,Game Token,34.07094038729554,431
432,#8,#15,#1,#4,#81,#26,#4,#60,Vaommia,22,None,0.9329791435902082,432
433,#8,#8,#6,#4,#10,#117,#13,#111,Rulmobun,12,None,46.03533104560676,433
434,#8,#2,#3,#0,#72,#122,#10,#124,Sthigousutt,16,None,38.099527682700604,434
435,#8,#15,#9,#3,#55,#13,#11,#3,Oiphiahiuh,22,None,0.4767498648104076,435
436,#8,#15,#10,#5,#66,#122,#13,#106,Prignuz,25,None,1.6237884664779787,436
437,#8,#15,#3,#3,#18,#23,#10,#93,Kuubbaumlia,22,None,0.8548922459724738,437
438,#8,#15,#0,#1,#73,#37,#1,#99,Hibbu,22,None,0.5630294610922949,438
439,#8,#15,#10,#1,#41,#122,#7,#52,Hiasaohi,25,None,1.5703692663010396,439
440,#8,#15,#8,#1,#47,#62,#12,#83,Fruuxois,22,None,0.5589670262976963,440
441,#8,#15,#7,#0,#8,#122,#9,#76,Pleahlaz,25,None,2.0142015907257638,441
442,#8,#15,#5,#7,#37,#42,#3,#97,Hubbah,22,None,1.0275509193913892,442
443,#3,#10,#9,#0,#65,#26,#2,#31,Goumfau,2,None,85.34628176532489,443
444,#8,#11,#8,#5,#51,#111,#13,#126,Siummil,12,None,46.092880099022445,444
445,#8,#15,#8,#7,#68,#122,#0,#130,Zesziondutt,25,None,1.5539135758392462,445
446,#8,#1,#1,#6,#78,#122,#10,#27,Mauxi,16,None,37.9557162939114,446
447,#8,#5,#0,#0,#64,#22,#14,#82,Yabbautoi,12,None,45.838072914179115,447
448,#8,#15,#3,#4,#75,#22,#7,#95,Imolterr,22,None,1.0974142965845763,448
449,#8,#15,#6,#7,#2,#66,#10,#90,Estrirpek,22,None,0.9576406799267485,449
450,#8,#15,#1,#0,#12,#63,#0,#99,Bhiodausthaoth,22,None,1.1795808937369825,450
451,#4,#15,#4,#4,#81,#92,#5,#84,Bhoshu,11,None,52.12578587336579,451
452,#8,#15,#9,#4,#4,#66,#5,#27,Jatou,22,None,0.5014097506866236,452
453,#8,#15,#5,#1,#31,#51,#13,#44,Nesserth,22,None,0.4726430345398175,453
454,#8,#15,#8,#6,#48,#94,#0,#64,Waognin,22,None,1.1179653010432526,454
455,#8,#9,#2,#0,#84,#6,#6,#99,Saxtroth,12,None,46.07642154135226,455
456,#8,#15,#1,#5,#34,#122,#9,#86,Laoszoz,25,None,1.911508658711461,456
457,#0,#15,#1,#4,#55,#122,#3,#94,Bizzoibbao,15,None,42.60788009817656,457
458,#8,#15,#7,#4,#46,#107,#12,#65,Dransaos,22,None,0.7809282072763568,458
459,#8,#9,#10,#5,#58,#93,#1,#107,Xuulea,12,None,45.96956545586578,459
460,#8,#15,#6,#7,#47,#62,#10,#54,Fruthru,22,None,1.0850625655357378,460
461,#8,#15,#4,#7,#84,#47,#10,#102,Thronouth,22,None,0.9206849713758452,461
462,#6,#15,#2,#7,#32,#31,#14,#53,Zirphea,11,None,52.42988323799527,462
463,#1,#3,#9,#6,#29,#120,#11,#127,Grurchiarr,2,None,85.67091862434305,463
464,#8,#15,#4,#6,#45,#80,#9,#55,Welao,22,None,1.2905746420197044,464
465,#8,#15,#10,#6,#86,#6,#9,#113,Yaulmiamuu,22,Game Token,33.89828089772395,465
466,#8,#5,#2,#4,#83,#98,#7,#29,Komildoi,12,None,45.88737172542299,466
467,#8,#15,#6,#0,#39,#18,#11,#37,Sthriongeac,22,Game Token,33.71746981708959,467
468,#0,#15,#0,#4,#13,#52,#11,#71,Asserzhe,11,None,51.93260826401167,468
469,#8,#15,#4,#5,#32,#77,#11,#29,Gregnirth,22,Game Token,33.553116878750586,469
470,#8,#15,#3,#2,#54,#104,#10,#86,Priabbaucaus,22,None,0.8302385270392976,470
471,#8,#15,#9,#4,#87,#20,#11,#97,Thioshea,22,Game Token,33.50378806272008,471
472,#8,#15,#0,#3,#24,#9,#6,#55,Ursi,22,None,0.468523048939073,472
473,#8,#6,#3,#5,#88,#122,#6,#31,Dreakrorsiuz,16,None,38.013223832926606,473
474,#6,#15,#5,#1,#20,#44,#0,#35,Khusthi,11,None,52.1874150388628,474
475,#8,#15,#7,#2,#65,#122,#12,#107,Stherungorr,25,Game Token,34.15636238136629,475
476,#8,#15,#9,#4,#37,#122,#3,#37,Woizzio,25,Game Token,34.46879671775474,476
477,#8,#15,#4,#1,#11,#91,#4,#39,Becheah,22,Game Token,33.6352670417301,477
478,#8,#15,#0,#3,#16,#31,#7,#98,Heachoirluuth,22,Game Token,33.322900524837344,478
479,#8,#15,#10,#4,#76,#30,#4,#39,Khaokabios,22,Game Token,33.57364362698022,479
480,#8,#15,#1,#0,#41,#37,#1,#61,Iddarr,22,Game Token,34.0092635431007,480
481,#8,#15,#6,#1,#53,#5,#10,#117,Hoimfaabraah,22,None,0.84663624812704,481
482,#8,#15,#5,#6,#80,#44,#7,#95,Loszendok,22,Game Token,33.89421023881812,482
483,#8,#9,#1,#0,#50,#41,#2,#11,Dossu,12,None,46.18328255696288,483
484,#8,#0,#9,#3,#35,#95,#3,#86,Kiolphutao,12,None,46.01891112463709,484
485,#8,#15,#1,#3,#66,#28,#12,#130,Bluurraorth,22,Game Token,33.54077008074528,485
486,#8,#15,#3,#2,#58,#84,#9,#57,Mursando,22,Game Token,33.783223074586644,486
487,#8,#15,#8,#0,#35,#122,#1,#0,Srekkoinru,25,Game Token,34.48510440760482,487
488,#8,#5,#5,#7,#44,#110,#9,#101,Oundise,12,None,46.05177316080202,488
489,#1,#15,#8,#2,#28,#28,#3,#76,Yaokkon,11,None,52.22441637834013,489
490,#8,#15,#8,#3,#52,#53,#2,#122,Hiomloitraun,22,None,0.2178255681433624,490
491,#8,#15,#9,#6,#33,#75,#10,#93,Caataunseh,22,Game Token,33.95174819644385,491
492,#8,#15,#3,#6,#57,#113,#6,#46,Dumlaachoz,22,Game Token,34.27641834775833,492
493,#8,#15,#10,#0,#84,#38,#9,#27,Yaukko,22,Game Token,33.73390864514009,493
494,#8,#15,#2,#4,#0,#96,#10,#36,Zulmunro,22,None,0.6699266501659864,494
495,#8,#15,#9,#1,#25,#93,#4,#74,Debeaphios,22,None,0.7109748028596784,495
496,#8,#12,#4,#6,#7,#81,#12,#124,Sezzuknith,12,None,46.29837203169791,496
497,#8,#15,#5,#1,#39,#122,#8,#109,Ecaommiu,25,Game Token,34.13585289440995,497
498,#8,#1,#2,#7,#57,#122,#1,#49,Slioguz,16,None,37.733760870339744,498
499,#8,#15,#8,#1,#81,#0,#6,#69,Slaunnaumfiu,22,Game Token,33.58184495956534,499
500,#8,#15,#0,#6,#49,#105,#3,#88,Khophrujeac,22,None,1.0768526080615277,500
501,#8,#15,#1,#2,#69,#122,#14,#37,Zuumfaphuth,25,Game Token,34.3865955944065,501
502,#8,#15,#9,#1,#6,#79,#8,#79,Sthiltause,22,None,0.5507007472640602,502
503,#8,#15,#7,#6,#39,#122,#8,#59,Heblucur,25,Game Token,34.863206924279346,503
504,#0,#12,#7,#4,#42,#19,#3,#78,Sthoiblilfiss,2,None,85.70379381364859,504
505,#8,#15,#5,#5,#83,#10,#13,#125,Biurlo,22,Game Token,33.639440868775075,505
506,#8,#15,#7,#4,#53,#122,#5,#56,Ghethriu,25,Game Token,34.36597347035256,506
507,#8,#0,#9,#3,#85,#17,#14,#49,Frahleah,12,None,45.7558639742486,507
508,#8,#15,#5,#4,#72,#114,#10,#54,Throiszuudreaz,22,Game Token,33.4914614065162,508
509,#8,#15,#1,#0,#50,#122,#2,#25,Draochih,25,None,1.677215068318539,509
510,#8,#15,#6,#5,#69,#122,#3,#82,Sthemmos,25,None,1.997798941338496,510
511,#8,#15,#5,#7,#32,#79,#12,#65,Irpiuges,22,Game Token,33.483271996000354,511
512,#8,#15,#0,#2,#17,#4,#14,#34,Llossoibbaas,22,Game Token,33.18730978488521,512
513,#3,#15,#2,#5,#45,#122,#7,#52,Aunsauz,15,None,42.52564690858563,513
514,#8,#15,#8,#4,#51,#122,#14,#16,Shiugri,25,Game Token,34.19751617072798,514
515,#8,#15,#4,#4,#69,#73,#2,#77,Theaxtrenduuw,22,Game Token,33.44215231855445,515
516,#8,#15,#4,#6,#84,#89,#6,#85,Giorphiosaan,22,Game Token,33.902437463586864,516
517,#8,#15,#0,#2,#10,#70,#13,#106,Fraaddohruun,22,Game Token,33.17085821560213,517
518,#4,#15,#1,#5,#22,#52,#12,#21,Bliblorr,11,None,52.39697845243557,518
519,#8,#15,#1,#2,#87,#87,#1,#124,Baotia,22,Game Token,33.573594713288124,519
520,#8,#15,#2,#2,#46,#59,#14,#89,Thioten,22,Game Token,33.33113514597832,520
521,#8,#15,#0,#3,#34,#122,#10,#91,Storniu,26,Game Token,40.054733017739075,521
522,#6,#15,#0,#1,#29,#18,#11,#37,Egommoil,11,None,52.01065858465155,522
523,#8,#15,#4,#6,#81,#106,#4,#81,Monrixtruss,22,Game Token,34.09559246635119,523
524,#7,#15,#8,#6,#38,#2,#4,#130,Dirtoiw,11,None,52.30656941774237,524
525,#4,#15,#8,#1,#68,#96,#12,#128,Yaaduucun,11,None,52.018885396964876,525
526,#5,#7,#2,#2,#81,#68,#2,#49,Tiaraasau,2,None,84.93948117426442,526
527,#8,#15,#5,#7,#23,#37,#9,#20,Prommiassen,22,None,0.9165604618114417,527
528,#8,#15,#1,#0,#14,#39,#3,#90,Diundrihlaos,22,Game Token,34.054488817008924,528
529,#8,#15,#5,#5,#15,#69,#1,#100,Brabric,22,Game Token,33.540772959175094,529
530,#8,#15,#4,#0,#36,#122,#0,#4,Yubass,25,Game Token,34.587888196406254,530
531,#8,#15,#2,#4,#4,#67,#5,#63,Ixxioth,22,Game Token,33.38866118044002,531
532,#2,#15,#5,#4,#66,#37,#1,#58,Aca,11,None,52.05178730464214,532
533,#8,#15,#5,#7,#86,#94,#5,#14,Blezirth,22,Game Token,33.55310290215882,533
534,#8,#15,#9,#4,#79,#101,#8,#49,Ogriutra,22,Game Token,33.49145729546412,534
535,#0,#11,#9,#6,#81,#122,#12,#130,Chabeguuth,5,None,74.63334184286099,535
536,#8,#15,#8,#4,#20,#122,#13,#91,Oulliuzzoil,25,None,1.2826881216725776,536
537,#7,#15,#1,#3,#66,#16,#10,#26,Behoi,11,None,52.2284726521217,537
538,#8,#15,#9,#5,#22,#86,#0,#110,Sthagriaca,22,Game Token,33.64765206498404,538
539,#0,#15,#4,#1,#44,#122,#2,#31,Llausthon,15,None,42.13523994142793,539
540,#8,#15,#3,#3,#3,#29,#13,#79,Elmostrourr,22,None,0.871363963351905,540
541,#8,#15,#2,#5,#71,#122,#9,#89,Yaobru,25,Game Token,34.53857089336513,541
542,#8,#15,#2,#6,#59,#122,#14,#94,Thrikkioldiu,25,Game Token,34.85093782335193,542
543,#8,#15,#9,#4,#29,#122,#12,#101,Fraazzaudroi,25,Game Token,34.24687252967614,543
544,#8,#1,#5,#3,#47,#39,#12,#130,Sthounaudiu,13,None,50.79459670861568,544
545,#8,#15,#8,#1,#21,#113,#5,#47,Bintheth,22,Game Token,33.351649977795006,545
546,#8,#15,#9,#7,#82,#122,#3,#110,Ghauzeahrouh,25,Game Token,34.624926949358624,546
547,#8,#15,#0,#1,#25,#12,#8,#28,Xeketrorm,22,Game Token,33.18314130133211,547
548,#8,#15,#4,#2,#83,#12,#9,#48,Uulphous,22,Game Token,33.42156637809021,548
549,#8,#15,#8,#5,#83,#122,#0,#41,Olmitt,25,Game Token,34.476933913657845,549
550,#8,#15,#2,#7,#64,#47,#11,#105,Rejaurth,22,Game Token,33.65996720956699,550
551,#8,#15,#8,#3,#67,#70,#7,#103,Slerphiorruun,22,Game Token,33.49965944657392,551
552,#8,#15,#5,#7,#31,#122,#14,#57,Thilmeknou,25,Game Token,34.35783668289072,552
553,#8,#15,#6,#7,#26,#122,#12,#39,Oumaushao,25,Game Token,34.62075721940738,553
554,#8,#1,#5,#2,#62,#122,#6,#30,Undiorruss,16,None,37.19950305734302,554
555,#8,#6,#3,#3,#44,#65,#3,#62,Eahrauphraoh,12,None,46.433976335330236,555
556,#8,#15,#10,#7,#74,#122,#6,#36,Zimmikku,25,Game Token,34.52628164935906,556
557,#8,#15,#9,#2,#45,#51,#4,#128,Ziuddurr,22,Game Token,33.29824393002883,557
558,#0,#15,#8,#4,#36,#8,#11,#96,Vearsindrouth,11,None,52.064121358860405,558
559,#8,#15,#0,#0,#68,#60,#3,#107,Kiuthoisi,22,Game Token,33.791459343177316,559
560,#8,#15,#4,#6,#70,#37,#9,#102,Sthraobamlus,22,None,1.2248127496893737,560
561,#8,#15,#2,#0,#87,#67,#6,#100,Leazzauz,22,Game Token,33.66814798488464,561
562,#8,#13,#2,#6,#73,#122,#11,#2,Droudraamlaa,16,None,37.820072943495134,562
563,#8,#0,#9,#5,#18,#23,#14,#27,Yustrin,12,None,46.01065759367835,563
564,#8,#9,#8,#6,#71,#100,#14,#11,Kephass,12,None,46.15452652643137,564
565,#8,#15,#0,#0,#51,#122,#3,#72,Eaboiz,25,None,1.603228421664159,565
566,#8,#15,#2,#7,#14,#122,#6,#66,Tobriabhiu,25,None,1.6279047522960697,566
567,#8,#15,#0,#3,#71,#64,#3,#94,Shrulmiutio,22,Game Token,33.51607073836663,567
568,#4,#5,#9,#2,#38,#72,#14,#23,Phaostrioth,2,None,84.9435612918196,568
569,#8,#15,#9,#6,#3,#10,#14,#50,Celtoirpo,22,None,1.0563016041502378,569
570,#8,#15,#7,#3,#38,#46,#3,#131,Ghagijen,22,Game Token,33.84488142534208,570
571,#8,#15,#1,#2,#38,#63,#14,#24,Roubrith,22,Game Token,33.54898949540916,571
572,#8,#15,#6,#5,#40,#122,#5,#126,Akix,25,Game Token,34.431740709276625,572
573,#8,#15,#3,#6,#14,#33,#10,#39,Lophran,22,None,1.4302927597481843,573
