,Colors,Chest,Arms,Jaws,Mask,Eyes,Helmet,Meka Type,Color,Material,Weapon,Legendary,Rarity score,Token Id
160,3.0,OG Trooper C1,OG Squadron 4,OG Sabotage S7,OG Trooper M2,OG Violet E1,OG Delta Trooper,OG Meka,Grey,None,None,None,15.899619073586047,161
161,3.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Bastion M2,Pink Delta,GAI Yokai,Gādian,White,None,None,None,30.31919738950622,162
162,3.0,OG Trooper C2,OG Trooper A1,OG Assault jaw,OG Trooper M1,OG Rose E1,OG Quartz Trooper,OG Meka,Blurple,None,None,None,17.78298924652051,163
163,3.0,MI Racer C2,MI Radar A1,MI WS-2,MI Racer M2,MI Aqua Eye,MI Sonar,Mirage,Blurple,None,None,None,38.12121202459473,164
164,4.0,OG Heavy C1,OG Squadron 3,OG Trooper S2,OG Heavy,OG Rose E1,OG Delta Trooper,OG Meka,Orange,None,None,None,21.57885580784584,165
165,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Filter,OG Rose E1,OG Delta Heavy,OG Meka,Grey,None,OG Plasma Ray,None,34.86166786449895,166
166,3.0,MI Racer C1,MI Sonic A1,MI Sonar J2,MI Racer M1,MI Pink Visor,MI Radar,Mirage,Blood Red,None,MI Rockets X,None,55.64005809673657,167
167,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Monkey R-7,OG Violet E1,OG Delta Heavy,OG Meka,Aqua Lite,None,None,None,16.412226353103065,168
168,2.0,GAI Jingasa C1,GAI Sōhei A1,GAI Jingasa J1,GAI Youma,Pink Delta,GAI Yokai,Gādian,White,None,None,None,39.87807877402626,169
169,3.0,OG Heavy C2,OG Trooper A1,OG Sabotage S7,OG Trooper M1,OG Rose E1,OG Darya Trooper,OG Meka,Purple,None,None,None,17.995858208406155,170
170,3.0,F9 Fortress C2,F9 Jingasa A1,F9 Brackyura,F9 Heavy,F9 Green E7,F9 Spikes,F9,White,None,None,None,34.30247435210587,171
171,2.0,OG Heavy C1,OG Squadron 3,OG Trooper S2,OG Filter,OG Green E21,OG Delta Elite,OG Meka,Blue,None,None,None,35.37354256905388,172
172,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Sphere,OG Pink E0,OG Delta Elite,OG Meka,White,None,OG Smiley K2,None,30.695631330918637,173
173,4.0,GAI Jingasa C1,GAI Sōhei A1,GAI Jingasa J1,GAI Bastion M1,Pink Delta,GAI Jingasa H2,Gādian,Dark Brown,None,None,None,37.15593639292717,174
174,4.0,F9 Bastion C1,F9 Bastion,F9 Brackyura,F9 Monkey,F9 Green E4,F9 Assault Spikes,F9,Grey,None,None,None,43.17130511328532,175
175,3.0,MI Racer C1,MI Racer A2,MI Sonic J1,MI Racer M2,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,None,None,29.170351734259288,176
176,3.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Monkey R-7,OG Violet E1,OG Darya Heavy,OG Meka,White,None,OG Smiley K1,None,34.38872288427298,177
177,4.0,GAI Sōhei C1,GAI Sōhei A1,GAI Jingasa J1,GAI Bastion M1,Pink Circle,GAI Janjin H2,Gādian,Light Green,None,None,None,41.987547557179795,178
178,3.0,OG Heavy C1,OG Trooper A1,OG Rocket jaw,OG Trooper M1,OG Rose E1,OG Quartz Trooper,OG Meka,White,None,None,None,9.732457897131418,179
179,0.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Trooper M1,OG Violet E1,OG Oblong Elite,OG Meka,None,Silver Helmet,None,None,45.155867695822764,180
180,5.0,GAI Jingasa C1,GAI Youma,GAI Jingasa J1,GAI Bastion M2,Pink Delta,GAI Youma H2,Gādian,Grey,None,None,None,46.502061026701824,181
181,4.0,OG Trooper C1,OG Squadron 4,OG Sabotage S3,OG Knight,OG Violet E1,OG Quartz Trooper,OG Meka,Light Green,None,OG Cannons,None,47.185571127406064,182
182,3.0,MI Sonic C1,MI Radar A1,MI WS-1,MI Radar M1,MI Red Visor,MI Racer,Mirage,Grey,None,None,None,35.550966311325666,183
183,2.0,MI Radar C1,MI Racer A1,MI Racer W2,MI Salamender,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,MI Ray guns,None,62.14728957751296,184
184,3.0,GAI Sōhei C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M2,Pink Circle,GAI Jingasa H1,Gādian,Blood Red,None,None,None,38.201152169305864,185
185,3.0,OG Trooper C1,OG Trooper A2,OG Assault jaw,OG Knight,OG Rose E1,OG Quartz Trooper,OG Meka,Light Green,None,None,None,13.506156120502927,186
186,3.0,OG Trooper C1,OG Squadron 4,OG Rocket jaw,OG Trooper M2,OG Pink E0,OG Delta Trooper,OG Meka,Dark Grey,None,None,None,20.986120702414972,187
187,4.0,OG Heavy C1,OG Squadron 4,OG Assault jaw,OG Monkey R-7,OG Green E21,OG Rombus Trooper,OG Meka,Grey,None,None,None,28.888095604831943,188
188,2.0,OG Trooper C2,OG Metal spike,OG Trooper S1,OG Mantis,OG Pink E0,OG Delta Elite,OG Meka,Dark Brown,None,None,None,32.9677835685109,189
189,4.0,GAI Sōhei C2,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M1,Cyan Square,GAI Yokai,Gādian,Black,None,None,None,42.99705608931265,190
190,3.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Aqua Eye,MI Sonar,Mirage,Grey,None,None,None,29.847590867957898,191
191,3.0,OG Trooper C1,OG Trooper A2,OG Assault jaw,OG Filter,OG Blue E4,OG Delta Elite,OG Meka,Purple,None,None,None,18.70245842674245,192
192,2.0,GAI Sōhei C1,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H1,Gādian,White,None,None,None,38.597353739709526,193
193,4.0,MI Racer C1,MI Radar A1,MI Sonic J1,MI Salamender,MI Pink Visor,MI Sonar,Mirage,White,None,None,None,30.254392977376472,194
194,3.0,OG Trooper C1,OG Trooper A1,OG Sabotage S3,OG Last Breath,OG White E13,OG Rombus Trooper,OG Meka,White,None,None,None,13.17753952627665,195
195,3.0,OG Heavy C1,OG Solid Tank,OG Assault jaw,OG Trooper M2,OG Rose E1,OG Delta Elite,OG Meka,White,None,None,None,10.861552334291035,196
196,4.0,OG Heavy C1,OG Trooper A1,OG Trooper S2,OG Sphere,OG Rose E1,OG Rombus Trooper,OG Meka,White,None,OG Thunder Gun,None,35.097645965825876,197
197,3.0,GAI Sōhei C2,GAI Sōhei A1,Brachyura,GAI Bastion M1,Pink Delta,GAI Jingasa H1,Gādian,Dark Brown,None,None,None,36.89555089961353,198
198,3.0,GAI Sōhei C1,GAI Jingasa A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Janjin H2,Gādian,Sky Blue,None,None,None,37.03668804315314,199
199,3.0,GAI Jingasa C1,GAI Yasuke,GAI Jingasa J1,GAI Jingasa M2,Pink Delta,GAI Citadel,Gādian,White,None,None,None,29.874021908607507,200
200,4.0,OG Trooper C1,OG Squadron 3,OG Trooper S2,OG Filter,OG Rose E1,OG Radiant Heavy,OG Meka,Camo Green,None,OG Smiley K1,None,41.23815370966494,201
201,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Bastion M1,F9 Green E4,F9 Loop,F9,White,None,GAI Kochi,None,53.650326821426866,202
202,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Filter,OG Violet E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,9.428628272969323,203
203,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Monkey R-7,OG Violet E1,OG Darya Heavy,OG Meka,Grey,None,OG Smiley K1,None,39.10944265859795,204
204,4.0,MI Radar C1,MI Radar A1,MI Racer W2,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Red,None,None,None,34.28174132687094,205
205,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,3.8480828165531173,206
206,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Trooper M1,OG Green E7,OG Quartz Heavy,OG Meka,White,None,None,None,9.358465017997055,207
207,0.0,OG Trooper C1,OG Squadron 3,OG Trooper S2,OG Monkey R-9,OG Rose E1,OG Delta Elite,OG Meka,None,Siberie,None,None,45.91062405976772,208
208,3.0,OG Trooper C1,OG Trooper A2,OG Sabotage S3,OG Trooper M1,OG Violet E1,OG Darya Master,OG Meka,Dark Brown,None,OG Smiley K2,None,36.707302232516966,209
209,3.0,OG Heavy C1,OG Squadron 3,OG Trooper S2,OG Monkey R-9,OG Rose E1,OG Delta Trooper,OG Meka,Light Green,None,None,None,16.744514217182722,210
210,4.0,OG Heavy C1,OG Squadron 4,OG Trooper S2,OG Sphere,OG Green E21,OG Radiant Elite,OG Meka,Blurple,None,None,None,30.619961164211425,211
211,3.0,MI Racer C2,MI Racer A1,MI Racer W1,MI Racer M2,MI White Visor,MI Racer,Mirage,White,None,None,None,28.332391950428683,212
212,3.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Trooper M2,OG Rose E1,OG Quartz Trooper,OG Meka,Black,None,OG Smiley K1,None,34.65566122816292,213
213,4.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E7,F9 Spikes,F9,White,None,GAI Kochi,None,56.65556139590736,214
214,3.0,MI Racer C1,MI Racer A1,MI Sonic J2,MI Kaiman,MI White Visor,MI Radar,Mirage,White,None,None,None,29.60336227596879,215
215,4.0,OG Chest Brick,OG Arms Brick,OG Helmet Brick,OG Mask Brick,OG Eyes Brick,OG Helmet Brick,OG Meka,Black,Brick,None,None,62.17816413239747,216
216,4.0,OG Heavy C2,OG Trooper A1,OG Trooper S1,OG Knight,OG Rose E1,OG Rombus Trooper,OG Meka,Grey,None,None,None,18.3954813415106,217
217,4.0,MI Racer C1,MI Radar A1,MI Racer W2,MI Racer M2,MI Aqua Eye,MI Sonar,Mirage,White,None,MI Rockets,None,53.750723145563086,218
218,4.0,OG Trooper C1,OG Trooper A2,OG Sabotage S7,OG Heavy,OG Rose E1,OG Delta Elite,OG Meka,Orange,None,None,None,18.014757855543042,219
219,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Heavy,OG Green E7,OG Radiant Elite,OG Meka,Dark Brown,Gold Helmet,None,None,37.481571961896215,220
220,3.0,MI Radar C1,MI Radar A1,MI Sonar J2,MI Radar M1,MI White Visor,MI Racer,Mirage,White,None,None,None,28.874596253345285,221
221,3.0,MI Racer C1,MI Racer A2,MI Sonic J1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Light Green,None,MI Rockets X,None,52.06959135552839,222
222,3.0,OG Trooper C2,OG Solid Tank,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Quartz Trooper,OG Meka,Light Green,None,None,None,16.976868298832898,223
223,3.0,OG Heavy C1,OG Solid Tank,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Radiant Trooper,OG Meka,Grey,None,None,None,12.064241077326024,224
224,2.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Filter,OG Rose E1,OG Radiant Heavy,OG Meka,White,None,None,None,14.966578707914099,225
225,3.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Heavy,OG Violet E1,OG Quartz Trooper,OG Meka,Dark Brown,None,None,None,12.044843104067422,226
226,3.0,GAI Jingasa C1,GAI Jingasa A1,Bastion J2,GAI Bastion M2,Cyan Square,GAI Janjin H2,Gādian,White,None,None,None,33.20617927903351,227
227,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Mantis,OG Rose E1,OG Quartz Elite,OG Meka,Dark Brown,Silver Helmet,None,None,31.33076984434321,228
228,3.0,MI Racer C2,MI Racer A1,MI Racer W1,MI Salamender,MI Pink Visor,MI Racer,Mirage,White,None,None,None,25.683932793451152,229
229,0.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Darya Elite,OG Meka,None,Gold Helmet,None,None,41.7918642660224,230
230,3.0,MI Sonic C1,MI Radar A1,MI Sonar J2,MI Sonic M1,MI White Visor,MI Racer,Mirage,Red,None,None,None,37.689141308541544,231
231,3.0,OG Heavy C1,OG Solid Tank,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Quartz Heavy,OG Meka,Red,None,None,None,14.738132216549172,232
232,0.0,OG Trooper C1,OG Squadron 4,OG Trooper S2,OG Trooper M2,OG Pink E0,OG Delta Elite,OG Meka,None,Camo blue,None,None,50.47429614650625,233
233,0.0,F9 Fortress C1,F9 Jingasa A2,F9 Assault,F9 Heavy,F9 Red E3,F9 Ronin H2,F9,None,Silver Helmet,None,None,72.09934634329566,234
234,0.0,OG Heavy C1,OG Solid Tank,OG Trooper S1,OG Monkey R-7,OG Violet E1,OG Radiant Elite,OG Meka,None,Camo green,None,None,52.98342397321512,235
235,2.0,OG Heavy C2,OG Trooper A1,OG Sabotage S7,OG Knight,OG Rose E1,OG Darya Trooper,OG Meka,Dark Brown,None,OG Cannons,None,49.2974578965625,236
236,3.0,OG Trooper C2,OG Trooper A1,OG Sabotage S3,OG Trooper M2,OG Rose E1,OG Delta Heavy,OG Meka,Light Green,None,OG Gatling Gun,None,39.977581613290475,237
237,3.0,MI Racer C1,MI Racer A1,MI Sonic J1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Dark Brown,None,None,None,26.631219865076964,238
238,4.0,OG Trooper C1,OG Squadron 3,OG Trooper S1,OG Monkey R-9,OG Violet E1,OG Quartz Master,OG Meka,Red,Gold Helmet,OG Dawn Sword,None,67.75198534433403,239
239,4.0,OG Heavy C1,OG Trooper A1,OG Assault jaw,OG Trooper M1,OG Pink E0,OG Oblong Heavy,OG Meka,Camo Green,None,None,None,25.4464065692411,240
240,2.0,OG Heavy C2,OG Trooper A1,OG Trooper S1,OG Heavy,OG Rose E1,OG Delta Trooper,OG Meka,Grey,None,None,None,21.697772367788836,241
241,2.0,GAI Sōhei C1,GAI Youma,GAI Jingasa J1,GAI Bastion M1,Green Circle,GAI Citadel,Gādian,Blue,None,None,None,50.39506233985889,242
242,4.0,OG Trooper C1,OG Trooper A1,OG Assault jaw,OG Mantis,OG Violet E1,OG Darya Trooper,OG Meka,Red,None,None,None,21.420895726382845,243
243,3.0,OG Trooper C2,OG Trooper A1,OG Sabotage S3,OG Trooper M2,OG Violet E1,OG Delta Trooper,OG Meka,White,None,None,None,13.238597113392292,244
244,2.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M2,OG Pink E0,OG Delta Elite,OG Meka,White,Silver Helmet,None,None,39.87396820350964,245
245,3.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Knight,F9 Green E4,F9 Loop,F9,Blood Red,None,None,None,40.00392261154862,246
246,3.0,MI Racer C1,MI Radar A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Grey,None,MI Rockets,None,48.441052233133256,247
247,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E4,F9 Loop,F9,Grey,None,GAI Kochi,None,57.71667919943824,248
248,2.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Pain,OG Rose E1,OG Darya Heavy,OG Meka,White,Silver Weapon,OG Cannons,None,59.49264185584975,249
249,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Delta Elite,OG Meka,Light Green,None,None,None,6.970638561971544,250
250,3.0,OG Trooper C2,OG Squadron 3,OG Trooper S1,OG Trooper M1,OG Rose E1,OG Delta Trooper,OG Meka,Camo Green,None,None,None,14.28973772859441,251
251,4.0,MI Radar C1,MI Racer A2,MI Falcon W0,MI Racer M1,MI Pink Visor,MI Racer,Mirage,Red,None,None,None,36.19141835217189,252
252,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S2,OG Filter,OG Rose E1,OG Darya Trooper,OG Meka,White,None,None,None,7.909320242393885,253
253,0.0,GAI Jingasa C1,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,Pink Delta,GAI Youma H1,Gādian,None,Camo green,None,None,66.67136694406697,254
254,0.0,OG Trooper C1,OG Solid Tank,OG Trooper S2,OG Knight,OG Rose E1,OG Oblong Elite,OG Meka,None,Carbon,None,None,46.25574375367147,255
255,2.0,OG Heavy C1,OG Trooper A1,OG Trooper S1,OG Filter,OG White E13,OG Delta Trooper,OG Meka,Grey,None,None,None,25.984495960328967,256
256,4.0,OG Trooper C1,OG Squadron 3,OG Sabotage S7,OG Monkey R-9,OG Blue E4,OG Delta Trooper,OG Meka,Red,None,None,None,24.66904122003436,257
257,4.0,MI Radar C1,MI Racer A2,MI Sonar J2,MI Racer M1,MI Aqua Eye,MI Racer H2,Mirage,Grey,None,None,None,36.846757410110264,258
258,4.0,MI Racer C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Sonar,Mirage,Red,Silver Weapon,MI Ray guns,None,79.3071542678874,259
259,4.0,MI Sonic C1,MI Radar A1,MI Sonar J2,MI Kaiman,MI Aqua Eye,MI Racer,Mirage,White,None,None,None,33.412385154217425,260
260,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Pain,OG Blue E4,OG Radiant Trooper,OG Meka,Grey,None,None,None,17.68584577248395,261
261,3.0,OG Heavy C1,OG Squadron 3,OG Sabotage S3,OG Trooper M1,OG Rose E1,OG Delta Elite,OG Meka,Grey,None,None,None,15.764163101375917,262
262,2.0,MI Racer C1,MI Sonic A1,MI WS-1,MI Racer M1,MI Aqua Eye,MI Sonar,Mirage,Light Green,Silver Helmet,None,None,66.58212200336389,263
263,3.0,MI Sonic C1,MI Radar A1,MI Sonar J2,MI Sonic M1,MI White Visor,MI Racer,Mirage,Black,None,Mi Spectral blade,None,60.726664199661805,264
264,4.0,F9 Fortress C1,F9 Jingasa A1,F9 Brackyura,F9 Jingasa M2,F9 Green E4,F9 Spikes,F9,Red,None,None,None,45.42224210932968,265
265,3.0,OG Trooper C1,OG Squadron 4,OG Sabotage S3,OG Sphere,OG Rose E1,OG Oblong Elite,OG Meka,White,None,OG Solid Blade,None,31.91491467886461,266
266,4.0,OG Trooper C1,OG Squadron 3,OG Rocket jaw,OG Heavy,OG Rose E1,OG Delta Trooper,OG Meka,White,None,OG Smiley K1,None,34.59461120093984,267
267,4.0,GAI Jingasa C1,GAI Sōhei A1,GAI Jingasa J1,GAI Jingasa M1,Pink Circle,GAI Jingasa H2,Gādian,Blue Grey,None,None,None,41.177591944124416,268
268,3.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Bastion M1,Pink Circle,GAI Janjin H1,Gādian,White,None,None,None,29.5384489005123,269
269,3.0,OG Trooper C1,OG Squadron 4,OG Sabotage S3,OG Trooper M1,OG Rose E1,OG Delta Elite,OG Meka,Dark Brown,None,None,None,11.348277126312897,270
270,3.0,OG Heavy C1,OG Trooper A2,OG Sabotage S7,OG Heavy,OG Violet E1,OG Rombus Trooper,OG Meka,Dark Grey,None,None,None,23.75681189780159,271
271,2.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Monkey R-7,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,11.201940413974931,272
272,4.0,GAI Jingasa C1,GAI Sōhei A1,Bastion J1,GAI Jingasa M1,Pink Delta,GAI Jingasa H2,Gādian,Light Green,None,None,None,40.64566618981054,273
273,2.0,GAI Sōhei C1,GAI Jingasa A2,GAI Jingasa J1,GAI Jingasa M2,Pink Delta,GAI Jingasa H2,Gādian,Dark Brown,None,None,None,44.19292531869007,274
274,3.0,MI Racer C2,MI Racer A1,MI Radar W1,MI Racer M1,MI Pink Visor,MI Racer,Mirage,White,None,None,None,24.38707597197652,275
275,4.0,MI Radar C1,MI Racer A1,MI Racer W2,MI Radar M1,MI Aqua Eye,MI Racer H2,Mirage,White,None,None,None,32.883284568730865,276
276,4.0,F9 Bastion C1,F9 Bastion,F9 Assault,F9 Bastion M2,F9 White E0,F9 Spikes,F9,Light Green,None,None,None,42.845093364589005,277
277,3.0,OG Heavy C1,OG Trooper A1,OG Sabotage S7,OG Filter,OG Rose E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,13.154361666507338,278
278,4.0,GAI Jingasa C1,GAI Jingasa A1,Bastion J1,GAI Bastion M1,Pink Delta,GAI Jingasa H1,Gādian,Light Green,None,GAI Kochi,None,62.29288093154592,279
279,3.0,MI Radar C1,MI Racer A1,MI Racer W1,MI Racer M1,MI Pink Visor,MI Eagle,Mirage,Red,None,MI Rockets,None,53.99196369058533,280
280,4.0,OG Trooper C2,OG Trooper A2,OG Sabotage S7,OG Trooper M1,OG Blue E4,OG Radiant Trooper,OG Meka,Orange,None,None,None,27.433253356972852,281
281,4.0,GAI Jingasa C1,GAI Jingasa A1,GAI Jingasa J1,GAI Bastion M1,Pink Delta,GAI Jingasa H2,Gādian,Light Green,None,None,None,38.184328917847665,282
282,4.0,OG Trooper C1,OG Solid Tank,OG Rocket jaw,OG Monkey R-7,OG Rose E1,OG Delta Heavy,OG Meka,Grey,None,None,None,18.62469227128632,283
283,4.0,OG Trooper C1,OG Trooper A1,OG Trooper S1,OG Filter,OG Violet E1,OG Radiant Elite,OG Meka,Dark Brown,Silver Helmet,None,None,38.16793467248068,284
284,2.0,MI Racer C1,MI Racer A1,MI Racer W2,MI Salamender,MI Pink Visor,MI Eagle,Mirage,White,None,None,None,35.891486561227424,285
285,0.0,MI Radar C1,MI Radar A1,MI Sonar J2,MI Racer M2,MI Aqua Eye,MI Eagle,Mirage,None,Camo blue,None,None,67.12006298482702,286
286,4.0,OG Heavy C1,OG Trooper A2,OG Assault jaw,OG Monkey R-9,OG Rose E1,OG Delta Trooper,OG Meka,White,None,None,None,13.218993704888,287
287,0.0,OG Trooper C1,OG Trooper A2,OG Trooper S1,OG Sphere,OG Rose E1,OG Oblong Elite,OG Meka,None,Camo green,None,None,41.46918480977877,288
288,5.0,GAI Jingasa C1,GAI Jingasa A2,GAI Jingasa J1,GAI Ukiyo-E,Pink Circle,GAI Jingasa H1,Gādian,Grey,None,None,None,46.03105421893371,289
289,4.0,OG Trooper C2,OG Squadron 3,OG Assault jaw,OG Knight,OG Pink E0,OG Rombus Trooper,OG Meka,Grey,None,None,None,29.765413288964698,290
290,2.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Heavy,F9 Green E4,F9 Ronin H1,F9,White,None,None,None,40.39348465124246,291
291,3.0,MI Racer C1,MI Sonic A1,MI Falcon W0,MI Sonic M1,MI Aqua Eye,MI SB-4,Mirage,Camo Green,None,None,None,38.18263663284591,292
292,4.0,OG Trooper C1,OG Trooper A1,OG Sabotage S3,OG Trooper M2,OG Red E0,OG Delta Trooper,OG Meka,Orange,None,None,None,21.46270454950563,293
293,3.0,OG Trooper C2,OG Trooper A1,OG Sabotage S3,OG Trooper M1,OG Pink E0,OG Delta Trooper,OG Meka,White,None,OG Smiley K1,None,36.21714678884707,294
294,3.0,OG Heavy C1,OG Squadron 4,OG Trooper S2,OG Trooper M1,OG Rose E1,OG Darya Trooper,OG Meka,Yellow,None,None,None,17.05087605494937,295
295,0.0,MI Radar C1,MI Radar A1,MI WS-2,MI Kaiman,MI Pink Visor,MI Sonar,Mirage,None,Silver Helmet,None,None,65.4078055703913,296
296,3.0,OG Heavy C2,OG Trooper A1,OG Sabotage S7,OG Heavy,OG Rose E1,OG Delta Elite,OG Meka,Dark Grey,Silver Helmet,None,None,41.84194542354297,297
297,3.0,GAI Sōhei C2,GAI Sōhei A1,Bastion J2,GAI Jingasa M1,Pink Delta,GAI Bastion,Gādian,White,Silver Helmet,None,None,54.17062762780254,298
298,3.0,OG Trooper C1,OG Trooper A1,OG Sabotage S7,OG Sphere,OG White E13,OG Darya Trooper,OG Meka,White,None,None,None,11.829157674298871,299
299,0.0,F9 Bastion C1,F9 Jingasa A2,F9 Assault,F9 Bastion M1,F9 Green E7,F9 Kagen,F9,None,Siberie,GAI Gento,None,93.64368198994882,300
300,3.0,MI Racer C1,MI Radar A1,MI WS-2,MI Racer M1,MI Pink Visor,MI Eagle,Mirage,Purple,None,None,None,32.07295904775794,301
301,3.0,OG Heavy C1,OG Trooper A1,OG Trooper S2,OG Sphere,OG Red E0,OG Delta Trooper,OG Meka,White,None,None,None,12.838636795792132,302
302,3.0,OG Heavy C1,OG Trooper A2,OG Trooper S1,OG Trooper M1,OG Green E7,OG Rombus Elite,OG Meka,White,None,None,None,12.600246897339797,303
303,4.0,MI Racer C1,MI Racer A1,MI Sonic J2,MI Racer M2,MI Aqua Eye,MI Radar,Mirage,Light Green,None,None,None,37.51398883556624,304
304,0.0,OG Trooper C2,OG Trooper A2,OG Sabotage S7,OG Sphere,OG Rose E1,OG Oblong Elite,OG Meka,None,Gold Weapon,OG Dawn Sword,None,73.2914500480923,305
305,2.0,OG Trooper C1,OG Squadron 3,OG Assault jaw,OG Trooper M1,OG Rose E1,OG Quartz Trooper,OG Meka,White,None,None,None,17.350405663794145,306
306,4.0,F9 Fortress C2,F9 Jingasa A2,F9 Assault,F9 Heavy,F9 Green E4,F9 Kagen,F9,White,None,None,None,37.63716941601247,307
307,0.0,MI Sonic C1,MI Radar A1,MI Sonar J2,MI Racer M2,MI Pink Visor,MI Racer H2,Mirage,None,Silver Helmet,None,None,65.0819426478598,308
308,3.0,OG Heavy C1,OG Trooper A2,OG Sabotage S3,OG Sphere,OG Rose E1,OG Delta Trooper,OG Meka,Dark Brown,None,None,None,13.09972033667584,309
309,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Monkey R-7,OG Violet E1,OG Delta Trooper,OG Meka,Dark Brown,Gold Weapon,OG Plasma Ray,None,57.787400873705366,310
310,2.0,MI Radar C1,MI Racer A2,MI Falcon W0,MI Radar M1,MI Pink Visor,MI Sonar,Mirage,Black,None,None,None,46.515432230150104,311
311,3.0,OG Trooper C1,OG Solid Tank,OG Trooper S1,OG Trooper M2,OG Green E7,OG Darya Elite,OG Meka,Light Green,None,None,None,17.151123512644293,312
312,3.0,OG Trooper C1,OG Trooper A1,OG Sabotage S7,OG Monkey R-7,OG Violet E1,OG Rombus Elite,OG Meka,White,Silver Helmet,OG Dawn Sword x2,None,56.58832118402163,313
313,3.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Trooper M2,OG Violet E1,OG Delta Elite,OG Meka,Black,None,None,None,15.263927389648563,314
314,4.0,MI Radar C1,MI Radar A1,MI Racer W1,MI Racer M2,MI Pink Visor,MI Racer,Mirage,Grey,None,None,None,32.57586318064091,315
315,3.0,F9 Bastion C1,F9 Jingasa A1,F9 Assault,F9 Bastion M2,F9 Green E21,F9 Spikes,F9,White,None,GAI Tessen x2,None,53.85354271302224,316
316,4.0,OG Trooper C1,OG Trooper A2,OG Trooper S2,OG Heavy,OG Rose E1,OG Delta Heavy,OG Meka,Light Green,None,None,None,15.747202300019246,317
317,2.0,F9 Bastion C1,F9 Bastion,F9 Assault,F9 Jingasa M2,F9 Green E7,F9 Spikes,F9,Camo Green,None,None,None,48.71094416298035,318
318,3.0,OG Trooper C2,OG Trooper A2,OG Sabotage S3,OG Trooper M2,OG Green E7,OG Radiant Elite,OG Meka,Dark Grey,None,None,None,25.96631393460752,319
