,hat under headphones,smoke,headphones,mouth,eyes,type,background,shirt,4:20 watch,long hair,beard,short hair,hat over headphones,chain,1/1,Rarity score,Token Id
210,headband pink/white,cig white,pink headphones,smile,shades,plain mfer,green,collared shirt blue,sub red,long hair black,None,None,None,None,None,59.152416842168634,210
211,None,None,black headphones,smile,purple shades,plain mfer,green,None,sub red,None,None,mohawk blue,None,None,None,37.16393040636531,211
212,None,pipe,white headphones,flat,regular eyes,charcoal mfer,yellow,collared shirt green,sub turquoise,None,None,mohawk blue,None,None,None,57.88254484819938,212
213,None,None,black headphones,smile,regular eyes,plain mfer,blue,collared shirt blue,argo black,None,None,None,None,None,None,19.186811372474384,213
214,headband blue/white,cig white,black headphones,smile,zombie eyes,zombie mfer,graveyard,collared shirt turquoise,sub black,None,None,None,None,None,None,57.935034665320714,214
215,bandana dark gray,cig white,black headphones,smile,regular eyes,plain mfer,yellow,None,sub red,None,None,None,None,None,None,16.43520376489291,215
216,None,cig white,white headphones,smile,regular eyes,plain mfer,orange,None,None,None,None,messy red,None,None,None,20.168342660517737,216
217,None,cig black,red headphones,flat,regular eyes,charcoal mfer,green,None,sub black,None,None,None,None,None,None,24.192010596311125,217
218,None,cig white,pink headphones,smile,regular eyes,charcoal mfer,green,None,None,None,None,messy red,None,None,None,27.24587034075477,218
219,cap monochrome,cig white,black headphones,smile,regular eyes,plain mfer,orange,None,argo white,None,full beard,None,None,None,None,36.04645055016144,219
220,None,cig white,black headphones,smile,regular eyes,charcoal mfer,yellow,None,sub bat (blue/black),None,None,mohawk black,None,None,None,25.670630838730702,220
221,None,None,green headphones,smile,vr,plain mfer,blue,None,sub black,None,None,mohawk black,None,None,None,42.5011573833278,221
222,None,cig white,blue headphones,smile,regular eyes,plain mfer,green,collared shirt yellow,oyster silver,long hair black,None,None,None,None,None,33.579694196142654,222
223,None,cig white,white headphones,smile,regular eyes,plain mfer,yellow,None,None,None,None,None,None,None,None,3.597704023952982,223
224,knit atlanta,cig white,white headphones,smile,regular eyes,plain mfer,red,hoodie down blue,None,long hair black,None,None,None,None,None,40.913393365411466,224
225,headband blue/white,cig white,black headphones,smile,regular eyes,charcoal mfer,yellow,None,sub black,None,None,None,None,None,None,19.7233275585719,225
226,None,cig black,white headphones,smile,regular eyes,plain mfer,red,None,None,long hair black,None,None,None,None,None,15.35089004928489,226
227,None,cig white,gold headphones,flat,nerd glasses,plain mfer,orange,collared shirt white,None,None,None,None,None,None,None,44.38535184460723,227
228,None,cig white,gold headphones,smile,shades,plain mfer,blue,None,None,None,None,None,None,None,None,21.890061026694614,228
229,None,cig black,green headphones,smile,regular eyes,charcoal mfer,red,None,None,long hair yellow,None,None,None,None,None,24.933495134103886,229
230,None,cig black,red headphones,smile,regular eyes,charcoal mfer,blue,collared shirt pink,None,long hair yellow,None,None,None,None,None,35.720788595053996,230
231,knit kc,cig black,green headphones,smile,regular eyes,charcoal mfer,blue,hoodie down blue,oyster gold,None,None,None,None,None,None,39.81093130112787,231
232,None,None,black headphones,flat,regular eyes,plain mfer,blue,collared shirt white,None,None,None,None,None,None,None,26.91794137217124,232
233,None,cig black,black headphones,flat,regular eyes,charcoal mfer,orange,None,sub rose,None,None,mohawk black,None,None,None,37.1805437378639,233
234,beanie,cig white,pink headphones,smile,regular eyes,charcoal mfer,red,None,sub black,None,None,None,None,None,None,26.379124794600717,234
235,bandana dark gray,cig black,white headphones,flat,purple shades,charcoal mfer,orange,hoodie down gray,None,None,None,None,None,None,None,58.195830728349975,235
236,headband blue/white,cig black,black headphones,smile,eye mask,charcoal mfer,green,collared shirt white,sub blue,None,None,None,None,None,None,46.86460771974087,236
237,None,cig white,white headphones,smile,regular eyes,charcoal mfer,yellow,None,sub lantern (green),None,None,None,None,None,None,11.513571643534446,237
238,None,None,white headphones,smile,regular eyes,plain mfer,blue,collared shirt blue,argo black,long hair black,None,None,None,None,None,34.05800413078854,238
239,None,cig white,pink headphones,smile,regular eyes,plain mfer,green,hoodie down pink,None,None,None,None,None,None,None,17.757934140398618,239
240,None,cig white,black headphones,flat,regular eyes,plain mfer,red,hoodie down white,oyster silver,None,None,None,None,None,None,26.347689049890544,240
241,None,cig white,blue headphones,smile,purple shades,plain mfer,yellow,None,sub red,None,None,None,None,None,None,23.4923233971551,241
242,None,cig black,blue headphones,smile,shades,plain mfer,yellow,None,sub black,None,full beard,None,hoodie,None,None,58.60929082917583,242
243,None,pipe,green headphones,flat,vr,plain mfer,yellow,collared shirt pink,sub red,long hair black,None,None,None,None,None,64.33851817494771,243
244,None,cig white,black headphones,smile,regular eyes,plain mfer,orange,hoodie down blue,sub black,None,None,None,None,None,None,11.993944430704575,244
245,None,cig white,white headphones,smile,regular eyes,plain mfer,yellow,None,sub rose,None,None,messy purple,None,None,None,24.72250990799075,245
246,None,cig white,black headphones,flat,regular eyes,charcoal mfer,blue,None,None,None,None,None,None,silver chain,None,35.59920680970006,246
247,knit cleveland,cig white,black headphones,smile,3D glasses,plain mfer,green,hoodie down blue,sub black,long hair yellow,None,None,None,None,None,55.023172330256486,247
248,None,cig white,black headphones,smile,regular eyes,plain mfer,red,collared shirt blue,None,None,None,None,None,None,None,11.168712789353107,248
249,headband pink/white,cig black,white headphones,smile,regular eyes,plain mfer,yellow,collared shirt pink,sub red,None,None,None,None,None,None,30.84325419663831,249
250,knit atlanta,None,black headphones,smile,regular eyes,charcoal mfer,orange,collared shirt green,oyster gold,None,None,None,None,None,None,38.062438042253774,250
251,None,cig black,white headphones,smile,regular eyes,plain mfer,blue,None,sub black,long hair black,None,None,None,silver chain,None,34.85973570204502,251
252,None,cig white,white headphones,flat,regular eyes,plain mfer,green,hoodie down blue,oyster silver,None,None,None,None,None,None,29.535603186905234,252
253,None,cig black,blue headphones,smile,regular eyes,charcoal mfer,orange,collared shirt turquoise,sub black,None,None,None,None,None,None,23.504871089414404,253
254,None,pipe,white headphones,flat,regular eyes,plain mfer,red,None,sub black,long hair black,full beard,None,None,None,None,51.52213122050882,254
255,None,None,black headphones,smile,regular eyes,plain mfer,red,hoodie down blue,sub red,None,full beard,None,None,None,None,34.193765619876196,255
256,None,cig black,white headphones,smile,purple shades,plain mfer,orange,None,sub black,None,None,mohawk green,None,None,None,34.878862738753504,256
257,None,cig white,green headphones,smile,regular eyes,charcoal mfer,green,hoodie down white,oyster silver,None,None,None,None,None,None,24.317473283384487,257
258,bandana red,cig white,green headphones,smile,regular eyes,plain mfer,blue,None,None,None,None,None,None,None,None,20.89552260478532,258
259,None,cig black,white headphones,smile,regular eyes,plain mfer,red,None,None,None,None,mohawk black,None,None,None,20.070149362677608,259
260,headband green/white,cig black,white headphones,smile,regular eyes,plain mfer,yellow,collared shirt green,sub bat (blue/black),None,None,None,None,None,None,33.590273933136984,260
261,None,cig black,red headphones,smile,regular eyes,charcoal mfer,green,None,sub black,long hair yellow,None,None,None,None,None,25.87565983662048,261
262,knit chicago,pipe,green headphones,smile,regular eyes,plain mfer,red,None,oyster silver,long hair black,None,None,None,None,None,42.35278795448418,262
263,None,cig white,red headphones,smile,eye mask,charcoal mfer,green,hoodie down green,None,long hair black,None,None,None,None,None,48.481316915688474,263
264,bandana dark gray,cig white,blue headphones,smile,regular eyes,plain mfer,yellow,None,sub lantern (green),None,full beard,None,None,None,None,42.066671958920196,264
265,bandana dark gray,cig white,black headphones,flat,regular eyes,charcoal mfer,yellow,collared shirt white,argo white,None,None,None,None,None,None,45.97045663594309,265
266,knit cleveland,cig black,black headphones,smile,regular eyes,plain mfer,yellow,None,None,None,None,None,None,None,None,14.757717637674494,266
267,None,cig black,black headphones,smile,regular eyes,charcoal mfer,red,None,None,None,full beard,None,None,None,None,21.175169536139617,267
268,bandana blue,cig white,black headphones,smile,vr,plain mfer,orange,collared shirt yellow,sub red,None,None,None,None,None,None,42.68290883046606,268
269,None,None,blue headphones,flat,regular eyes,charcoal mfer,yellow,hoodie down gray,sub turquoise,None,None,mohawk blue,None,None,None,59.18169421259118,269
270,bandana blue,cig white,white headphones,flat,regular eyes,plain mfer,red,collared shirt blue,sub red,long hair black,full beard,None,None,None,None,71.37437367584563,270
271,None,cig black,gold headphones,flat,regular eyes,plain mfer,blue,None,sub rose,long hair black,None,None,None,None,None,35.940055262237365,271
272,None,cig white,green headphones,smile,regular eyes,charcoal mfer,orange,None,None,None,None,mohawk green,None,None,None,27.43385851116517,272
273,None,cig black,black headphones,smile,regular eyes,charcoal mfer,red,None,sub bat (blue/black),None,full beard,messy yellow,None,None,None,42.71591864324324,273
274,None,cig white,black headphones,smile,regular eyes,charcoal mfer,red,hoodie down white,sub red,None,None,None,None,None,None,17.225007444645545,274
275,None,cig black,white headphones,smile,regular eyes,plain mfer,orange,None,oyster gold,None,None,None,None,None,None,7.2037727066264825,275
276,None,None,pink headphones,flat,regular eyes,plain mfer,orange,collared shirt white,sub rose,None,None,None,None,None,None,37.41921164582969,276
277,None,cig black,black headphones,flat,regular eyes,charcoal mfer,green,hoodie down blue,None,None,None,None,None,None,None,27.39420972652506,277
278,None,cig white,green headphones,smile,regular eyes,plain mfer,blue,None,sub red,long hair black,None,None,None,None,None,20.187197751447368,278
279,None,None,pink headphones,flat,3D glasses,plain mfer,blue,hoodie down gray,oyster silver,long hair black,None,None,None,None,None,62.15793974404013,279
280,None,cig white,green headphones,flat,regular eyes,plain mfer,green,None,sub red,None,None,mohawk yellow,None,None,None,37.54209138299064,280
281,None,cig black,black headphones,flat,nerd glasses,charcoal mfer,red,hoodie down green,sub red,None,None,None,None,None,None,43.72721589321653,281
282,None,cig white,black headphones,flat,regular eyes,charcoal mfer,red,hoodie down gray,oyster gold,None,None,mohawk black,None,None,None,47.72900955364388,282
283,None,cig white,black headphones,flat,vr,plain mfer,yellow,collared shirt green,sub red,None,None,None,None,None,None,40.08014658500881,283
284,None,None,black headphones,smile,purple shades,plain mfer,blue,None,sub blue,long hair yellow,full beard,None,None,None,None,52.30781436651091,284
285,None,None,pink headphones,smile,3D glasses,plain mfer,blue,hoodie down green,sub black,None,None,None,None,None,None,36.880421115558,285
286,None,cig white,black headphones,smile,regular eyes,charcoal mfer,orange,hoodie down green,sub red,None,None,None,None,None,None,17.375419921568323,286
287,None,cig black,white headphones,smile,regular eyes,plain mfer,orange,None,sub red,None,None,messy red,None,None,None,21.948258119823084,287
288,None,cig black,pink headphones,smile,3D glasses,plain mfer,yellow,None,sub red,long hair black,None,None,None,None,None,34.41304687292328,288
289,None,cig white,black headphones,smile,regular eyes,plain mfer,blue,None,sub lantern (green),None,None,None,None,None,None,3.9821015384399026,289
290,None,cig white,black headphones,smile,regular eyes,plain mfer,orange,collared shirt blue,sub turquoise,None,None,None,None,None,None,14.797566409434513,290
291,None,cig white,black headphones,smile,regular eyes,plain mfer,red,collared shirt blue,oyster silver,long hair yellow,None,None,None,None,None,28.00222169968342,291
292,None,cig black,blue headphones,smile,vr,charcoal mfer,yellow,None,None,None,None,None,None,None,None,25.917599818249798,292
293,None,cig white,green headphones,smile,regular eyes,charcoal mfer,blue,None,None,long hair black,None,None,None,None,None,22.34090281119155,293
294,None,cig white,pink headphones,flat,shades,plain mfer,blue,None,sub blue,None,None,None,hoodie,None,None,55.61003340545593,294
